year,start_equity,end_equity,total_return,annualized_volatility,sharpe,max_drawdown
2020,10000.0,13700.895382071492,0.3700895382071492,0.252975056128993,1.3665689472688463,-0.14748780245551174
2021,13700.895382071492,12833.728098779906,-0.06329274540891183,0.10879356373658555,-0.555004186564738,-0.12806970676307727
2022,12833.728098779906,12672.131371178217,-0.012591565471692712,0.07362321071805318,-0.13625077868678126,-0.05862023188998389
2023,12672.131371178217,21033.09650929638,0.659791545180358,0.32400759171108745,1.7275192370225785,-0.12315650436715053
2024,21033.09650929638,21924.152673070053,0.04236447844851732,0.19260356756787708,0.3097431350491571,-0.17821267225217152
2025,21924.152673070053,21893.719588046064,-0.0013881076946418158,0.05590431270223215,0.003055942732233366,-0.0541181088734215
2026,21893.719588046064,22469.603000205356,0.026303589476578626,0.09223382798111009,0.5330460592761743,-0.049736752321448696
