,V1,V2,V3,V4,V5,P
2026-07-13 08:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,62952.7
2026-07-13 12:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,62881.3
2026-07-13 16:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,62596.6
2026-07-13 20:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,62258.0
2026-07-14 00:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,62307.0
2026-07-14 04:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,62538.2
2026-07-14 08:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,62529.7
2026-07-14 12:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,62810.3
2026-07-14 16:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,64727.5
2026-07-14 20:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,64543.0
2026-07-15 00:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,65014.7
2026-07-15 04:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,64760.8
2026-07-15 08:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,64528.0
2026-07-15 12:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9639.273898389865,9500.334824237621,64707.5
2026-07-15 16:00:00+00:00,9608.51720452251,9589.195726929087,9710.553263744985,9898.168945442309,9755.49819621586,65391.6
2026-07-15 20:00:00+00:00,9434.162447121396,9406.50186652629,9521.147832094302,9715.631212821243,9575.591535585856,64942.0
2026-07-16 00:00:00+00:00,9354.66400047922,9323.273238074866,9434.899031293979,9626.478417410051,9487.72377543594,64721.4
2026-07-16 04:00:00+00:00,9308.952011994936,9275.43671216474,9385.337166160682,9575.253883804548,9437.237584712695,64593.0
2026-07-16 08:00:00+00:00,9167.70713916747,9127.66355026662,9232.253010261413,9417.045006262362,9281.309106627987,64200.0
2026-07-16 12:00:00+00:00,9177.063180670664,9137.444484320518,9242.38156711836,9427.510379104997,9291.623633127969,64226.6
2026-07-16 16:00:00+00:00,9334.445821375975,9301.98284148613,9412.772101427925,9603.56960034326,9465.145162683988,64677.7
2026-07-16 20:00:00+00:00,9179.419708334388,9139.77152389484,9244.720627110542,9429.886461988614,9293.965467502885,64241.6
2026-07-17 00:00:00+00:00,9022.622395393679,8975.845454007826,9074.964427457197,9254.482861789302,9121.09010896073,63801.0
2026-07-17 04:00:00+00:00,8931.046603647213,8880.189377101899,8975.949358189733,9152.198625579302,9020.28018266548,63538.1
2026-07-17 08:00:00+00:00,8672.7086239605,8610.479140557167,8696.839766636444,8863.914989520816,8736.151824474333,62792.9
2026-07-17 12:00:00+00:00,8662.0276818869,8599.344622546756,8685.325806092706,8852.027530378391,8713.09044266234,63273.2
2026-07-17 16:00:00+00:00,8662.0276818869,8599.344622546756,8685.325806092706,8852.027530378391,8712.395235059725,63432.4
2026-07-17 20:00:00+00:00,8662.0276818869,8599.344622546756,8685.325806092706,8852.027530378391,8712.395235059725,64121.4
2026-07-18 00:00:00+00:00,8585.28677728418,8519.353808783848,8602.613696469274,8767.727886608127,8629.425337803894,63909.9
2026-07-18 04:00:00+00:00,8610.051861673079,8545.157447912157,8629.289891937316,8794.916091398696,8656.184674583437,63989.5
2026-07-18 08:00:00+00:00,8605.735660992754,8540.65959520095,8624.639608923551,8790.176553218906,8651.519898100052,63980.1
2026-07-18 12:00:00+00:00,8622.308419251776,8557.929403040822,8642.494459271162,8808.374100479246,8669.430396400772,64033.3
2026-07-18 16:00:00+00:00,8639.326622577244,8575.665095656015,8660.831858011168,8827.063457920298,8687.824947045463,64090.0
2026-07-18 20:00:00+00:00,8775.538478616261,8717.633639733916,8807.624094986446,8976.673150401777,8835.074689256633,64526.3
2026-07-19 00:00:00+00:00,8863.775156288453,8809.670815911564,8902.825335569853,9073.701635156986,8930.572642165758,64806.7
2026-07-19 04:00:00+00:00,8825.794883256987,8770.034951750267,8861.81666704409,9031.905867113424,8889.436162517595,64686.8
2026-07-19 08:00:00+00:00,8826.089824211884,8770.342683194656,8862.135022632148,9032.230333056656,8889.755510319897,64692.2
2026-07-19 12:00:00+00:00,8748.201309542097,8689.076298276568,8778.062920656812,8946.544593933271,8805.421382043725,64445.7
2026-07-19 16:00:00+00:00,8778.422180654155,8720.593751737195,8810.661251577481,8979.768600631067,8838.121311709567,64545.2
2026-07-19 20:00:00+00:00,8744.687076186474,8685.40523585816,8774.262828887488,8942.671565136076,8801.609446583501,64438.1
2026-07-20 00:00:00+00:00,8824.345583655873,8768.479648060562,8860.185346826584,9030.243236165707,8887.79975798803,64694.7
2026-07-20 04:00:00+00:00,8870.056761453396,8816.172522826968,8909.52444134168,9080.529320156385,8937.292626943383,64839.4
2026-07-20 08:00:00+00:00,8682.232381673135,8620.154978666671,8706.714820908968,8799.45767571408,8660.654619735911,64250.0
2026-07-20 12:00:00+00:00,8907.818892732765,8855.327239784932,8808.44797371667,8865.980403879616,8726.128015283271,64970.8
2026-07-20 16:00:00+00:00,9096.773634808364,9052.560580457288,9044.3950002051,9102.031335243544,8958.455468241225,65570.1
2026-07-20 20:00:00+00:00,8951.92796212292,8901.211817322854,8855.810283544848,8912.244843128736,8771.662677108878,65119.3
2026-07-21 00:00:00+00:00,8984.39757343394,8935.11175860755,8897.873032342559,8954.57564110854,8813.325747106104,65224.8
2026-07-21 04:00:00+00:00,9084.792790847323,9039.948460712576,9028.075466084574,9085.60780321755,8942.291001775768,65539.5
2026-07-21 08:00:00+00:00,9284.331891312975,9248.43030360281,9287.74260912493,9346.929701767194,9199.490796503853,66166.9
2026-07-21 12:00:00+00:00,9333.40311546808,9299.755847746956,9352.025476680292,9411.62221849108,9263.162850450246,66317.9
2026-07-21 16:00:00+00:00,9440.752364186765,9412.066210937179,9492.880876947564,9553.375234247458,9402.679847521584,66648.5
2026-07-21 20:00:00+00:00,9362.345478648338,9329.989136134905,9389.639339468587,9449.475779478946,9300.419307600761,66409.5
2026-07-22 00:00:00+00:00,9398.356572635852,9367.670107454815,9436.933704430568,9497.07153263376,9347.264283124392,66522.4
2026-07-22 04:00:00+00:00,9285.240722422981,9249.286264646187,9288.199352564612,9347.389355851303,9199.94319998299,66176.7
2026-07-22 08:00:00+00:00,9166.011659748565,9124.580513557592,9132.01794751445,9190.2126687742,9045.245825302041,65813.4
2026-07-22 12:00:00+00:00,9220.201196124925,9181.222338411611,9202.716516209011,9261.361771351008,9115.272618614834,65981.4
2026-07-22 16:00:00+00:00,9230.70255226418,9192.202147603883,9216.44206975668,9275.174792396818,9128.867752422122,66014.8
2026-07-22 20:00:00+00:00,9190.643264800277,9150.315333520031,9164.065072564914,9222.464017416887,9076.988439666322,65891.1
2026-07-23 00:00:00+00:00,9252.385025866204,9214.859717961765,9244.68271674579,9303.595405806183,9156.840057749401,66082.0
2026-07-23 04:00:00+00:00,9104.776022589163,9060.49886211447,9051.548155972792,9109.230075230233,8965.540654967457,65626.8
2026-07-23 08:00:00+00:00,9033.548078005979,8986.073226084784,9010.261961368544,9075.608844375525,8932.44976697709,65405.3
2026-07-23 12:00:00+00:00,9071.965525070264,9026.199551751371,9027.787134718976,9088.217611938899,8944.859643252566,65525.4
2026-07-23 16:00:00+00:00,8882.607952101902,8828.377128672197,8941.604977386718,9026.246864732539,8883.866425504326,64940.4
2026-07-23 20:00:00+00:00,8872.321856073884,8817.642667331891,8936.86931946881,9022.832231873635,8880.505655223473,64820.7
2026-07-24 00:00:00+00:00,8872.321856073884,8817.642667331891,8936.86931946881,9022.832231873635,8880.505655223473,65069.6
2026-07-24 04:00:00+00:00,8872.321856073884,8817.642667331891,8936.86931946881,9022.832231873635,8880.505655223473,65425.4
2026-07-24 08:00:00+00:00,8872.321856073884,8817.642667331891,8936.86931946881,9022.832231873635,8880.505655223473,65470.0
2026-07-24 12:00:00+00:00,8690.26887058092,8627.678100600231,8867.814674664838,8973.025717409873,8831.48479104294,65045.7
2026-07-24 16:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8827.991784686494,64065.1
2026-07-24 20:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8823.869100815084,64199.5
2026-07-25 00:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8826.016325333834,64116.5
2026-07-25 04:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8827.590253530343,64052.9
2026-07-25 08:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8829.658450990097,63972.9
2026-07-25 12:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8828.209366881394,64031.3
2026-07-25 16:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8825.278793010797,64150.0
2026-07-25 20:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8820.094901165408,64359.6
2026-07-26 00:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8819.302078343675,64338.1
2026-07-26 04:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8819.302078343675,64518.8
2026-07-26 08:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8819.302078343675,64341.2
2026-07-26 12:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8819.302078343675,64481.4
2026-07-26 16:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8819.302078343675,64733.6
2026-07-26 20:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8819.302078343675,64665.5
2026-07-27 00:00:00+00:00,8677.479464086071,8614.345943888226,8862.904349021643,8969.476729146965,8819.302078343675,65375.1
2026-07-27 04:00:00+00:00,8607.979945112258,8541.907427196262,8836.173169043901,8950.150543749414,8800.299468471329,65261.5
2026-07-27 08:00:00+00:00,8574.976138279224,8507.519424699047,8823.426300202947,8940.928193683758,8791.231526878153,65195.9
2026-07-27 12:00:00+00:00,8517.085408379044,8447.212337396018,8801.013822207215,8924.706089546715,8775.281027082996,65073.1
2026-07-27 16:00:00+00:00,8254.71395984221,8173.982401058357,8699.005693111947,8850.81910096376,8702.631117656876,64517.1
2026-07-27 20:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8698.439640769013,64959.2
2026-07-28 00:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8698.439640769013,63720.8
2026-07-28 04:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8698.439640769013,63310.1
2026-07-28 08:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8698.439640769013,63476.8
2026-07-28 12:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8698.439640769013,63430.8
2026-07-28 16:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8698.439640769013,63899.4
2026-07-28 20:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8698.439640769013,63882.4
2026-07-29 00:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8698.439640769013,63903.6
2026-07-29 04:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8702.19695991752,63727.0
2026-07-29 08:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8681.200830915948,64539.0
2026-07-29 12:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8680.372413098401,64480.0
2026-07-29 16:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8680.372413098401,63940.2
2026-07-29 20:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8689.01274514465,63564.1
2026-07-30 00:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8688.209167228006,63958.9
2026-07-30 04:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8688.209167228006,64134.0
2026-07-30 08:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8688.209167228006,63981.9
2026-07-30 12:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8688.209167228006,64766.8
2026-07-30 16:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8688.209167228006,64694.2
2026-07-30 20:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8846.556251809428,8688.209167228006,64778.6
2026-07-31 00:00:00+00:00,8239.920489807226,8158.601172523964,8693.140070044168,8839.876434554799,8681.648913966153,64750.0
2026-07-31 04:00:00+00:00,8087.100781398747,7999.734159026386,8632.430954878191,8799.684047868115,8642.175942504226,64344.0
2026-07-31 08:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8639.042624682917,63909.1
2026-07-31 12:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8641.336149469194,63779.4
2026-07-31 16:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8640.586074107372,62695.4
2026-07-31 20:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8640.586074107372,62947.2
2026-08-01 00:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8640.91870239617,62859.9
2026-08-01 04:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8640.26925806946,62973.8
2026-08-01 08:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8638.613668854576,63019.6
2026-08-01 12:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8637.99283216265,63045.1
2026-08-01 16:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8639.719029915055,62976.4
2026-08-01 20:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8651.27599227238,62502.1
2026-08-02 00:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8644.211292041482,62792.3
2026-08-02 04:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8628.455388968385,63436.7
2026-08-02 08:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8627.833879176389,63468.1
2026-08-02 12:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8638.959583999964,63007.3
2026-08-02 16:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8637.268464652368,63081.6
2026-08-02 20:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8628.725263069151,63432.9
2026-08-03 00:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8626.049356738016,63550.0
2026-08-03 04:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8643.173426339654,62839.7
2026-08-03 08:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8649.34664466917,62591.0
2026-08-03 12:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8650.743181728603,62534.1
2026-08-03 16:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8623.130106620873,63659.5
2026-08-03 20:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8618.86210950849,63836.9
2026-08-04 00:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8627.055237295805,63497.2
2026-08-04 04:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8624.717330225169,63771.0
2026-08-04 08:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8626.900456362158,63666.5
2026-08-04 12:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.856657073326,63900.2
2026-08-04 16:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64088.4
2026-08-04 20:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64197.3
2026-08-05 00:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64075.5
2026-08-05 04:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64145.6
2026-08-05 08:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64141.0
2026-08-05 12:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64044.6
2026-08-05 16:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64353.6
2026-08-05 20:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64805.7
2026-08-06 00:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64633.9
2026-08-06 04:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64496.2
2026-08-06 08:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64789.4
2026-08-06 12:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64590.1
2026-08-06 16:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64604.2
2026-08-06 20:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64412.8
2026-08-07 00:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64300.0
2026-08-07 04:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64264.0
2026-08-07 08:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64288.9
2026-08-07 12:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64996.1
2026-08-07 16:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64885.4
2026-08-07 20:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64932.9
2026-08-08 00:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64885.4
2026-08-08 04:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,65000.0
2026-08-08 08:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64936.3
2026-08-08 12:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,64938.5
2026-08-08 16:00:00+00:00,8076.009922865263,7988.214565246786,8627.976629557275,8796.493623716548,8620.033982759018,65049.3
