timestamp,rate,mark_price,position,notional,payment,wallet_after
2020-01-24 00:00:00+00:00,0.00054719,8407.06173767,-0.127,1067.69684068409,-0.5842330342539271,10000.56298108711
2020-01-24 08:00:00+00:00,0.00042124,8336.52024824,-0.127,1058.73807152648,-0.44598282524981453,10001.00896391236
2020-01-24 16:00:00+00:00,0.00017948,8505.934072,-0.127,1080.2536271440001,-0.19388392099980514,10001.20284783336
2020-01-28 00:00:00+00:00,0.0001,8908.26208317,1.976,17602.72587634392,1.760272587634392,9981.112543494159
2020-01-30 00:00:00+00:00,0.000236,9302.83560068,0.72,6698.0416324896005,1.5807378252675457,10622.634460697827
2020-01-30 08:00:00+00:00,0.00024877,9390.32032632,0.72,6761.030634950399,1.6819415910566107,10620.952519106771
2020-01-30 16:00:00+00:00,0.00034852,9386.44227338,0.7409999999999997,6955.3537245745765,2.4240798800887315,10591.321190916231
2020-01-31 00:00:00+00:00,0.00053551,9514.58913734,0.7209999999999996,6860.018768022137,3.673608650463535,10767.881175656892
2020-01-31 08:00:00+00:00,0.00077154,9374.1894313,0.544,5099.5590506272,3.93451378992091,10723.277938642712
2020-02-01 16:00:00+00:00,0.00049052,9336.64903752,0.582,5433.929739836639,2.6654512159846684,10564.095517415686
2020-02-02 00:00:00+00:00,0.00028263,9385.97762632,0.582,5462.63897851824,1.5439056544986103,10562.551611761188
2020-02-02 16:00:00+00:00,0.00065524,9451.28323012,0.599,5661.31865484188,3.709522435398593,10545.983107198657
2020-02-03 00:00:00+00:00,0.00060677,9332.21105263,0.6200000000000001,5785.970852630601,3.5107535342506697,10556.337459606264
2020-02-03 08:00:00+00:00,0.00035862,9370.35789474,0.15300000000000008,1433.6647578952209,0.5141408554763841,10510.706019774889
2020-02-03 16:00:00+00:00,0.0001,9269.63231751,0.15300000000000008,1418.2537445790308,0.14182537445790308,10510.564194400431
2020-02-06 08:00:00+00:00,0.00078299,9630.13448631,0.607,5845.49163319017,4.576961493871572,10486.59295816156
2020-02-06 16:00:00+00:00,0.00055668,9787.29722326,0.607,5940.889414518821,3.3071743192743375,10483.285783842286
2020-02-07 00:00:00+00:00,0.00035618,9772.66892698,0.607,5932.01003867686,2.112863335575924,10481.17292050671
2020-02-07 08:00:00+00:00,0.00019726,9801.41232224,0.607,5949.457279599679,1.1735899429738326,10479.999330563736
2020-02-07 16:00:00+00:00,0.00034616,9803.45583446,0.607,5950.697691517219,2.0598935128956004,10477.93943705084
2020-02-08 00:00:00+00:00,0.00039915,9815.81628582,0.632,6203.59589263824,2.476165300546554,10496.085735711638
2020-02-08 08:00:00+00:00,0.00062858,9769.16634725,0.6199999999999999,6056.883135294999,3.8072356011837307,10397.543229078132
2020-02-08 16:00:00+00:00,0.00099315,9832.45081011,0.6409999999999998,6302.600969280508,6.259428152640936,10423.397975336444
2020-02-09 00:00:00+00:00,0.00042798,9893.414,0.6409999999999998,6341.678373999998,2.7141115105045195,10420.68386382594
2020-02-10 00:00:00+00:00,0.00106733,10153.97649601,0.633,6427.46712197433,6.860228483296862,10582.083286511517
2020-02-12 08:00:00+00:00,0.00108055,10368.75848252,0.551,5713.18592386852,6.173383050036129,10486.477303636464
2020-02-12 16:00:00+00:00,0.00103884,10316.1539433,0.551,5684.2008227583,5.9049751827142325,10480.572328453749
2020-02-13 00:00:00+00:00,0.00093553,10328.2399977,0.551,5690.860238732701,5.323970479141604,10475.248357974608
2020-02-13 08:00:00+00:00,0.00084403,10339.29772727,0.551,5696.953047725771,4.808399280871982,10470.439958693736
2020-02-14 08:00:00+00:00,0.00074453,10124.69695555,0.546,5528.0845377303,4.11582478087634,10425.27387347013
2020-02-14 16:00:00+00:00,0.00055952,10252.89164433,0.49500000000000005,5075.18136394335,2.8396654767535834,10364.975850263032
2020-02-15 00:00:00+00:00,0.00059113,10343.0973149,0.49500000000000005,5119.8331708755,3.0264869822996348,10361.949363280732
2020-02-15 08:00:00+00:00,0.0009686,10224.25056783,0.49500000000000005,5061.00403107585,4.902088504500068,10357.047274776232
2020-02-26 08:00:00+00:00,0.0005063,9147.02237574,-0.106,969.58437182844,-0.49090056745673916,10314.77650091505
2020-02-26 16:00:00+00:00,0.0003866,8996.76188017,-0.106,953.6567592980199,-0.3686837031446145,10315.145184618195
2020-02-29 08:00:00+00:00,0.00060166,8749.47754683,-0.112,979.94148524496,-0.5895915940124825,10370.908604109638
2020-02-29 16:00:00+00:00,0.00062345,8651.19061451,-0.112,968.93334882512,-0.6040814963250211,10371.512685605963
2020-03-01 00:00:00+00:00,0.00049317,8527.27894737,-0.112,955.05524210544,-0.4710045937491399,10371.983690199713
2020-03-01 08:00:00+00:00,0.00027933,8543.46671489,-0.10400000000000001,888.5205383485602,-0.24819044197690332,10372.98109038109
2020-03-01 16:00:00+00:00,0.00031033,8558.35504244,-0.10400000000000001,890.0689244137601,-0.27621508931332217,10373.257305470404
2020-03-02 00:00:00+00:00,0.0001872,8535.09771955,-0.10400000000000001,887.6501628332,-0.16616811048237504,10373.423473580886
2020-03-02 08:00:00+00:00,0.0001,8625.19734128,-0.10400000000000001,897.0205234931201,-0.08970205234931201,10373.513175633236
2020-03-09 00:00:00+00:00,0.0001,8034.37172626,-0.04,321.37486905040004,-0.03213748690504001,10365.121185907214
2020-03-10 08:00:00+00:00,0.0001,7899.43227273,-0.042,331.77615545466,-0.033177615545466,10383.816879750668
2020-03-10 16:00:00+00:00,0.0001,7766.89409091,-0.042,326.20955181822,-0.032620955181822,10383.84950070585
2020-03-11 00:00:00+00:00,0.0001,7893.20321722,-0.042,331.51453512324,-0.03315145351232401,10383.882652159362
2020-03-11 08:00:00+00:00,0.0001,7859.22255904,-0.042,330.08734747968003,-0.033008734747968005,10383.91566089411
2020-03-11 16:00:00+00:00,0.00022898,7778.66674431,-0.042,326.70400326102,-0.07480868266670836,10383.990469576776
