candidate,note,final_equity,total_return,sharpe,calmar,max_drawdown,trade_count,excess_2020,excess_2023,excess_2025,score,sharpe_gain,calmar_gain,final_equity_gain,excess_2020_gain,excess_2023_gain,excess_2025_gain,return_2022_gain,return_2024_gain,max_drawdown_change,drawdown_penalty
long_balanced_capture,long 放宽同时略收 range，防止收益被噪音吃掉,12083.622187005554,0.20836221870055538,0.3004182882473409,0.16214162790816705,-0.17992555930572673,282.0,-2.7882671911457098,-1.541822358460198,0.0933271636508628,2.307316847107141,0.18576313326507377,0.1332133591059901,1637.3079994836298,0.1353758933116036,0.022736849234333834,0.01269726953241701,-5.13062944229592e-06,-0.002806478525485545,-0.05016528383494423,0.0
long_neutral_push,中性日线下提高 long 参与度,11774.536483751126,0.17745364837511257,0.2657821552804593,0.12286081668165419,-0.2045376045734134,284.0,-2.817113913690638,-1.5440819407228112,0.08784735654845566,1.8327509372476745,0.15112700029819215,0.09393254787947725,1328.2222962292017,0.10652917076667556,0.020477266971720587,0.007217462430009869,-0.004537843992752255,0.0028403994288533907,-0.025553238567257552,0.0
long_trend_capture,整体抬高 long 趋势参与，但保留 short 现状,11746.912941190698,0.1746912941190697,0.261137699032237,0.11610396562834542,-0.21329066288260212,282.0,-2.8179553755528772,-1.5517009580600365,0.09240325480552602,1.7258806643445794,0.14648254404996985,0.08717569682616848,1300.5987536687735,0.10568770890443613,0.012858249634495333,0.011773360687080237,-0.000202913652269876,-0.007455133816784643,-0.016800180258068842,0.0
long_continuation_push,更容易从 probe 升到 confirmed long,10948.870723608874,0.09488707236088745,0.1765664645805048,0.0612113047896097,-0.22656458353561382,284.0,-2.8706477302545514,-1.5541108400899093,0.08155702225672079,0.8173830341468065,0.06191130959823765,0.03228303598743275,502.55653608694956,0.05299535420276191,0.010448367604622533,0.0009271281382750018,0.00021353666767154333,-0.01238909719771275,-0.003526259605057147,0.0
long_freer_probe,降低 long floor 并放宽 weak long 权限,10949.789292222147,0.09497892922221474,0.17763534354427812,0.06564458415936573,-0.21146050323345678,284.0,-2.894161939438469,-1.5398941928089784,0.09152455427540929,0.8058175727315303,0.06298018856201099,0.03671631535718879,503.4751047002228,0.02948114501884458,0.024665014885553393,0.010894660156963498,8.405789917553808e-05,-0.009439755617098533,-0.01863033990721419,0.0
baseline_short_slightly_freer,当前窄校准基线,10446.314187521924,0.04463141875219234,0.11465515498226714,0.028928268802176946,-0.23009084314067096,283.0,-2.9236430844573134,-1.5645592076945318,0.08062989411844579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
