year,period_return,annualized_return,max_drawdown
2020,2.048632584250385,2.0432187115671683,-0.16508778524490042
2021,0.26761999406257964,0.2679633535166539,-0.23307359822912666
2022,-0.022525090469555864,-0.02255052352615572,-0.18957600511863504
2023,2.0637092223637366,2.067629281289,-0.23218781035639968
2024,0.5068192395335502,0.5058344632039209,-0.24068950906174058
2025,0.3887418300671397,0.3892627823543251,-0.17961356756576152
2026,0.22184540098730343,0.3629579637068161,-0.2023266540566011
