timestamp,funding_rate,trailing_7d_annualized,trailing_30d_annualized,positive_ratio_7d,observation_count_30d,active,state_changed,reason,funding_return,idle_return,transition_cost_return,neutral_return,neutral_equity,drawdown
2020-01-21 00:00:00+00:00,0.00012057,0.29366413071428576,0.10309546500000001,1.0,60,True,True,enter_arbitrage,9.645600000000001e-05,0.0,0.0009440000000000002,-0.0008475440000000002,1.0012647114261313,-0.0008475439999999779
2020-03-13 08:00:00+00:00,-0.003,0.20941452214285716,0.39353264675,0.9047619047619048,91,False,True,exit_negative_streak,0.0,3.5794127387411834e-05,0.0009440000000000002,-0.0009082058726125883,1.051204678489449,-0.0011577394553834441
2020-05-09 00:00:00+00:00,0.00042037,0.17027015785714286,0.06168086325000001,1.0,90,True,True,enter_arbitrage,0.00033629600000000003,0.0,0.0009440000000000002,-0.0006077040000000001,1.0569400941182787,-0.0006077039999999867
2020-05-22 16:00:00+00:00,6.867e-05,0.06725922214285716,0.13575721575000002,0.8181818181818182,90,False,True,exit_negative_streak,0.0,3.5794127387411834e-05,0.0009440000000000002,-0.0009082058726125883,1.0598309988175645,-0.0009685182570359219
2020-06-04 16:00:00.001000+00:00,0.0001,0.1263592810714286,0.117682576,0.8571428571428571,90,True,True,enter_arbitrage,8e-05,0.0,0.0009440000000000002,-0.0008640000000000002,1.0603565710857816,-0.0008639999999998649
2020-06-16 00:00:00.002000+00:00,-0.00015215,0.07091746178571429,0.07556133725,0.8095238095238095,90,False,True,exit_negative_streak,0.0,3.5794129873201186e-05,0.0009440000000000002,-0.000908205870126799,1.0615645639070255,-0.001086934563914399
2020-07-27 00:00:00+00:00,0.00047138,0.13850123464285718,0.116917012,1.0,91,True,True,enter_arbitrage,0.000377104,0.0,0.0009440000000000002,-0.0005668960000000001,1.0656059156128295,-0.0005668960000000389
2020-09-15 16:00:00.003000+00:00,-5.156e-05,0.08651311500000003,0.19820693025,0.9090909090909091,90,False,True,exit_negative_streak,0.0,3.5794118687260124e-05,0.0009440000000000002,-0.00090820588131274,1.0997575054502893,-0.0011085477791401566
2020-11-10 16:00:00+00:00,0.0001,0.1216042478571429,0.0751419085,0.7727272727272727,91,True,True,enter_arbitrage,8e-05,0.0,0.0009440000000000002,-0.0008640000000000002,1.1053951189350089,-0.0008639999999998649
2021-05-23 16:00:00.002000+00:00,4.696e-05,0.13190586321428574,0.29024919975,0.7619047619047619,90,False,True,exit_negative_streak,0.0,3.579412490162248e-05,0.0009440000000000002,-0.0009082058750983777,1.3681940474104126,-0.0013373820528902458
2021-06-05 00:00:00+00:00,0.0001,0.12050171464285715,0.232292182,1.0,91,True,True,enter_arbitrage,8e-05,0.0,0.0009440000000000002,-0.0008640000000000002,1.3687745475768733,-0.0009136674364923492
2021-06-10 00:00:00.007000+00:00,-0.00016793,0.09462166500000002,0.13649477724999998,0.9090909090909091,90,False,True,exit_negative_streak,0.0,3.5794136087563544e-05,0.0009440000000000002,-0.0009082058639124366,1.3685248323152046,-0.0010959378515927876
2021-08-22 00:00:00.005000+00:00,0.0001,0.12334596857142856,0.0749802245,1.0,91,True,True,enter_arbitrage,8e-05,0.0,0.0009440000000000002,-0.0008640000000000002,1.378053507451157,-0.0008639999999999759
2021-09-24 16:00:00+00:00,3.978e-05,0.09193185964285715,0.16036581275,0.9090909090909091,90,False,True,exit_negative_streak,0.0,3.579410625853541e-05,0.0009440000000000002,-0.0009082058937414648,1.3937042571318647,-0.0010392185073869742
2021-10-08 16:00:00.002000+00:00,0.00013417,0.13099482535714285,0.09946536699999999,0.9523809523809523,90,True,True,enter_arbitrage,0.000107336,0.0,0.0009440000000000002,-0.0008366640000000002,1.3945832909113713,-0.0008366640000001535
2022-01-13 08:00:00+00:00,0.0001,0.08553163607142858,0.09874886825,0.8636363636363636,90,False,True,exit_negative_streak,0.0,3.5794118687260124e-05,0.0009440000000000002,-0.00090820588131274,1.4516873223993854,-0.0010108939683988183
2023-01-18 00:00:00.008000+00:00,0.0001,0.12183487714285714,0.07442078325,0.9545454545454546,90,True,True,enter_arbitrage,8e-05,0.0,0.0009440000000000002,-0.0008640000000000002,1.509111942725299,-0.0008639999999999759
2023-03-04 00:00:00.001000+00:00,5.3e-06,0.05368079250000001,0.0889488455,0.8636363636363636,91,False,True,exit_negative_streak,0.0,3.579412863019549e-05,0.0009440000000000002,-0.0009082058713698047,1.5217993120670483,-0.0009436056310824226
2023-03-19 08:00:00.024000+00:00,0.0001,0.12285340285714287,0.073766864,0.9523809523809523,90,True,True,enter_arbitrage,8e-05,0.0,0.0009440000000000002,-0.0008640000000000002,1.5229355057461273,-0.0008639999999999759
2023-03-28 08:00:00+00:00,1.123e-05,0.03062673428571429,0.06202139799999999,0.7727272727272727,91,False,True,exit_negative_streak,0.0,3.5794118687260124e-05,0.0009440000000000002,-0.00090820588131274,1.5227429701106838,-0.0009903147939808177
2023-11-12 00:00:00+00:00,0.0001543,0.12155728714285714,0.077203623,1.0,90,True,True,enter_arbitrage,0.00012344000000000002,0.0,0.0009440000000000002,-0.0008205600000000001,1.5592593544901834,-0.0008205599999999702
2024-04-19 08:00:00+00:00,6.641e-05,0.09016457142857144,0.18196986325,0.9090909090909091,91,False,True,exit_negative_streak,0.0,3.5794126144406135e-05,0.0009440000000000002,-0.000908205873855594,1.6687804396592063,-0.0009597903162412713
2024-06-05 00:00:00+00:00,0.0001,0.12304646357142858,0.08418282,1.0,90,True,True,enter_arbitrage,8e-05,0.0,0.0009440000000000002,-0.0008640000000000002,1.6756547848129948,-0.0008639999999999759
2024-07-16 08:00:00+00:00,8.814e-05,0.07158952178571429,0.08788061099999998,0.9090909090909091,90,False,True,exit_negative_streak,0.0,3.5794127387411834e-05,0.0009440000000000002,-0.0009082058726125883,1.6884407197670033,-0.000952773192996692
2024-11-11 08:00:00+00:00,0.0001,0.1338870835714286,0.10912075075,1.0,91,True,True,enter_arbitrage,8e-05,0.0,0.0009440000000000002,-0.0008640000000000002,1.7084323222017437,-0.0008639999999999759
2025-03-01 08:00:00+00:00,-6.108e-05,0.05026361785714284,0.052179128000000005,0.8095238095238095,90,False,True,exit_negative_streak,0.0,3.5794127387411834e-05,0.0009440000000000002,-0.0009082058726125883,1.7518872996599089,-0.0009112990604732696
