year,period_return,annualized_return,max_drawdown
2020,1.9936411645289946,1.988411684563662,-0.16526632552315101
2021,0.22573164539644042,0.22601660642606602,-0.24111385480121994
2022,-0.027742431010687185,-0.027773670802242356,-0.19264526243085378
2023,2.047541434441036,2.0514223669438394,-0.23321427006266848
2024,0.4904160553531962,0.48946799502846483,-0.24443730633420746
2025,0.3809005621831649,0.381409639712607,-0.17999483957370077
2026,0.21790298100647454,0.356167306873185,-0.20346965001258444
