state,entry_count,avg_return_3,median_return_3,quality_hit_rate_3,same_state_rate_3,avg_return_6,median_return_6,quality_hit_rate_6,same_state_rate_6,avg_return_12,median_return_12,quality_hit_rate_12,same_state_rate_12,false_breakout_rate_3,false_breakout_rate_6,false_breakout_rate_12
range,301,0.001894518274211519,0.0012450809133079943,0.8737541528239202,0.7774086378737541,-0.0001825490010347475,0.0011654532779565852,0.7641196013289037,0.707641196013289,0.005250024092666201,0.001806240353887878,0.6478405315614618,0.7242524916943521,,,
trend_down,158,-0.001452625920808267,0.0001292818579153865,0.5,0.9620253164556962,-0.0004192342097319045,0.0002369487765839784,0.4936708860759494,0.810126582278481,0.0013409450238068318,-0.00021963653574191833,0.5,0.6139240506329114,0.9240506329113924,0.930379746835443,0.9367088607594937
trend_up,142,0.005754589728263028,0.0021838118079525737,0.5492957746478874,0.9507042253521126,0.00653700642100992,0.0011551100013117432,0.5422535211267606,0.8380281690140845,0.008030620836191731,0.0016180559420833074,0.5211267605633803,0.6690140845070423,0.8591549295774648,0.8943661971830986,0.9084507042253521
