v71_market_state,side,trade_count,win_rate,total_pnl,avg_pnl
range,long,8,0.25,-157.81700831045964,-19.727126038807455
range,short,2,0.5,-39.73272287532018,-19.86636143766009
trend_down,short,117,0.36752136752136755,-228.58614970888812,-1.953727775289642
trend_up,long,154,0.45454545454545453,2726.815817339218,17.70659621648843
