side,trade_count,win_rate,total_pnl,avg_pnl,median_pnl
long,162,0.4444444444444444,2568.9988090287584,15.858017339683693,-7.559742193820966
short,119,0.3697478991596639,-268.3188725842083,-2.2547804418841033,-3.6180729043007887
