entry_time,side,equity_before,exit_time,pnl,exit_reason
2020-01-26 20:00:00+00:00,long,10000.0,2020-02-02 08:00:00+00:00,1358.7860208939746,signal
2020-02-02 16:00:00+00:00,long,11358.786020893975,2020-02-03 00:00:00+00:00,-186.2341934898759,signal
2020-02-03 04:00:00+00:00,long,11172.551827404099,2020-02-03 20:01:00+00:00,-42.07007592188893,signal
2020-02-06 20:00:00+00:00,long,11130.48175148221,2020-02-10 08:00:00+00:00,38.79752280763023,signal
2020-02-11 16:00:00+00:00,long,11169.27927428984,2020-02-15 16:00:00+00:00,-387.54517169003884,signal
2020-02-19 00:00:00+00:00,long,10781.734102599801,2020-02-20 00:00:00+00:00,-498.2959362900765,signal
2020-02-23 12:00:00+00:00,long,10283.438166309725,2020-02-24 04:01:00+00:00,-292.3343946317218,signal
2020-04-04 08:00:00+00:00,long,9991.103771678003,2020-04-10 04:00:00+00:00,721.9012741266542,signal
2020-04-12 16:00:00+00:00,long,10713.005045804657,2020-04-13 04:00:00+00:00,-775.3059811088242,signal
2020-04-24 00:00:00+00:00,long,9937.699064695833,2020-05-04 08:00:00+00:00,2124.2527416224293,signal
2020-05-04 16:00:00+00:00,long,12061.951806318262,2020-05-10 04:00:00+00:00,641.4987338132432,signal
2020-05-14 00:00:00+00:00,long,12703.450540131505,2020-05-16 00:00:00+00:00,-13.566672357523203,signal
2020-05-16 08:00:00+00:00,long,12689.883867773982,2020-05-16 12:00:00+00:00,17.793092750442156,signal
2020-05-29 00:00:00+00:00,long,12707.676960524424,2020-06-02 16:00:00+00:00,369.9749776463268,signal
2020-06-04 00:00:00+00:00,long,13077.651938170751,2020-06-04 08:00:00+00:00,-62.50414529684895,signal
2020-06-11 20:00:00+00:00,long,13015.147792873902,2020-06-13 16:01:00+00:00,48.502217253220806,signal
2020-06-23 16:00:00+00:00,long,13063.650010127123,2020-06-24 12:00:00+00:00,-1311.971554136604,signal
2020-07-22 08:00:00+00:00,long,11751.678455990519,2020-08-02 08:00:00+00:00,6681.087769951557,signal
2020-08-05 16:00:00+00:00,long,18432.766225942076,2020-08-07 00:00:00+00:00,257.4947593357574,signal
2020-08-15 04:00:00+00:00,long,18690.260985277833,2020-08-15 16:00:00+00:00,-173.55908424313748,signal
2020-08-16 00:00:00+00:00,long,18516.701901034696,2020-08-16 04:00:00+00:00,198.51360250973084,signal
2020-08-24 12:00:00+00:00,long,18715.215503544427,2020-08-24 16:02:00+00:00,-194.84584607636862,signal
2020-10-10 04:00:00+00:00,long,18520.369657468058,2020-10-16 08:00:00+00:00,-591.6398616267543,signal
2020-10-19 20:00:00+00:00,long,17928.729795841304,2020-10-26 20:00:00+00:00,5230.347123505184,signal
2020-10-27 00:00:00+00:00,long,23159.076919346488,2020-10-28 16:00:00+00:00,469.2588945660391,signal
2020-10-29 16:00:00+00:00,long,23628.335813912527,2020-11-02 12:00:00+00:00,-75.04191414662637,signal
2020-11-03 16:00:00+00:00,long,23553.2938997659,2020-11-07 20:00:00+00:00,2553.6919409577604,signal
2020-11-08 16:00:00+00:00,long,26106.98584072366,2020-11-11 00:00:00+00:00,-171.36998301658969,signal
2020-11-13 00:00:00+00:00,long,25935.61585770707,2020-11-14 12:00:00+00:00,-763.7934872801743,signal
2020-11-15 12:00:00+00:00,long,25171.822370426897,2020-11-15 16:01:00+00:00,126.56507693374806,signal
2020-11-17 16:00:00+00:00,long,25298.387447360645,2020-11-22 12:00:00+00:00,1570.8328464621409,signal
2020-11-22 20:00:00+00:00,long,26869.220293822786,2020-11-23 04:00:00+00:00,-232.52099059298052,signal
2020-11-24 12:00:00+00:00,long,26636.699303229805,2020-11-25 08:00:00+00:00,-140.79829757762127,signal
2020-11-26 20:00:00+00:00,long,26495.901005652184,2020-11-27 00:00:00+00:00,101.9110074956152,signal
2020-11-29 12:00:00+00:00,long,26597.8120131478,2020-12-01 16:00:00+00:00,1957.3671863733944,signal
2020-12-02 12:00:00+00:00,long,28555.179199521193,2020-12-02 16:00:00+00:00,-366.7658570645981,signal
2020-12-12 20:00:00+00:00,long,28188.413342456595,2020-12-21 12:00:00+00:00,9669.366015022919,signal
2020-12-23 00:00:00+00:00,long,37857.779357479514,2020-12-23 12:00:00+00:00,-1300.2375275254672,signal
2020-12-23 16:00:00+00:00,long,36557.54182995405,2020-12-24 00:00:00+00:00,-404.0627901965854,signal
2020-12-25 00:00:00+00:00,long,36153.47903975746,2020-12-25 04:01:00+00:00,-457.25416148456134,signal
2020-12-26 20:00:00+00:00,long,35696.2248782729,2021-01-04 12:00:00+00:00,7992.505465763381,signal
2021-01-05 20:00:00+00:00,long,43688.73034403628,2021-01-10 20:00:00+00:00,1325.2914486158406,signal
2021-01-14 04:00:00+00:00,long,45014.02179265212,2021-01-15 08:00:00+00:00,132.97736239012738,signal
2021-02-04 12:00:00+00:00,long,45146.99915504225,2021-02-15 04:00:00+00:00,4585.776357291819,signal
2021-02-15 20:00:00+00:00,long,49732.77551233407,2021-02-16 00:00:00+00:00,-426.65424243589223,signal
2021-02-18 00:00:00+00:00,long,49306.121269898176,2021-02-22 12:00:00+00:00,717.251299144591,signal
2021-03-03 12:00:00+00:00,long,50023.37256904277,2021-03-05 04:00:00+00:00,-3700.338636639892,signal
2021-03-10 00:00:00+00:00,long,46323.033932402876,2021-03-15 12:00:00+00:00,685.9306007202249,signal
2021-03-17 20:00:00+00:00,long,47008.9645331231,2021-03-21 08:00:00+00:00,-310.2650317146108,signal
2021-03-31 04:00:00+00:00,long,46698.69950140849,2021-04-02 20:00:00+00:00,-103.67913396132644,signal
2021-04-13 20:00:00+00:00,long,46595.02036744716,2021-04-16 08:00:00+00:00,-1292.4613538254998,signal
2021-05-13 00:00:00+00:00,long,45302.55901362166,2021-05-13 04:00:00+00:00,80.48709340931237,signal
2021-06-15 20:00:00+00:00,long,45383.046107030976,2021-06-17 20:00:00+00:00,-2612.182151650566,signal
