timestamp,rate,mark_price,position,notional,payment,wallet_after
2020-04-02 08:00:00+00:00,3.28e-05,6645.55286625,-0.081,538.28978216625,-0.017655904855053,9996.610244923815
2020-04-19 00:00:00+00:00,-0.00019142,7247.26766532,-0.112,811.69397851584,0.15537446136750208,9989.207637204083
2020-04-19 08:00:00+00:00,-5.966e-05,7146.07986363,-0.112,800.36094472656,0.04774953396238657,9989.159887670121
2020-04-19 16:00:00+00:00,8.514e-05,7097.47536424,-0.112,794.9172407948801,-0.06767925388127609,9989.227566924003
2020-04-20 00:00:00+00:00,-1.31e-05,7120.79939455,-0.112,797.5295321896,0.01044763687168376,9989.21711928713
2020-08-09 00:00:00+00:00,0.0001,11765.72,-0.074,870.6632799999999,-0.08706632799999998,9994.19035841721
2020-08-09 08:00:00+00:00,0.00021066,11708.47,-0.074,866.4267799999999,-0.18252146547479997,9994.372879882685
2020-08-17 08:00:00+00:00,0.00039806,11817.06,-0.088,1039.9012799999998,-0.4139431035167999,10003.44265906556
2020-08-31 08:00:00+00:00,0.0001,11625.21196953,-0.128,1488.0271320998402,-0.14880271320998403,9970.989877821392
2020-08-31 16:00:00+00:00,0.00015461,11749.0,-0.128,1503.872,-0.23251364992000004,9971.222391471312
2020-09-28 00:00:00+00:00,0.0001,10767.81700517,-0.123,1324.4414916359099,-0.13244414916359099,9952.875513072582
2020-10-06 08:00:00+00:00,-8.313e-05,10708.07,-0.167,1788.2476900000001,0.1486570304697,9946.642446878868
2020-10-06 16:00:00+00:00,6.937e-05,10729.89083246,-0.167,1791.89176902082,-0.12430353201697428,9946.766750410885
2021-02-15 00:00:00+00:00,0.0011786,48652.01,-0.01,486.5201,-0.57341258986,9951.451013728982
2021-03-21 00:00:00+00:00,0.00031366,58156.27824689,-0.01,581.5627824689,-0.18241298234919517,9968.010859363038
2021-03-29 08:00:00+00:00,0.0001,55931.47164717,-0.012,671.17765976604,-0.067117765976604,9987.182468060055
2021-04-02 00:00:00+00:00,0.00071058,58794.01,-0.012,705.5281200000001,-0.5013341715096,9962.698196051493
2021-04-02 08:00:00+00:00,0.00106221,59517.0,-0.024,1428.4080000000001,-1.5172692616800003,9964.042740792167
2021-04-02 16:00:00+00:00,0.0010197,59545.06723004,-0.012,714.54080676048,-0.7286172606536614,9964.098308558176
2021-05-03 16:00:00+00:00,0.00067307,57665.81068377,-0.012,691.98972820524,-0.4657575263631009,9974.659376254906
2021-05-04 00:00:00+00:00,0.00050959,57199.06854598,-0.012,686.38882255176,-0.34977688008415136,9975.00915313499
2021-06-02 16:00:00+00:00,0.0001,38034.96092145,-0.011,418.38457013595,-0.041838457013595,10006.781386455687
2021-06-03 00:00:00+00:00,0.0001,37569.99,-0.011,413.26989,-0.041326989,10003.574621220072
