window,total_return,sharpe,max_drawdown
recent_2024_2026_08,0.016364924719580065,0.2522399333876186,-0.032282806977454226
recent_2025_2026_08,0.02976580047852484,0.7404817806536312,-0.019786778102763858
recent_2026_ytd,0.01502792856729318,1.1951600672257874,-0.010017013867705815
