year,start_equity,end_equity,total_return,annualized_volatility,sharpe,max_drawdown
2020,10000.0,12426.39415323404,0.24263941532340394,0.29746504889830044,0.8742408079899671,-0.14370468657217506
2021,12426.39415323404,12162.853364893439,-0.021208146554084095,0.029019458250202787,-0.7344149576939369,-0.03474023707377982
2022,12162.853364893439,11896.973907999343,-0.021859957439059774,0.025234812258579514,-0.8680880710874401,-0.027037679235814238
2023,11896.973907999343,12129.783620060896,0.01956881757175366,0.030216133055452083,0.6582228314774796,-0.017133747506287378
2024,12129.783620060896,12113.250351175886,-0.0013630308176039163,0.0312563832606789,-0.027901227275897944,-0.02984072586373554
2025,12113.250351175886,13308.081726849092,0.09863837872030934,0.12262468228810791,0.8288295302334597,-0.096302490077539
2026,13308.081726849092,13772.919917909678,0.03492901536085191,0.2517854096760341,0.36142986158844426,-0.1051565587655976
