code,strategy,final_equity,total_return,cagr,annualized_volatility,sharpe,sortino,calmar,max_drawdown,fees_paid,funding_paid,maker_fill_ratio,liquidation_count,governor_max_drawdown_observed
main_v43,main: V4.3 maker/protection,57159.394391917886,4.715939439191788,0.30324947719937745,0.24160570393502406,1.2161124071948988,2.3850826435856547,1.60915407573149,-0.1884527291530652,2702.9720185001443,4171.065758480643,0.5679272998793077,0.0,0.1919625666404825
xuyujian_v71_ref,xuyujian: V7.1 reference,14258.243693814433,0.4258243693814432,0.05537769486268829,0.11884226445119865,0.5132672248941719,0.8796349968240955,0.33652648242809424,-0.16455672214302142,476.8966745742104,635.0275561001406,0.4994391103239747,0.0,0.21112415025180187
wzy_v71_final_structured,wzy: V7.1 final candidate structured,9851.534225385263,-0.014846577461473665,-0.0022700359078431376,0.10715773950172598,0.0318197195640742,0.04813299918452984,-0.010892946291490348,-0.20839503354721456,644.7128737005418,478.5118635939082,0.7068549723727473,0.0,0.21664376797979312
