entry_time,exit_time,side,entry_price,exit_price,bars,pnl
2020-01-26 16:00:00+00:00,2020-02-02 04:00:00+00:00,long,8565.04,9379.19,39,483.9450923223885
2020-02-02 12:00:00+00:00,2020-02-02 20:00:00+00:00,long,9457.85,9338.2,2,-77.14327020973542
2020-02-03 00:00:00+00:00,2020-02-03 16:00:00+00:00,long,9396.06,9331.11,4,-40.70397010791203
2020-02-06 16:00:00+00:00,2020-02-10 04:00:00+00:00,long,9755.26,9985.67,21,95.23777355034144
2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,long,10204.39,9982.18,24,-185.4128736983639
2020-02-18 20:00:00+00:00,2020-02-19 20:00:00+00:00,long,10174.32,9593.65,6,-258.01652557775014
2020-02-23 08:00:00+00:00,2020-02-24 00:00:00+00:00,long,9842.16,9759.23,4,-48.970264922481874
2020-04-04 04:00:00+00:00,2020-04-10 00:00:00+00:00,long,6725.67,7172.94,35,192.6266221057267
2020-04-12 12:00:00+00:00,2020-04-13 00:00:00+00:00,long,7014.12,6671.0,3,-194.1672691902404
2020-04-23 20:00:00+00:00,2020-05-04 04:00:00+00:00,long,7483.35,8653.3,62,559.8151929240448
2020-05-04 12:00:00+00:00,2020-05-10 00:00:00+00:00,long,8848.0,8621.65,33,-83.06152627109805
2020-05-13 20:00:00+00:00,2020-05-15 20:00:00+00:00,long,9305.91,9310.73,12,1.4644514195188094
2020-05-16 04:00:00+00:00,2020-05-16 08:00:00+00:00,long,9385.86,9410.0,1,5.209887533255824
2020-05-28 20:00:00+00:00,2020-06-02 12:00:00+00:00,long,9569.59,9467.9,28,-45.49332241658885
2020-06-03 20:00:00+00:00,2020-06-04 04:00:00+00:00,long,9663.59,9644.81,2,-10.525764112924662
2020-06-11 16:00:00+00:00,2020-06-13 12:00:00+00:00,long,9280.99,9433.97,11,47.2370646307445
2020-06-23 12:00:00+00:00,2020-06-24 08:00:00+00:00,long,9695.89,9337.26,5,-276.23399230063114
2020-07-22 04:00:00+00:00,2020-08-02 04:00:00+00:00,long,9301.44,11327.7,66,2199.6910439058956
2020-08-05 12:00:00+00:00,2020-08-06 20:00:00+00:00,long,11672.0,11770.56,8,30.972399170757853
2020-08-15 00:00:00+00:00,2020-08-15 12:00:00+00:00,long,11900.97,11858.01,3,-26.082910717987033
2020-08-15 20:00:00+00:00,2020-08-16 00:00:00+00:00,long,11859.04,11942.2,1,37.79463474489239
2020-08-24 08:00:00+00:00,2020-08-24 12:00:00+00:00,long,11799.0,11768.0,1,-26.097050911910628
2020-10-10 00:00:00+00:00,2020-10-16 04:00:00+00:00,long,11413.28,11309.01,37,-95.02174496320004
2020-10-19 16:00:00+00:00,2020-10-26 16:00:00+00:00,long,11687.69,12997.57,42,948.6611052173503
2020-10-26 20:00:00+00:00,2020-10-28 12:00:00+00:00,long,13047.24,13208.65,10,77.85204631618763
2020-10-29 12:00:00+00:00,2020-11-02 08:00:00+00:00,long,13429.04,13406.01,23,-4.267737329630108
2020-11-03 12:00:00+00:00,2020-11-07 16:00:00+00:00,long,13701.33,14654.74,25,391.66373203459625
2020-11-08 12:00:00+00:00,2020-11-10 20:00:00+00:00,long,15349.33,15294.68,14,-14.095754426849453
2020-11-12 20:00:00+00:00,2020-11-14 08:00:00+00:00,long,16289.02,15916.92,9,-104.31756191348904
2020-11-15 08:00:00+00:00,2020-11-15 12:00:00+00:00,long,15950.0,16022.0,1,21.97556109569632
2020-11-17 12:00:00+00:00,2020-11-22 08:00:00+00:00,long,17322.38,17925.2,29,167.73261226019167
2020-11-22 16:00:00+00:00,2020-11-23 00:00:00+00:00,long,18607.72,18390.41,2,-60.911044152140676
2020-11-24 08:00:00+00:00,2020-11-25 04:00:00+00:00,long,19089.69,18991.05,5,-33.05684105977707
2020-11-26 16:00:00+00:00,2020-11-26 20:00:00+00:00,long,16536.91,17155.34,1,171.44734317776238
2020-11-29 08:00:00+00:00,2020-12-01 12:00:00+00:00,long,18086.25,19276.01,13,253.545784337437
