window,total_return,sharpe,max_drawdown
recent_2024_2026_08,-0.027998685322478734,-0.22334837736922286,-0.0675590858523526
recent_2025_2026_08,-0.024340265267771555,-0.2798964126176319,-0.0675590858523526
recent_2026_ytd,-0.044246088782132875,-1.038945011535121,-0.0675590858523526
