ema_fast,ema_slow,atr_period,adx_period,adx_enter,adx_exit,trend_separation_atr,rsi_period,rsi_entry,rsi_exit,bb_period,bb_std,mr_stop_atr,mr_max_bars,target_vol,max_leverage,trend_scale,rebound_scale,allow_short,rebalance_bars,vol_risk_enabled,realized_vol_period,vol_baseline_period,vol_shock_enter,vol_shock_exit,vol_shock_scale,vol_momentum_period,robust_score,minimum_sharpe,minimum_calmar,sharpe_stability,train_total_return,train_cagr,train_annualized_volatility,train_sharpe,train_sortino,train_max_drawdown,train_trade_count,train_win_rate,train_final_equity,train_max_leverage_observed,train_average_leverage,train_turnover_multiple,train_rebalance_events,validation_total_return,validation_cagr,validation_annualized_volatility,validation_sharpe,validation_sortino,validation_max_drawdown,validation_trade_count,validation_win_rate,validation_final_equity,validation_max_leverage_observed,validation_average_leverage,validation_turnover_multiple,validation_rebalance_events,pre_holdout_total_return,pre_holdout_cagr,pre_holdout_annualized_volatility,pre_holdout_sharpe,pre_holdout_sortino,pre_holdout_max_drawdown,pre_holdout_trade_count,pre_holdout_win_rate,pre_holdout_final_equity,pre_holdout_max_leverage_observed,pre_holdout_average_leverage,pre_holdout_turnover_multiple,pre_holdout_rebalance_events
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,False,24,180,1.5,1.1,0.5,18,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,True,48,90,1.75,0.9,0.0,18,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,True,48,90,1.75,0.9,0.0,36,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,True,48,90,1.75,0.9,0.25,18,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,True,48,90,1.75,0.9,0.25,36,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,True,48,90,1.75,0.9,0.5,18,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,True,48,90,1.75,0.9,0.5,36,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,True,48,90,1.75,0.9,0.75,18,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,True,48,90,1.75,0.9,0.75,36,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,True,48,90,1.75,1.1,0.0,18,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.25,0.65,False,72,True,48,90,1.75,1.1,0.0,36,1.6965081981385064,1.3837738119061511,2.520985461334246,0.5167153694620557,4.31764497924285,0.7453721846335009,0.48858592252732397,1.3837738119061511,2.1746258958646534,-0.2956669905739989,89.0,0.43820224719101125,53176.4497924285,4.104406693057735,0.3491821278304017,247.17643884648604,197.0,6.321951344376082,1.7046821883805996,0.6200556098271554,1.9004891813682068,3.5808546025142007,-0.3528911260769323,73.0,0.3835616438356164,73219.51344376082,4.994827378062632,0.6428430882177761,278.6089488367507,168.0,37.93553780468167,1.079541882702277,0.5449783761233081,1.609210360201221,2.754215112184846,-0.3528911260769336,162.0,0.41358024691358025,389355.37804681674,4.994827378062632,0.4666786587790447,525.7853876832366,365.0
