candidate,short_scale,short_momentum_gate_enabled,oos_2021_sharpe,oos_2021_cagr,oos_2021_max_drawdown,oos_2022_sharpe,oos_2022_cagr,oos_2022_max_drawdown,oos_2023_sharpe,oos_2023_cagr,oos_2023_max_drawdown,oos_2024_sharpe,oos_2024_cagr,oos_2024_max_drawdown,q25_fold_sharpe,minimum_fold_sharpe,pre_sharpe,pre_sortino,pre_cagr,pre_max_drawdown,pre_average_leverage,pre_turnover_multiple,pre_final_equity
D_long_only_baseline,0.35,False,1.064718988767624,0.40963115543101924,-0.20998841253798572,-0.024050624223962397,-0.05774271484047999,-0.2554684237615191,1.1289398404880826,0.6011879833007274,-0.265404670482269,1.6275618672030783,0.8837878226822713,-0.28326496140305923,0.7925265855197274,-0.024050624223962397,1.8237347537336006,3.421740404912025,1.1954386024147032,-0.30653273461340313,0.3940458738771927,753.3273740156028,510683.607269407
E_short_025_gate_on,0.25,True,1.0206389373491596,0.3861949164225109,-0.21910727047599776,0.08051113720700738,-0.025971539579939917,-0.23798862053692516,1.0969917194522876,0.5739386436581229,-0.2622105723508923,1.6627593159566907,0.9150089410737017,-0.2657281889491264,0.7856069873136216,0.08051113720700738,1.8203494888241025,3.422751789654359,1.193515249013534,-0.3040197849237535,0.41284143114683935,819.9575312024936,508449.8438877176
short_025_gate_off,0.25,False,0.8515990533753454,0.2986141328406817,-0.23923299556432276,0.24403420262280656,0.026123888361768488,-0.21999270045207697,1.0560476624418709,0.5437395889847303,-0.2967660910889508,1.6696051600527226,0.9250184972210036,-0.2669719422416291,0.6997078406872106,0.24403420262280656,1.7755027759293185,3.3386914074528744,1.154157107508364,-0.3609591638426016,0.44565914257411193,875.2136656633451,464428.7980953298
short_035_gate_on,0.35,True,1.0018771071497599,0.37667859281668337,-0.22276219154013632,0.1216924151440935,-0.013252980652346924,-0.2310707689643391,1.0835309977468355,0.5628617020877569,-0.2636836470653732,1.6757928068184234,0.9274026958742758,-0.2586681433855077,0.7818309341483433,0.1216924151440935,1.8177561520195553,3.4197462220031345,1.1923768361548963,-0.3056116176142615,0.42035965405469805,846.6095940772498,507131.38987397647
short_035_gate_off,0.35,False,0.7637476552438137,0.25573190619845465,-0.2507626063892636,0.34187655276757717,0.05991026898035989,-0.22968996062348124,1.020607322099456,0.518188909481613,-0.330512707487606,1.6817260842599169,0.940669781904387,-0.2669146981688506,0.6582798796247545,0.34187655276757717,1.7489767079552483,3.282744234198642,1.1355639204435515,-0.3922621261602638,0.4663044500528796,923.9681823224419,444722.53115638805
short_050_gate_on,0.5,True,0.9726637917336305,0.3622598103315273,-0.22825194923271963,0.18219005169955774,0.005826398796521026,-0.2207779254942842,1.0626637625746567,0.5460650324451384,-0.27577742362983837,1.6941904278571527,0.9458853228467767,-0.24803123110672698,0.7750453567251123,0.18219005169955774,1.812561667825041,3.4116058456978537,1.190275980870653,-0.31208155766377976,0.43163698841648607,886.5876883893842,504705.4643341676
short_050_gate_off,0.5,False,0.6315870539124195,0.1930585851151505,-0.2678760056792706,0.47305190129504193,0.11066002310365985,-0.2444669028298294,0.9625922142787612,0.4773794057359957,-0.37861165839466915,1.694902436711619,0.9631987567315705,-0.2688506086609962,0.5919532657580752,0.47305190129504193,1.7025162378332164,3.1782512676801358,1.1055509467472087,-0.4368124722048681,0.49727241127103117,997.0999573110873,414328.8857877503
