stop_atr,take_profit_atr,trailing_atr,downside_return_threshold,downside_vol_ratio,exit_cooldown_bars,drawdown_brake_enabled,price_drawdown_enter,price_drawdown_exit,price_drawdown_scale,train_cagr,train_sharpe,train_max_drawdown,train_total_return,validation_cagr,validation_sharpe,validation_max_drawdown,validation_total_return,robust_score,train_trade_count,validation_trade_count,downside_trigger_count,fast_downside_exit_count,drawdown_profile
3.0,12.0,2.5,-0.06,1.1,3,False,0.15,0.075,0.3,0.9980402388888363,1.9263089142624366,-0.2827358523170407,6.977765658697376,1.350080941653181,1.797270308552772,-0.3095357777357579,4.52718877301126,1.8555104301720189,104.0,80.0,1275,38,disabled
3.5,12.0,2.5,-0.06,1.1,3,False,0.15,0.075,0.3,0.9980402388888363,1.9263089142624366,-0.2827358523170407,6.977765658697376,1.350080941653181,1.797270308552772,-0.3095357777357579,4.52718877301126,1.8555104301720189,104.0,80.0,1275,38,disabled
3.5,12.0,2.5,-0.06,1.3,0,True,0.2,0.1,0.5,0.971422067674663,1.9727946258214732,-0.22925671812379278,6.663128288589993,1.316886597201572,1.7757300789598787,-0.31851204445035863,4.372081252935097,1.855386133432915,111.0,86.0,783,31,mild
2.5,12.0,2.5,-0.06,1.3,0,True,0.2,0.1,0.5,0.971422067674663,1.9727946258214732,-0.22925671812379278,6.663128288589993,1.316886597201572,1.7757300789598787,-0.31851204445035863,4.372081252935097,1.855386133432915,111.0,86.0,783,31,mild
3.0,12.0,2.5,-0.06,1.3,0,True,0.2,0.1,0.5,0.971422067674663,1.9727946258214732,-0.22925671812379278,6.663128288589993,1.316886597201572,1.7757300789598787,-0.31851204445035863,4.372081252935097,1.855386133432915,111.0,86.0,783,31,mild
2.5,12.0,2.5,-0.06,1.2,3,False,0.15,0.075,0.3,1.0090292250158308,1.9408095070354043,-0.28273585231704,7.110131402244111,1.3454278366532715,1.7937117381168575,-0.3095357777357579,4.505313075950173,1.8541496569615035,103.0,79.0,1000,33,disabled
3.5,12.0,2.5,-0.06,1.2,3,False,0.15,0.075,0.3,1.0090292250158308,1.9408095070354043,-0.28273585231704,7.110131402244111,1.3454278366532715,1.7937117381168575,-0.3095357777357579,4.505313075950173,1.8541496569615035,103.0,79.0,1000,33,disabled
3.0,12.0,2.5,-0.06,1.2,3,False,0.15,0.075,0.3,1.0090292250158308,1.9408095070354043,-0.28273585231704,7.110131402244111,1.3454278366532715,1.7937117381168575,-0.3095357777357579,4.505313075950173,1.8541496569615035,103.0,79.0,1000,33,disabled
2.5,12.0,2.5,-0.06,1.1,0,True,0.2,0.1,0.5,0.9705593811162809,1.9718589342653619,-0.22919887837181996,6.653071861370365,1.3120490269505738,1.7720318828104902,-0.31826123292807296,4.349661069720871,1.8515443198478363,114.0,89.0,1275,55,mild
3.5,12.0,2.5,-0.06,1.1,0,True,0.2,0.1,0.5,0.9705593811162809,1.9718589342653619,-0.22919887837181996,6.653071861370365,1.3120490269505738,1.7720318828104902,-0.31826123292807296,4.349661069720871,1.8515443198478363,114.0,89.0,1275,55,mild
3.0,12.0,2.5,-0.06,1.1,0,True,0.2,0.1,0.5,0.9705593811162809,1.9718589342653619,-0.22919887837181996,6.653071861370365,1.3120490269505738,1.7720318828104902,-0.31826123292807296,4.349661069720871,1.8515443198478363,114.0,89.0,1275,55,mild
3.0,12.0,3.0,-0.06,1.3,0,True,0.1,0.05,0.3,0.7848001233671034,1.9135306186685621,-0.21043358178210547,4.6862527924265125,1.2510021220133587,1.7978957923908048,-0.3088734727425878,4.070763937528313,1.8496390261731728,108.0,82.0,783,31,tight
2.5,12.0,3.0,-0.06,1.3,0,True,0.1,0.05,0.3,0.7848001233671034,1.9135306186685621,-0.21043358178210547,4.6862527924265125,1.2510021220133587,1.7978957923908048,-0.3088734727425878,4.070763937528313,1.8496390261731728,108.0,82.0,783,31,tight
3.0,12.0,2.5,-0.06,1.2,0,True,0.2,0.1,0.5,0.9687145732723688,1.9692230732697242,-0.23010570639368189,6.6315962768233,1.3102825413671293,1.7706583324365055,-0.31826123292807296,4.341485813779673,1.8493483938941384,114.0,88.0,1000,45,mild
2.5,12.0,2.5,-0.06,1.2,0,True,0.2,0.1,0.5,0.9687145732723688,1.9692230732697242,-0.23010570639368189,6.6315962768233,1.3102825413671293,1.7706583324365055,-0.31826123292807296,4.341485813779673,1.8493483938941384,114.0,88.0,1000,45,mild
3.5,12.0,2.5,-0.06,1.2,0,True,0.2,0.1,0.5,0.9687145732723688,1.9692230732697242,-0.23010570639368189,6.6315962768233,1.3102825413671293,1.7706583324365055,-0.31826123292807296,4.341485813779673,1.8493483938941384,114.0,88.0,1000,45,mild
3.5,10.0,2.5,-0.05,1.2,3,True,0.15,0.075,0.3,0.7304978344188442,1.824331708082837,-0.22495110268156793,4.1828366379208335,1.263230823365435,1.8129318565093666,-0.29146186506544414,4.126033381018523,1.8465558720523514,106.0,80.0,1123,48,
3.0,10.0,2.5,-0.05,1.2,3,True,0.15,0.075,0.3,0.7304978344188442,1.824331708082837,-0.22495110268156793,4.1828366379208335,1.263230823365435,1.8129318565093666,-0.29146186506544414,4.126033381018523,1.8465558720523514,106.0,80.0,1123,48,
2.5,10.0,2.5,-0.05,1.2,3,True,0.15,0.075,0.3,0.7304978344188442,1.824331708082837,-0.22495110268156793,4.1828366379208335,1.263230823365435,1.8129318565093666,-0.29146186506544414,4.126033381018523,1.8465558720523514,106.0,80.0,1123,48,
2.5,12.0,3.0,-0.06,1.1,0,True,0.1,0.05,0.3,0.7820739223473858,1.9090935822761388,-0.21080227786532335,4.660234120546902,1.2464312973516742,1.7940826057718315,-0.3088734727425865,4.050182362178203,1.845096251308647,111.0,85.0,1275,55,tight
3.0,12.0,3.0,-0.06,1.1,0,True,0.1,0.05,0.3,0.7820739223473858,1.9090935822761388,-0.21080227786532335,4.660234120546902,1.2464312973516742,1.7940826057718315,-0.3088734727425865,4.050182362178203,1.845096251308647,111.0,85.0,1275,55,tight
3.0,10.0,2.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.7248711640540875,1.8116425141562762,-0.22375335799833473,4.13244143581374,1.26821533702236,1.8161482835439888,-0.29146186506544414,4.148647616466089,1.8447400679679262,105.0,80.0,1000,33,
3.5,10.0,2.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.7248711640540875,1.8116425141562762,-0.22375335799833473,4.13244143581374,1.26821533702236,1.8161482835439888,-0.29146186506544414,4.148647616466089,1.8447400679679262,105.0,80.0,1000,33,
2.5,10.0,2.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.7248711640540875,1.8116425141562762,-0.22375335799833473,4.13244143581374,1.26821533702236,1.8161482835439888,-0.29146186506544414,4.148647616466089,1.8447400679679262,105.0,80.0,1000,33,
3.0,12.0,2.5,-0.05,1.2,3,False,0.15,0.075,0.3,0.9867111274660689,1.9161354494055043,-0.28692166874044867,6.842819020820138,1.3404266800033504,1.7907184990426952,-0.3095357777357579,4.4818494658049906,1.8445998901656846,103.0,78.0,1123,48,disabled
3.5,12.0,2.5,-0.05,1.2,3,False,0.15,0.075,0.3,0.9867111274660689,1.9161354494055043,-0.28692166874044867,6.842819020820138,1.3404266800033504,1.7907184990426952,-0.3095357777357579,4.4818494658049906,1.8445998901656846,103.0,78.0,1123,48,disabled
2.5,12.0,2.5,-0.05,1.2,3,False,0.15,0.075,0.3,0.9867111274660689,1.9161354494055043,-0.28692166874044867,6.842819020820138,1.3404266800033504,1.7907184990426952,-0.3095357777357579,4.4818494658049906,1.8445998901656846,103.0,78.0,1123,48,disabled
3.5,12.0,2.5,-0.05,1.1,3,False,0.15,0.075,0.3,0.9660442778599498,1.8887930982751724,-0.2869216687404479,6.6005823354951145,1.3450698631857354,1.794279400792389,-0.3095357777357579,4.503631928781039,1.844027421994155,104.0,79.0,1385,52,disabled
3.0,12.0,2.5,-0.05,1.1,3,False,0.15,0.075,0.3,0.9660442778599498,1.8887930982751724,-0.2869216687404479,6.6005823354951145,1.3450698631857354,1.794279400792389,-0.3095357777357579,4.503631928781039,1.844027421994155,104.0,79.0,1385,52,disabled
2.5,12.0,2.5,-0.05,1.1,3,False,0.15,0.075,0.3,0.9660442778599498,1.8887930982751724,-0.2869216687404479,6.6005823354951145,1.3450698631857354,1.794279400792389,-0.3095357777357579,4.503631928781039,1.844027421994155,104.0,79.0,1385,52,disabled
3.0,12.0,2.5,-0.06,1.3,0,True,0.1,0.05,0.3,0.7850318616085092,1.9139307678593078,-0.2103355836661931,4.688468155736709,1.2440521256478903,1.7920671991479242,-0.3074241378260053,4.039485963560027,1.8439057796365295,111.0,86.0,783,31,tight
3.5,12.0,2.5,-0.06,1.3,0,True,0.1,0.05,0.3,0.7850318616085092,1.9139307678593078,-0.2103355836661931,4.688468155736709,1.2440521256478903,1.7920671991479242,-0.3074241378260053,4.039485963560027,1.8439057796365295,111.0,86.0,783,31,tight
2.5,12.0,2.5,-0.06,1.3,0,True,0.1,0.05,0.3,0.7850318616085092,1.9139307678593078,-0.2103355836661931,4.688468155736709,1.2440521256478903,1.7920671991479242,-0.3074241378260053,4.039485963560027,1.8439057796365295,111.0,86.0,783,31,tight
2.5,12.0,3.0,-0.06,1.2,0,True,0.1,0.05,0.3,0.7825574378526161,1.9097883276935343,-0.21102645415599364,4.664842956066077,1.2447149459877056,1.7926232251738237,-0.3088734727425865,4.042464764217801,1.8436214856663502,111.0,84.0,1000,45,tight
3.0,12.0,3.0,-0.06,1.2,0,True,0.1,0.05,0.3,0.7825574378526161,1.9097883276935343,-0.21102645415599364,4.664842956066077,1.2447149459877056,1.7926232251738237,-0.3088734727425865,4.042464764217801,1.8436214856663502,111.0,84.0,1000,45,tight
3.5,12.0,2.5,-0.06,1.1,0,True,0.1,0.05,0.3,0.7823053066191668,1.909493758334861,-0.2107043255106319,4.6624393469860905,1.2394954134628065,1.7882536355584993,-0.30742413782600486,4.019031341463084,1.8393625341270166,114.0,89.0,1275,55,tight
2.5,12.0,2.5,-0.06,1.1,0,True,0.1,0.05,0.3,0.7823053066191668,1.909493758334861,-0.2107043255106319,4.6624393469860905,1.2394954134628065,1.7882536355584993,-0.30742413782600486,4.019031341463084,1.8393625341270166,114.0,89.0,1275,55,tight
3.0,12.0,2.5,-0.06,1.1,0,True,0.1,0.05,0.3,0.7823053066191668,1.909493758334861,-0.2107043255106319,4.6624393469860905,1.2394954134628065,1.7882536355584993,-0.30742413782600486,4.019031341463084,1.8393625341270166,114.0,89.0,1275,55,tight
3.5,12.0,2.5,-0.05,1.3,0,True,0.2,0.1,0.5,0.9473067242314028,1.9428402529980096,-0.2320712221268051,6.3853167439100655,1.3031509722524812,1.7652334022695406,-0.31851204445035863,4.308544663254792,1.8386591360524185,115.0,87.0,920,51,mild
3.0,12.0,2.5,-0.05,1.3,0,True,0.2,0.1,0.5,0.9473067242314028,1.9428402529980096,-0.2320712221268051,6.3853167439100655,1.3031509722524812,1.7652334022695406,-0.31851204445035863,4.308544663254792,1.8386591360524185,115.0,87.0,920,51,mild
2.5,12.0,2.5,-0.05,1.3,0,True,0.2,0.1,0.5,0.9473067242314028,1.9428402529980096,-0.2320712221268051,6.3853167439100655,1.3031509722524812,1.7652334022695406,-0.31851204445035863,4.308544663254792,1.8386591360524185,115.0,87.0,920,51,mild
3.5,12.0,2.5,-0.06,1.2,0,True,0.1,0.05,0.3,0.7827888849039943,1.9101884745615425,-0.21092852962524822,4.667049978106955,1.2377843613544997,1.786794226506139,-0.30742413782600486,4.0113613479329135,1.8378877386743138,114.0,88.0,1000,45,tight
3.0,12.0,2.5,-0.06,1.2,0,True,0.1,0.05,0.3,0.7827888849039943,1.9101884745615425,-0.21092852962524822,4.667049978106955,1.2377843613544997,1.786794226506139,-0.30742413782600486,4.0113613479329135,1.8378877386743138,114.0,88.0,1000,45,tight
2.5,12.0,2.5,-0.06,1.2,0,True,0.1,0.05,0.3,0.7827888849039943,1.9101884745615425,-0.21092852962524822,4.667049978106955,1.2377843613544997,1.786794226506139,-0.30742413782600486,4.0113613479329135,1.8378877386743138,114.0,88.0,1000,45,tight
3.0,12.0,3.0,-0.06,1.1,3,False,0.15,0.075,0.3,1.0119050220108057,1.9431661400761684,-0.26356194632606966,7.145011342433742,1.3100196860860644,1.7660757978128703,-0.31478272924747497,4.340269859954457,1.8366758290519967,102.0,79.0,1275,38,disabled
2.5,12.0,3.0,-0.06,1.1,3,False,0.15,0.075,0.3,1.0119050220108057,1.9431661400761684,-0.26356194632606966,7.145011342433742,1.3100196860860644,1.7660757978128703,-0.31478272924747497,4.340269859954457,1.8366758290519967,102.0,79.0,1275,38,disabled
2.5,12.0,3.0,-0.06,1.2,3,False,0.15,0.075,0.3,1.0229702628129616,1.957671127101034,-0.26356194632606966,7.2801519981839125,1.3054459014300965,1.7625189953036744,-0.31478272924747497,4.319133956970422,1.835332074703232,101.0,78.0,1000,33,disabled
3.0,12.0,3.0,-0.06,1.2,3,False,0.15,0.075,0.3,1.0229702628129616,1.957671127101034,-0.26356194632606966,7.2801519981839125,1.3054459014300965,1.7625189953036744,-0.31478272924747497,4.319133956970422,1.835332074703232,101.0,78.0,1000,33,disabled
2.5,10.0,3.0,-0.06,1.2,3,True,0.15,0.075,0.3,0.743611694076858,1.8438064892889716,-0.20390429666232723,4.301568864739424,1.2348901322647028,1.7872568757527973,-0.3096914046428969,3.998400980390886,1.8340270662370053,103.0,78.0,1000,33,
3.5,10.0,3.0,-0.06,1.2,3,True,0.15,0.075,0.3,0.743611694076858,1.8438064892889716,-0.20390429666232723,4.301568864739424,1.2348901322647028,1.7872568757527973,-0.3096914046428969,3.998400980390886,1.8340270662370053,103.0,78.0,1000,33,
3.0,10.0,3.0,-0.06,1.2,3,True,0.15,0.075,0.3,0.743611694076858,1.8438064892889716,-0.20390429666232723,4.301568864739424,1.2348901322647028,1.7872568757527973,-0.3096914046428969,3.998400980390886,1.8340270662370053,103.0,78.0,1000,33,
2.5,12.0,2.5,-0.05,1.1,0,True,0.2,0.1,0.5,0.9418066005880263,1.9354831658295308,-0.2322431550815437,6.3229096261788245,1.2983420814589541,1.7615344055249027,-0.31826123292807296,4.286389647657051,1.8337741481017362,118.0,90.0,1385,70,mild
3.5,12.0,2.5,-0.05,1.1,0,True,0.2,0.1,0.5,0.9418066005880263,1.9354831658295308,-0.2322431550815437,6.3229096261788245,1.2983420814589541,1.7615344055249027,-0.31826123292807296,4.286389647657051,1.8337741481017362,118.0,90.0,1385,70,mild
3.0,12.0,2.5,-0.05,1.1,0,True,0.2,0.1,0.5,0.9418066005880263,1.9354831658295308,-0.2322431550815437,6.3229096261788245,1.2983420814589541,1.7615344055249027,-0.31826123292807296,4.286389647657051,1.8337741481017362,118.0,90.0,1385,70,mild
3.0,12.0,2.5,-0.05,1.2,0,True,0.2,0.1,0.5,0.9444248308807459,1.9389803161102535,-0.23314640158886268,6.352573327663421,1.2965860684568957,1.760160736840802,-0.31826123292807296,4.278311081966392,1.83247250222252,118.0,89.0,1123,62,mild
2.5,12.0,2.5,-0.05,1.2,0,True,0.2,0.1,0.5,0.9444248308807459,1.9389803161102535,-0.23314640158886268,6.352573327663421,1.2965860684568957,1.760160736840802,-0.31826123292807296,4.278311081966392,1.83247250222252,118.0,89.0,1123,62,mild
3.5,12.0,2.5,-0.05,1.2,0,True,0.2,0.1,0.5,0.9444248308807459,1.9389803161102535,-0.23314640158886268,6.352573327663421,1.2965860684568957,1.760160736840802,-0.31826123292807296,4.278311081966392,1.83247250222252,118.0,89.0,1123,62,mild
2.5,10.0,3.0,-0.05,1.2,3,True,0.15,0.075,0.3,0.7400900419797452,1.8403274696348697,-0.2051326683478515,4.2695078099448365,1.2299788523680548,1.78401971098294,-0.3096914046428969,3.9764466682973056,1.8294713852049633,105.0,78.0,1123,48,
3.0,10.0,3.0,-0.05,1.2,3,True,0.15,0.075,0.3,0.7400900419797452,1.8403274696348697,-0.2051326683478515,4.2695078099448365,1.2299788523680548,1.78401971098294,-0.3096914046428969,3.9764466682973056,1.8294713852049633,105.0,78.0,1123,48,
3.5,10.0,3.0,-0.05,1.2,3,True,0.15,0.075,0.3,0.7400900419797452,1.8403274696348697,-0.2051326683478515,4.2695078099448365,1.2299788523680548,1.78401971098294,-0.3096914046428969,3.9764466682973056,1.8294713852049633,105.0,78.0,1123,48,
2.5,12.0,2.5,-0.05,1.3,0,True,0.1,0.05,0.3,0.7627749366022236,1.8791057357868972,-0.21231411377793785,4.4783121187576596,1.2307482986926392,1.7809352841003938,-0.3081574225371747,3.9798830393318356,1.8273332145318697,115.0,87.0,920,51,tight
3.0,12.0,2.5,-0.05,1.3,0,True,0.1,0.05,0.3,0.7627749366022236,1.8791057357868972,-0.21231411377793785,4.4783121187576596,1.2307482986926392,1.7809352841003938,-0.3081574225371747,3.9798830393318356,1.8273332145318697,115.0,87.0,920,51,tight
3.5,12.0,2.5,-0.05,1.3,0,True,0.1,0.05,0.3,0.7627749366022236,1.8791057357868972,-0.21231411377793785,4.4783121187576596,1.2307482986926392,1.7809352841003938,-0.3081574225371747,3.9798830393318356,1.8273332145318697,115.0,87.0,920,51,tight
3.5,12.0,2.5,-0.06,1.1,3,True,0.2,0.1,0.5,0.9175697532384621,1.9594915497785645,-0.24582564310717048,6.052092872438984,1.307314942528547,1.7659088524754862,-0.3095357777357589,4.327765911295871,1.8265099815695933,104.0,80.0,1275,38,mild
2.5,12.0,2.5,-0.06,1.1,3,True,0.2,0.1,0.5,0.9175697532384621,1.9594915497785645,-0.24582564310717048,6.052092872438984,1.307314942528547,1.7659088524754862,-0.3095357777357589,4.327765911295871,1.8265099815695933,104.0,80.0,1275,38,mild
3.0,12.0,2.5,-0.06,1.1,3,True,0.2,0.1,0.5,0.9175697532384621,1.9594915497785645,-0.24582564310717048,6.052092872438984,1.307314942528547,1.7659088524754862,-0.3095357777357589,4.327765911295871,1.8265099815695933,104.0,80.0,1275,38,mild
3.5,12.0,2.5,-0.06,1.2,3,True,0.2,0.1,0.5,0.9329335505751906,1.9826423388398213,-0.2458256431071707,6.222974382785439,1.3027465132012184,1.7623463962204649,-0.3095357777357589,4.3066794968681625,1.8260202847819176,103.0,79.0,1000,33,mild
3.0,12.0,2.5,-0.06,1.2,3,True,0.2,0.1,0.5,0.9329335505751906,1.9826423388398213,-0.2458256431071707,6.222974382785439,1.3027465132012184,1.7623463962204649,-0.3095357777357589,4.3066794968681625,1.8260202847819176,103.0,79.0,1000,33,mild
2.5,12.0,2.5,-0.06,1.2,3,True,0.2,0.1,0.5,0.9329335505751906,1.9826423388398213,-0.2458256431071707,6.222974382785439,1.3027465132012184,1.7623463962204649,-0.3095357777357589,4.3066794968681625,1.8260202847819176,103.0,79.0,1000,33,mild
2.5,10.0,3.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.7327537927158694,1.8247518407600285,-0.20962575958837248,4.203134388783383,1.2303837320414668,1.7833593869162807,-0.3138220252576518,3.978254725499367,1.8250972656652682,103.0,78.0,1000,33,
3.5,10.0,3.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.728561525689587,1.817293654775175,-0.20962575958837137,4.165457058852906,1.2303837320414668,1.7833593869162807,-0.3138220252576518,3.978254725499367,1.8242588122600125,103.0,78.0,1000,33,
3.0,10.0,3.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.728561525689587,1.817293654775175,-0.20962575958837137,4.165457058852906,1.2303837320414668,1.7833593869162807,-0.3138220252576518,3.978254725499367,1.8242588122600125,103.0,78.0,1000,33,
3.0,12.0,2.5,-0.05,1.1,0,True,0.1,0.05,0.3,0.7577463941811822,1.8705761098693083,-0.21275253372433922,4.431559419049402,1.2262186009025018,1.7771207715377026,-0.30815742253717493,3.9596703377997766,1.8222937835117694,118.0,90.0,1385,70,tight
3.5,12.0,2.5,-0.05,1.1,0,True,0.1,0.05,0.3,0.7577463941811822,1.8705761098693083,-0.21275253372433922,4.431559419049402,1.2262186009025018,1.7771207715377026,-0.30815742253717493,3.9596703377997766,1.8222937835117694,118.0,90.0,1385,70,tight
2.5,12.0,2.5,-0.05,1.1,0,True,0.1,0.05,0.3,0.7577463941811822,1.8705761098693083,-0.21275253372433922,4.431559419049402,1.2262186009025018,1.7771207715377026,-0.30815742253717493,3.9596703377997766,1.8222937835117694,118.0,90.0,1385,70,tight
3.0,12.0,2.5,-0.05,1.2,0,True,0.1,0.05,0.3,0.7604948500529742,1.8752424362209514,-0.2129761560332727,4.4570799875150415,1.224517692739115,1.7756612183757703,-0.30815742253717493,3.952091058688998,1.8212721103697287,118.0,89.0,1123,62,tight
2.5,12.0,2.5,-0.05,1.2,0,True,0.1,0.05,0.3,0.7604948500529742,1.8752424362209514,-0.2129761560332727,4.4570799875150415,1.224517692739115,1.7756612183757703,-0.30815742253717493,3.952091058688998,1.8212721103697287,118.0,89.0,1123,62,tight
3.5,12.0,2.5,-0.05,1.2,0,True,0.1,0.05,0.3,0.7604948500529742,1.8752424362209514,-0.2129761560332727,4.4570799875150415,1.224517692739115,1.7756612183757703,-0.30815742253717493,3.952091058688998,1.8212721103697287,118.0,89.0,1123,62,tight
2.5,10.0,3.5,-0.05,1.2,3,True,0.15,0.075,0.3,0.7324739556764788,1.826930004010022,-0.21084530308523775,4.200613709936397,1.225482355178753,1.7801193686432935,-0.3138220252576518,3.956388901137985,1.8211915082359704,105.0,78.0,1123,48,
3.5,10.0,3.5,-0.05,1.2,3,True,0.15,0.075,0.3,0.7282823656947925,1.819458102896962,-0.21084530308523775,4.162954632936067,1.225482355178753,1.7801193686432935,-0.3138220252576518,3.956388901137985,1.820353190239633,105.0,78.0,1123,48,
3.0,10.0,3.5,-0.05,1.2,3,True,0.15,0.075,0.3,0.7282823656947925,1.819458102896962,-0.21084530308523775,4.162954632936067,1.225482355178753,1.7801193686432935,-0.3138220252576518,3.956388901137985,1.820353190239633,105.0,78.0,1123,48,
3.0,12.0,2.5,-0.05,1.2,3,True,0.2,0.1,0.5,0.9073174846596512,1.9496750604058082,-0.2480397319482841,5.939576214441274,1.297836365953196,1.7593301979233176,-0.3095357777357589,4.284062461803641,1.8167738288811057,103.0,78.0,1123,48,mild
2.5,12.0,2.5,-0.05,1.2,3,True,0.2,0.1,0.5,0.9073174846596512,1.9496750604058082,-0.2480397319482841,5.939576214441274,1.297836365953196,1.7593301979233176,-0.3095357777357589,4.284062461803641,1.8167738288811057,103.0,78.0,1123,48,mild
3.5,12.0,2.5,-0.05,1.2,3,True,0.2,0.1,0.5,0.9073174846596512,1.9496750604058082,-0.2480397319482841,5.939576214441274,1.297836365953196,1.7593301979233176,-0.3095357777357589,4.284062461803641,1.8167738288811057,103.0,78.0,1123,48,mild
3.0,12.0,2.5,-0.05,1.1,3,True,0.2,0.1,0.5,0.8874765309036523,1.9195901736613676,-0.24803973194828388,5.725237475362369,1.3023950540169689,1.7628949938175396,-0.3095357777357589,4.305059006063995,1.8163704340241282,104.0,79.0,1385,52,mild
2.5,12.0,2.5,-0.05,1.1,3,True,0.2,0.1,0.5,0.8874765309036523,1.9195901736613676,-0.24803973194828388,5.725237475362369,1.3023950540169689,1.7628949938175396,-0.3095357777357589,4.305059006063995,1.8163704340241282,104.0,79.0,1385,52,mild
3.5,12.0,2.5,-0.05,1.1,3,True,0.2,0.1,0.5,0.8874765309036523,1.9195901736613676,-0.24803973194828388,5.725237475362369,1.3023950540169689,1.7628949938175396,-0.3095357777357589,4.305059006063995,1.8163704340241282,104.0,79.0,1385,52,mild
3.0,10.0,3.0,-0.04,1.2,3,True,0.15,0.075,0.3,0.7023978362961005,1.7741612432743115,-0.20550986260615545,3.9344175136598336,1.2232243173625337,1.7803750027587355,-0.3188721806210061,3.9463316342901784,1.8118858792304537,108.0,79.0,1305,60,
2.5,10.0,3.0,-0.04,1.2,3,True,0.15,0.075,0.3,0.7023978362961005,1.7741612432743115,-0.20550986260615545,3.9344175136598336,1.2232243173625337,1.7803750027587355,-0.3188721806210061,3.9463316342901784,1.8118858792304537,108.0,79.0,1305,60,
3.5,10.0,3.0,-0.04,1.2,3,True,0.15,0.075,0.3,0.7023978362961005,1.7741612432743115,-0.20550986260615545,3.9344175136598336,1.2232243173625337,1.7803750027587355,-0.3188721806210061,3.9463316342901784,1.8118858792304537,108.0,79.0,1305,60,
3.0,12.0,2.5,-0.06,1.1,3,True,0.1,0.05,0.3,0.7490548125958087,1.916687490727725,-0.2178483344024047,4.351378334056446,1.217554990870274,1.7665139778741121,-0.3058065874805327,3.9211255755822716,1.8074007731920716,104.0,80.0,1275,38,tight
2.5,12.0,2.5,-0.06,1.1,3,True,0.1,0.05,0.3,0.7490548125958087,1.916687490727725,-0.2178483344024047,4.351378334056446,1.217554990870274,1.7665139778741121,-0.3058065874805327,3.9211255755822716,1.8074007731920716,104.0,80.0,1275,38,tight
3.5,12.0,2.5,-0.06,1.1,3,True,0.1,0.05,0.3,0.7490548125958087,1.916687490727725,-0.2178483344024047,4.351378334056446,1.217554990870274,1.7665139778741121,-0.3058065874805327,3.9211255755822716,1.8074007731920716,104.0,80.0,1275,38,tight
3.0,12.0,2.5,-0.06,1.3,3,True,0.15,0.075,0.3,0.8234233488976666,1.9342558596991875,-0.23184458654818596,5.0634815087934655,1.2503377654261247,1.7580811530367835,-0.29146186506544614,4.067769862320293,1.806843529542224,101.0,79.0,783,23,current
3.5,12.0,2.5,-0.06,1.3,3,True,0.15,0.075,0.3,0.8234233488976666,1.9342558596991875,-0.23184458654818596,5.0634815087934655,1.2503377654261247,1.7580811530367835,-0.29146186506544614,4.067769862320293,1.806843529542224,101.0,79.0,783,23,current
2.5,12.0,2.5,-0.06,1.3,3,True,0.15,0.075,0.3,0.8234233488976666,1.9342558596991875,-0.23184458654818596,5.0634815087934655,1.2503377654261247,1.7580811530367835,-0.29146186506544614,4.067769862320293,1.806843529542224,101.0,79.0,783,23,current
2.5,12.0,2.5,-0.06,1.2,3,True,0.1,0.05,0.3,0.7640002486270956,1.9453729537066242,-0.21784833440240392,4.489744922857813,1.2131642841364303,1.7627302179407855,-0.3058065874805327,3.901648576204817,1.8066061004650027,103.0,79.0,1000,33,tight
3.0,12.0,2.5,-0.06,1.2,3,True,0.1,0.05,0.3,0.7640002486270956,1.9453729537066242,-0.21784833440240392,4.489744922857813,1.2131642841364303,1.7627302179407855,-0.3058065874805327,3.901648576204817,1.8066061004650027,103.0,79.0,1000,33,tight
3.5,12.0,2.5,-0.06,1.2,3,True,0.1,0.05,0.3,0.7640002486270956,1.9453729537066242,-0.21784833440240392,4.489744922857813,1.2131642841364303,1.7627302179407855,-0.3058065874805327,3.901648576204817,1.8066061004650027,103.0,79.0,1000,33,tight
2.5,12.0,3.0,-0.06,1.1,3,True,0.2,0.1,0.5,0.9303536635182983,1.9770047004245894,-0.23117881502123272,6.1940892560042,1.267982708498578,1.734688216789379,-0.31513769809993264,4.147591096564862,1.8051695419824223,102.0,79.0,1275,38,mild
3.0,12.0,3.0,-0.06,1.1,3,True,0.2,0.1,0.5,0.9303536635182983,1.9770047004245894,-0.23117881502123272,6.1940892560042,1.267982708498578,1.734688216789379,-0.31513769809993264,4.147591096564862,1.8051695419824223,102.0,79.0,1275,38,mild
3.0,12.0,3.0,-0.06,1.2,3,True,0.2,0.1,0.5,0.9458198870673611,2.0001600234187884,-0.23117881502123327,6.368411525984185,1.2634921560696908,1.7311275294186228,-0.31513769809993264,4.127217784190831,1.8047020993214784,101.0,78.0,1000,33,mild
2.5,12.0,3.0,-0.06,1.2,3,True,0.2,0.1,0.5,0.9458198870673611,2.0001600234187884,-0.23117881502123327,6.368411525984185,1.2634921560696908,1.7311275294186228,-0.31513769809993264,4.127217784190831,1.8047020993214784,101.0,78.0,1000,33,mild
