stop_atr,take_profit_atr,trailing_atr,downside_return_threshold,downside_vol_ratio,exit_cooldown_bars,drawdown_brake_enabled,price_drawdown_enter,price_drawdown_exit,price_drawdown_scale,train_cagr,train_sharpe,train_max_drawdown,train_total_return,validation_cagr,validation_sharpe,validation_max_drawdown,validation_total_return,robust_score,train_trade_count,validation_trade_count,downside_trigger_count,fast_downside_exit_count,drawdown_profile
3.5,12.0,2.5,-0.05,1.2,0,True,0.15,0.075,0.3,0.833457427165025,1.8955924510468802,-0.22144083521802815,5.164140891580265,1.3884236637862606,1.869532634387849,-0.3133915127448368,4.709101991366814,1.9255037022118398,118.0,89.0,1123,62,current
3.5,12.0,2.5,-0.06,1.1,3,True,0.15,0.075,0.3,0.8184468166278263,1.9264587751487388,-0.23582098786425998,5.013967317415352,1.3994725149816674,1.875334333021564,-0.29146186506544614,4.762069063012699,1.921113202414999,104.0,80.0,1275,38,current
3.0,12.0,2.5,-0.06,1.1,3,True,0.15,0.075,0.3,0.8184468166278263,1.9264587751487388,-0.23582098786425998,5.013967317415352,1.3994725149816674,1.875334333021564,-0.29146186506544614,4.762069063012699,1.921113202414999,104.0,80.0,1275,38,current
2.5,12.0,2.5,-0.06,1.1,3,True,0.15,0.075,0.3,0.8184468166278263,1.9264587751487388,-0.23582098786425998,5.013967317415352,1.3994725149816674,1.875334333021564,-0.29146186506544614,4.762069063012699,1.921113202414999,104.0,80.0,1275,38,current
2.5,12.0,2.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.8346364685638379,1.954175312375405,-0.2358209878642601,5.176041367963985,1.3947216158280606,1.871660827203412,-0.29146186506544614,4.739263748693959,1.9206776269840495,103.0,79.0,1000,33,current
3.5,12.0,2.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.8346364685638379,1.954175312375405,-0.2358209878642601,5.176041367963985,1.3947216158280606,1.871660827203412,-0.29146186506544614,4.739263748693959,1.9206776269840495,103.0,79.0,1000,33,current
3.5,12.0,2.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.8346364685638379,1.954175312375405,-0.2358209878642601,5.176041367963985,1.3947216158280606,1.871660827203412,-0.29146186506544614,4.739263748693959,1.9206776269840495,103.0,79.0,1000,33,
2.5,12.0,2.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.8346364685638379,1.954175312375405,-0.2358209878642601,5.176041367963985,1.3947216158280606,1.871660827203412,-0.29146186506544614,4.739263748693959,1.9206776269840495,103.0,79.0,1000,33,
3.0,12.0,2.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.8346364685638379,1.954175312375405,-0.2358209878642601,5.176041367963985,1.3947216158280606,1.871660827203412,-0.29146186506544614,4.739263748693959,1.9206776269840495,103.0,79.0,1000,33,
3.0,12.0,2.5,-0.06,1.2,3,True,0.15,0.075,0.3,0.8346364685638379,1.954175312375405,-0.2358209878642601,5.176041367963985,1.3947216158280606,1.871660827203412,-0.29146186506544614,4.739263748693959,1.9206776269840495,103.0,79.0,1000,33,current
