ema_fast,ema_slow,atr_period,adx_period,adx_enter,adx_exit,trend_separation_atr,rsi_period,rsi_entry,rsi_exit,bb_period,bb_std,mr_stop_atr,mr_max_bars,target_vol,max_leverage,trend_scale,rebound_scale,allow_short,rebalance_bars,vol_risk_enabled,realized_vol_period,vol_baseline_period,vol_shock_enter,vol_shock_exit,vol_shock_scale,vol_momentum_period,train_cagr,train_sharpe,train_max_drawdown,train_turnover_multiple,train_max_leverage_observed,validation_cagr,validation_sharpe,validation_max_drawdown,validation_turnover_multiple,validation_max_leverage_observed,pre_cagr,pre_sharpe,pre_max_drawdown,pre_turnover_multiple,pre_max_leverage_observed,score
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.15,6.0,1.15,0.65,False,72,True,12,90,1.25,1.1,0.25,36,0.7564254449662449,1.3516809199503874,-0.30963196423873385,257.3648714773057,4.342462281255083,1.82779444009969,1.9050605480165481,-0.3273934696529265,277.90110926704,5.284527365990264,1.1249365635511044,1.5939451475170625,-0.3273934696529256,535.2659807443456,5.284527365990264,1.349847741105962
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.15,6.0,1.15,0.5,False,72,True,12,90,1.25,1.1,0.25,36,0.7537302604451384,1.3490167213149178,-0.3132116244562442,255.2787986657791,4.342462281255083,1.8239667691524328,1.9031798026146471,-0.32682458813975457,276.6674461330367,5.284527365990264,1.1218299647895305,1.5916650379652761,-0.3268245881397549,531.9462447988158,5.284527365990264,1.346498888518683
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.15,6.0,1.35,0.65,False,48,True,12,90,1.25,1.1,0.25,36,0.8104712378933732,1.3354817357294855,-0.3682257296599998,302.8393017812712,5.097673112777707,1.8363536161645486,1.8094334043065932,-0.37610389857348525,329.6243242823949,6.0,1.1665378526720853,1.5416881961460314,-0.3761318639487201,632.4636260636662,6.0,1.3461104900610315
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.1,5.0,1.25,0.65,False,72,True,12,90,1.25,1.1,0.25,36,0.7852802762900981,1.3507690909163441,-0.32205795641400603,266.8297443537248,4.514847362363509,1.7645570010941287,1.8688774550952534,-0.3385789817647762,287.499832810459,5.0,1.1264809476853817,1.5755141134968655,-0.3385789817647772,554.3295771641838,5.0,1.3416142860071634
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.05,6.0,1.25,0.65,False,72,True,12,90,1.25,1.1,0.25,36,0.7497943977165886,1.3507734260094608,-0.308728391813358,254.70111961037367,4.309627027710622,1.808454962725702,1.9044169486599865,-0.325013949512869,275.37534154027867,5.244568746965763,1.1143081220511832,1.5931674557517586,-0.32501394951286955,530.0764611506524,5.244568746965763,1.340854187343933
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.15,6.0,1.35,0.5,False,48,True,12,90,1.25,1.1,0.25,36,0.8076931216515131,1.3329961029534234,-0.3715015725507984,300.7532289697446,5.097673112777707,1.8294522107797517,1.806176570002885,-0.37692619372761704,327.9024526756901,6.0,1.1624344996321319,1.538873538441045,-0.37936671236567043,628.6556816454347,6.0,1.3395775724451324
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.1,5.0,1.25,0.5,False,72,True,12,90,1.25,1.1,0.25,36,0.7826525949255696,1.3482796858776451,-0.32542715133890987,264.8343703600907,4.514847362363509,1.7609697345831208,1.8670650973246539,-0.33804407429546834,286.31980720402106,5.0,1.1234995954195899,1.5733482317134275,-0.33804407429546823,551.1541775641117,5.0,1.3384118024685459
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.05,6.0,1.25,0.5,False,72,True,12,90,1.25,1.1,0.25,36,0.7473291471985768,1.348284018544564,-0.3120143100091094,252.79644443463195,4.309627027710622,1.804968737466469,1.9026641102120319,-0.32449306532553557,274.24895346140613,5.244568746965763,1.1114712985042887,1.5910382070598936,-0.32449306532553546,527.0453978960381,5.244568746965763,1.3377772782402062
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.35,0.65,False,72,True,12,90,1.25,1.1,0.25,36,0.7703104066114022,1.3499842870934977,-0.3178115217245723,261.3494493189966,4.432759228502354,1.7515651347666572,1.875914829364196,-0.3330040966441168,282.0824944470278,5.0,1.1117836670393353,1.578560818580679,-0.33300409664411623,543.4319437660243,5.0,1.3312447198388961
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.0,5.0,1.35,0.5,False,72,True,12,90,1.25,1.1,0.25,36,0.7679283956035639,1.3476490698753554,-0.32090609808992776,259.5354729611474,4.432759228502354,1.748305035179305,1.8742287296470928,-0.3325140630321036,281.0097438957206,5.0,1.109078223022876,1.576536381639418,-0.3325140630321043,540.5452168568679,5.0,1.3283160481259624
