ema_fast,ema_slow,atr_period,adx_period,adx_enter,adx_exit,trend_separation_atr,rsi_period,rsi_entry,rsi_exit,bb_period,bb_std,mr_stop_atr,mr_max_bars,target_vol,max_leverage,trend_scale,rebound_scale,allow_short,rebalance_bars,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,trade_count,win_rate,final_equity
30,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5010276968746641,0.14482251688691306,0.14500969150197637,1.0045261358168007,1.5596860977877667,-0.2107712609370631,126.0,0.373015873015873,15010.27696874664
30,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5010276968746641,0.14482251688691306,0.14500969150197637,1.0045261358168007,1.5596860977877667,-0.2107712609370631,126.0,0.373015873015873,15010.27696874664
30,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5000797650284607,0.14458171069788994,0.14501015393740463,1.003073594395155,1.557443615291193,-0.2107712609370629,127.0,0.3700787401574803,15000.797650284607
24,72,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5051880336283396,0.14587818285611998,0.146664312967229,1.0011130887746074,1.5584594695530112,-0.2091799418791367,126.0,0.3888888888888889,15051.880336283397
24,72,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5051880336283396,0.14587818285611998,0.146664312967229,1.0011130887746074,1.5584594695530112,-0.2091799418791367,126.0,0.3888888888888889,15051.880336283397
24,72,20,14,24.0,19.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5042374744384159,0.14563715461442595,0.14666477094576721,0.999676975564665,1.556237001131706,-0.20917994187913536,127.0,0.3858267716535433,15042.374744384158
18,120,20,14,21.0,16.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5117579351005688,0.14754130833876689,0.14936057390656612,0.9954262816927099,1.5461900710640577,-0.21641844022925272,151.0,0.40397350993377484,15117.579351005688
18,120,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5117579351005688,0.14754130833876689,0.14936057390656612,0.9954262816927099,1.5461900710640577,-0.21641844022925272,151.0,0.40397350993377484,15117.579351005688
18,120,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5117579351005688,0.14754130833876689,0.14936057390656612,0.9954262816927099,1.5461900710640577,-0.21641844022925272,151.0,0.40397350993377484,15117.579351005688
30,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5122453876570443,0.14766451134707848,0.14961619717783292,0.9947011139962244,1.540599399433027,-0.21405808491985578,151.0,0.39072847682119205,15122.453876570444
30,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5122453876570443,0.14766451134707848,0.14961619717783292,0.9947011139962244,1.540599399433027,-0.21405808491985578,151.0,0.39072847682119205,15122.453876570444
30,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5122453876570443,0.14766451134707848,0.14961619717783292,0.9947011139962244,1.540599399433027,-0.21405808491985578,151.0,0.39072847682119205,15122.453876570444
30,96,20,14,27.0,22.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,False,72,0.44706436709071307,0.13094923800586655,0.1335818216039458,0.9873858011686031,1.500144200030791,-0.18023393555490563,101.0,0.42574257425742573,14470.643670907131
30,96,20,14,27.0,22.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,False,72,0.44706436709071307,0.13094923800586655,0.1335818216039458,0.9873858011686031,1.500144200030791,-0.18023393555490563,101.0,0.42574257425742573,14470.643670907131
30,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5090554526718845,0.14685777826099145,0.151286559963646,0.9807273559099756,1.5220744997723192,-0.23071656117768635,152.0,0.3881578947368421,15090.554526718844
30,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5090554526718845,0.14685777826099145,0.151286559963646,0.9807273559099756,1.5220744997723192,-0.23071656117768635,152.0,0.3881578947368421,15090.554526718844
30,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,False,72,0.5090554526718845,0.14685777826099145,0.151286559963646,0.9807273559099756,1.5220744997723192,-0.23071656117768635,152.0,0.3881578947368421,15090.554526718844
30,72,20,14,27.0,22.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,False,72,0.44726782811859,0.13100218797581809,0.13500066273753364,0.9787694736094943,1.4841646905281582,-0.18361951428844314,104.0,0.4423076923076923,14472.678281185901
30,72,20,14,27.0,22.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,False,72,0.44726782811859,0.13100218797581809,0.13500066273753364,0.9787694736094943,1.4841646905281582,-0.18361951428844314,104.0,0.4423076923076923,14472.678281185901
