stop_atr,take_profit_atr,trailing_atr,downside_return_threshold,downside_vol_ratio,exit_cooldown_bars,drawdown_brake_enabled,price_drawdown_enter,price_drawdown_exit,price_drawdown_scale,train_cagr,train_sharpe,train_max_drawdown,train_total_return,validation_cagr,validation_sharpe,validation_max_drawdown,validation_total_return,robust_score,train_trade_count,validation_trade_count,downside_trigger_count,fast_downside_exit_count,drawdown_profile
2.5,12.0,3.0,-0.06,1.3,0,True,0.15,0.075,0.3,0.8903176479768311,1.9792890408971904,-0.21472677804900098,5.755654946661725,1.4860678434661572,1.9430801947517473,-0.29097553719308566,5.185672236752024,2.013780335322613,108.0,82.0,783,31,
3.5,12.0,3.0,-0.06,1.3,0,True,0.15,0.075,0.3,0.8903176479768311,1.9792890408971904,-0.21472677804900098,5.755654946661725,1.4860678434661572,1.9430801947517473,-0.29097553719308566,5.185672236752024,2.013780335322613,108.0,82.0,783,31,current
2.5,12.0,3.0,-0.06,1.3,0,True,0.15,0.075,0.3,0.8903176479768311,1.9792890408971904,-0.21472677804900098,5.755654946661725,1.4860678434661572,1.9430801947517473,-0.29097553719308566,5.185672236752024,2.013780335322613,108.0,82.0,783,31,current
3.0,12.0,3.0,-0.06,1.3,0,True,0.15,0.075,0.3,0.8903176479768311,1.9792890408971904,-0.21472677804900098,5.755654946661725,1.4860678434661572,1.9430801947517473,-0.29097553719308566,5.185672236752024,2.013780335322613,108.0,82.0,783,31,
3.5,12.0,3.0,-0.06,1.3,0,True,0.15,0.075,0.3,0.8903176479768311,1.9792890408971904,-0.21472677804900098,5.755654946661725,1.4860678434661572,1.9430801947517473,-0.29097553719308566,5.185672236752024,2.013780335322613,108.0,82.0,783,31,
3.0,12.0,3.0,-0.06,1.3,0,True,0.15,0.075,0.3,0.8903176479768311,1.9792890408971904,-0.21472677804900098,5.755654946661725,1.4860678434661572,1.9430801947517473,-0.29097553719308566,5.185672236752024,2.013780335322613,108.0,82.0,783,31,current
3.0,12.0,3.0,-0.06,1.1,0,True,0.15,0.075,0.3,0.8881103999809035,1.976141379643007,-0.2141451062129116,5.732015853129956,1.4813547926165862,1.939624400794547,-0.29066981771737277,5.162230383627938,2.0101739276842716,111.0,85.0,1275,55,current
3.5,12.0,3.0,-0.06,1.1,0,True,0.15,0.075,0.3,0.8881103999809035,1.976141379643007,-0.2141451062129116,5.732015853129956,1.4813547926165862,1.939624400794547,-0.29066981771737277,5.162230383627938,2.0101739276842716,111.0,85.0,1275,55,current
2.5,12.0,3.0,-0.06,1.1,0,True,0.15,0.075,0.3,0.8881103999809035,1.976141379643007,-0.2141451062129116,5.732015853129956,1.4813547926165862,1.939624400794547,-0.29066981771737277,5.162230383627938,2.0101739276842716,111.0,85.0,1275,55,current
3.0,12.0,3.0,-0.06,1.2,0,True,0.15,0.075,0.3,0.8879926297453662,1.9758431928774807,-0.21513075531968928,5.730756114407599,1.4793116423585762,1.938098000856672,-0.29066981771737277,5.152081962153586,2.0081311491459006,111.0,84.0,1000,45,current
2.5,12.0,3.0,-0.06,1.2,0,True,0.15,0.075,0.3,0.8879926297453662,1.9758431928774807,-0.21513075531968928,5.730756114407599,1.4793116423585762,1.938098000856672,-0.29066981771737277,5.152081962153586,2.0081311491459006,111.0,84.0,1000,45,current
