ema_fast,ema_slow,atr_period,adx_period,adx_enter,adx_exit,trend_separation_atr,rsi_period,rsi_entry,rsi_exit,bb_period,bb_std,mr_stop_atr,mr_max_bars,target_vol,max_leverage,trend_scale,rebound_scale,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,trade_count,win_rate,final_equity
24,120,20,14,21.0,16.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.4226894417443081,0.12456948361176323,0.2091780990875192,0.6651883461966531,1.122172096479693,-0.19114212452903956,5170.0,0.49284332688588006,14226.894417443082
24,120,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.4226894417443081,0.12456948361176323,0.2091780990875192,0.6651883461966531,1.122172096479693,-0.19114212452903956,5170.0,0.49284332688588006,14226.894417443082
24,120,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.4226894417443081,0.12456948361176323,0.2091780990875192,0.6651883461966531,1.122172096479693,-0.19114212452903956,5170.0,0.49284332688588006,14226.894417443082
18,96,20,14,24.0,19.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.3765606582579504,0.1122935584059197,0.19423192186259555,0.6444027911269878,1.0761426595026087,-0.1677199898426326,4379.0,0.49052295044530714,13765.606582579503
18,96,20,14,24.0,19.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.3765606582579504,0.1122935584059197,0.19423192186259555,0.6444027911269878,1.0761426595026087,-0.1677199898426326,4379.0,0.49052295044530714,13765.606582579503
18,96,20,14,24.0,19.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.3765606582579504,0.1122935584059197,0.19423192186259555,0.6444027911269878,1.0761426595026087,-0.1677199898426326,4379.0,0.49052295044530714,13765.606582579503
24,72,20,14,21.0,16.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.3794059570834729,0.11305863057980137,0.2097075347670822,0.6150168209453535,1.03092120565318,-0.21726696316721816,5077.0,0.4935985818396691,13794.05957083473
24,72,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.3794059570834729,0.11305863057980137,0.2097075347670822,0.6150168209453535,1.03092120565318,-0.21726696316721816,5077.0,0.4935985818396691,13794.05957083473
24,72,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.3794059570834729,0.11305863057980137,0.2097075347670822,0.6150168209453535,1.03092120565318,-0.21726696316721816,5077.0,0.4935985818396691,13794.05957083473
30,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.3469458581220102,0.10426708430695375,0.19314231235544801,0.6094788662859796,1.015536819913178,-0.14709701527512287,4336.0,0.49100553505535055,13469.458581220102
30,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.3469458581220102,0.10426708430695375,0.19314231235544801,0.6094788662859796,1.015536819913178,-0.14709701527512287,4336.0,0.49100553505535055,13469.458581220102
30,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.34609522157630135,0.10403480576017032,0.19314326038395063,0.6083883293384793,1.013729223501101,-0.14709701527512176,4337.0,0.4908923218814849,13460.952215763014
18,72,20,14,24.0,19.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.3334701965151319,0.10057579257853444,0.192167013473227,0.594185251041739,0.9904209677791068,-0.16252020107790743,4331.0,0.4918032786885246,13334.701965151318
18,72,20,14,24.0,19.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.3334701965151319,0.10057579257853444,0.192167013473227,0.594185251041739,0.9904209677791068,-0.16252020107790743,4331.0,0.4918032786885246,13334.701965151318
18,72,20,14,24.0,19.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.3334701965151319,0.10057579257853444,0.192167013473227,0.594185251041739,0.9904209677791068,-0.16252020107790743,4331.0,0.4918032786885246,13334.701965151318
24,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.3596228395661356,0.1077171807948829,0.20983442031056573,0.5918620693543026,0.9915891968485833,-0.2273676111669165,5085.0,0.4934119960668633,13596.228395661356
24,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.3596228395661356,0.1077171807948829,0.20983442031056573,0.5918620693543026,0.9915891968485833,-0.2273676111669165,5085.0,0.4934119960668633,13596.228395661356
24,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.3596228395661356,0.1077171807948829,0.20983442031056573,0.5918620693543026,0.9915891968485833,-0.2273676111669165,5085.0,0.4934119960668633,13596.228395661356
24,96,20,14,24.0,19.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.32952600957969214,0.09949068545919038,0.1938535307843912,0.5856027709620306,0.9764028974867012,-0.17898630771114643,4368.0,0.4896978021978022,13295.26009579692
24,96,20,14,24.0,19.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.32952600957969214,0.09949068545919038,0.1938535307843912,0.5856027709620306,0.9764028974867012,-0.17898630771114643,4368.0,0.4896978021978022,13295.26009579692
24,96,20,14,24.0,19.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.32952600957969214,0.09949068545919038,0.1938535307843912,0.5856027709620306,0.9764028974867012,-0.17898630771114643,4368.0,0.4896978021978022,13295.26009579692
30,72,20,14,21.0,16.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.3493548942308038,0.10492437581201308,0.2077052530852205,0.5836495749337391,0.9761776654396803,-0.19350941731756133,5023.0,0.4925343420266773,13493.548942308038
30,72,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.3493548942308038,0.10492437581201308,0.2077052530852205,0.5836495749337391,0.9761776654396803,-0.19350941731756133,5023.0,0.4925343420266773,13493.548942308038
30,72,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.3493548942308038,0.10492437581201308,0.2077052530852205,0.5836495749337391,0.9761776654396803,-0.19350941731756133,5023.0,0.4925343420266773,13493.548942308038
30,96,20,14,21.0,16.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.35108227944886927,0.1053952011514887,0.20905198431047833,0.5832637640615269,0.9786913715455293,-0.18841315669858105,5120.0,0.49296875,13510.822794488693
30,96,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.35108227944886927,0.1053952011514887,0.20905198431047833,0.5832637640615269,0.9786913715455293,-0.18841315669858105,5120.0,0.49296875,13510.822794488693
30,96,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.35108227944886927,0.1053952011514887,0.20905198431047833,0.5832637640615269,0.9786913715455293,-0.18841315669858105,5120.0,0.49296875,13510.822794488693
18,120,20,14,24.0,19.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.3207187509632612,0.09705989804466064,0.19390064563871837,0.5741093481580625,0.9546807604789961,-0.16394950732355074,4380.0,0.4899543378995434,13207.187509632611
18,120,20,14,24.0,19.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.3207187509632612,0.09705989804466064,0.19390064563871837,0.5741093481580625,0.9546807604789961,-0.16394950732355074,4380.0,0.4899543378995434,13207.187509632611
18,120,20,14,24.0,19.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.3207187509632612,0.09705989804466064,0.19390064563871837,0.5741093481580625,0.9546807604789961,-0.16394950732355074,4380.0,0.4899543378995434,13207.187509632611
18,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.31845936144883225,0.09643456895815894,0.1945178137213426,0.5699630663308631,0.9508788353125438,-0.1677199898426326,4400.0,0.48977272727272725,13184.593614488322
18,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.31845936144883225,0.09643456895815894,0.1945178137213426,0.5699630663308631,0.9508788353125438,-0.1677199898426326,4400.0,0.48977272727272725,13184.593614488322
18,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.3176267149767551,0.0962039379523707,0.19451875166879842,0.5688804629732513,0.9490816577130808,-0.16771998984263148,4401.0,0.489661440581686,13176.267149767551
30,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.33000278926313853,0.09962196894800979,0.20783374763718387,0.5602870596995123,0.936606576471737,-0.2034674031565079,5031.0,0.4923474458358179,13300.027892631386
30,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.33000278926313853,0.09962196894800979,0.20783374763718387,0.5602870596995123,0.936606576471737,-0.2034674031565079,5031.0,0.4923474458358179,13300.027892631386
30,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.33000278926313853,0.09962196894800979,0.20783374763718387,0.5602870596995123,0.936606576471737,-0.2034674031565079,5031.0,0.4923474458358179,13300.027892631386
30,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.3317053734896973,0.10009052734794888,0.20917919401182958,0.5600548404104992,0.939253596606453,-0.19888614383420333,5128.0,0.49278471138845553,13317.053734896974
30,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.3317053734896973,0.10009052734794888,0.20917919401182958,0.5600548404104992,0.939253596606453,-0.19888614383420333,5128.0,0.49278471138845553,13317.053734896974
30,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.3317053734896973,0.10009052734794888,0.20917919401182958,0.5600548404104992,0.939253596606453,-0.19888614383420333,5128.0,0.49278471138845553,13317.053734896974
18,72,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.27718770496928324,0.08488389133941188,0.19245668646273348,0.5190123980594512,0.8642382074189258,-0.1804330333149844,4352.0,0.49103860294117646,12771.877049692832
18,72,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.27718770496928324,0.08488389133941188,0.19245668646273348,0.5190123980594512,0.8642382074189258,-0.1804330333149844,4352.0,0.49103860294117646,12771.877049692832
18,72,20,14,24.0,19.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.2763811227811366,0.084655689976457,0.1924576289819868,0.5179184365544702,0.8624246946496233,-0.18043303331498484,4353.0,0.490925798300023,12763.811227811366
24,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.2734100392390506,0.08381426883258714,0.19413987212453676,0.5111037842939083,0.8513577313626581,-0.17898630771114643,4389.0,0.4889496468443837,12734.100392390506
24,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.2734100392390506,0.08381426883258714,0.19413987212453676,0.5111037842939083,0.8513577313626581,-0.17898630771114643,4389.0,0.4889496468443837,12734.100392390506
24,96,20,14,24.0,19.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.2726058427596689,0.0835862924608215,0.1941408061452219,0.5100193680706918,0.8495594123304495,-0.17898630771114454,4390.0,0.4888382687927107,12726.05842759669
18,120,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.26497445251570517,0.08141812209762289,0.19418576698119439,0.4996473690620527,0.8300568623846077,-0.18183175476896696,4401.0,0.4892069984094524,12649.744525157052
18,120,20,14,24.0,19.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.26497445251570517,0.08141812209762289,0.19418576698119439,0.4996473690620527,0.8300568623846077,-0.18183175476896696,4401.0,0.4892069984094524,12649.744525157052
18,120,20,14,24.0,19.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.26417558336132796,0.0811906497465682,0.19418669969372274,0.4985632675970239,0.8282637016540678,-0.18183175476896463,4402.0,0.4890958655156747,12641.75583361328
24,96,20,14,21.0,16.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.23065227612068573,0.07155741142609107,0.20971485772634893,0.43393669057316947,0.7256020196532635,-0.2073767770318501,5168.0,0.49129256965944273,12306.522761206857
24,96,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.23065227612068573,0.07155741142609107,0.20971485772634893,0.43393669057316947,0.7256020196532635,-0.2073767770318501,5168.0,0.49129256965944273,12306.522761206857
24,96,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.23065227612068573,0.07155741142609107,0.20971485772634893,0.43393669057316947,0.7256020196532635,-0.2073767770318501,5168.0,0.49129256965944273,12306.522761206857
18,96,20,14,21.0,16.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.22179446154720184,0.06898285943421634,0.21008781126308115,0.42209429059482784,0.7056166230755101,-0.2268323063022213,5168.0,0.49109907120743035,12217.944615472019
18,96,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.22179446154720184,0.06898285943421634,0.21008781126308115,0.42209429059482784,0.7056166230755101,-0.2268323063022213,5168.0,0.49109907120743035,12217.944615472019
18,96,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.22179446154720184,0.06898285943421634,0.21008781126308115,0.42209429059482784,0.7056166230755101,-0.2268323063022213,5168.0,0.49109907120743035,12217.944615472019
18,120,20,14,21.0,16.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.21712611217301814,0.06762097657758148,0.2099054221900821,0.41622139626584326,0.6940510057907497,-0.226510291772948,5193.0,0.4908530714423262,12171.261121730182
18,120,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.21712611217301814,0.06762097657758148,0.2099054221900821,0.41622139626584326,0.6940510057907497,-0.226510291772948,5193.0,0.4908530714423262,12171.261121730182
18,120,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.21712611217301814,0.06762097657758148,0.2099054221900821,0.41622139626584326,0.6940510057907497,-0.226510291772948,5193.0,0.4908530714423262,12171.261121730182
24,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.21300257393483046,0.06641512884286205,0.20984180726725918,0.41089261069530936,0.6867221067995513,-0.2176050512899348,5176.0,0.491112828438949,12130.025739348304
24,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.21300257393483046,0.06641512884286205,0.20984180726725918,0.41089261069530936,0.6867221067995513,-0.2176050512899348,5176.0,0.491112828438949,12130.025739348304
24,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.21300257393483046,0.06641512884286205,0.20984180726725918,0.41089261069530936,0.6867221067995513,-0.2176050512899348,5176.0,0.491112828438949,12130.025739348304
18,72,20,14,21.0,16.0,0.15,14,27.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.20757817856753968,0.06482469973706295,0.20870321292573574,0.4048484478557822,0.6768922936579974,-0.24393431190344594,5125.0,0.49229268292682926,12075.781785675397
18,72,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.20757817856753968,0.06482469973706295,0.20870321292573574,0.4048484478557822,0.6768922936579974,-0.24393431190344594,5125.0,0.49229268292682926,12075.781785675397
18,72,20,14,21.0,16.0,0.15,14,27.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.20757817856753968,0.06482469973706295,0.20870321292573574,0.4048484478557822,0.6768922936579974,-0.24393431190344594,5125.0,0.49229268292682926,12075.781785675397
18,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.20427177122481743,0.06385292457927205,0.21021404875270966,0.3990991040871622,0.6668365010776931,-0.2401071750288707,5176.0,0.490919629057187,12042.717712248173
18,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.20427177122481743,0.06385292457927205,0.21021404875270966,0.3990991040871622,0.6668365010776931,-0.2401071750288707,5176.0,0.490919629057187,12042.717712248173
18,96,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.20427177122481743,0.06385292457927205,0.21021404875270966,0.3990991040871622,0.6668365010776931,-0.2401071750288707,5176.0,0.490919629057187,12042.717712248173
18,120,20,14,21.0,16.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.19967045556295937,0.06249760124214099,0.21003330852048888,0.3932083389009368,0.6553580182309436,-0.2360608057237522,5201.0,0.4906748702172659,11996.704555629594
18,120,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.19967045556295937,0.06249760124214099,0.21003330852048888,0.3932083389009368,0.6553580182309436,-0.2360608057237522,5201.0,0.4906748702172659,11996.704555629594
18,120,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.19967045556295937,0.06249760124214099,0.21003330852048888,0.3932083389009368,0.6553580182309436,-0.2360608057237522,5201.0,0.4906748702172659,11996.704555629594
18,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,1.8,2.2,18,0.35,3.0,1.0,0.65,0.1902593748496757,0.059714719447502285,0.20883024366451844,0.38170977193125716,0.6378739988954615,-0.256496218836204,5133.0,0.49210987726475747,11902.593748496758
18,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.0,2.2,18,0.35,3.0,1.0,0.65,0.1902593748496757,0.059714719447502285,0.20883024366451844,0.38170977193125716,0.6378739988954615,-0.256496218836204,5133.0,0.49210987726475747,11902.593748496758
18,72,20,14,21.0,16.0,0.15,14,30.0,52.0,24,2.2,2.2,18,0.35,3.0,1.0,0.65,0.1902593748496757,0.059714719447502285,0.20883024366451844,0.38170977193125716,0.6378739988954615,-0.256496218836204,5133.0,0.49210987726475747,11902.593748496758
