candidate,note,final_equity,total_return,sharpe,calmar,max_drawdown,trade_count,return_2020,return_2023,return_2025,return_2026,score,sharpe_gain,calmar_gain,final_equity_gain,return_2020_gain,return_2023_gain,return_2025_gain,return_2026_gain,max_drawdown_change,drawdown_penalty
reentry_level2_only,只在 level2/1 恢复段放开，不在 level3 再加仓,12300.67993644455,0.23006799364445496,0.31927831297490156,0.1814732656376226,-0.17612000918543602,281.0,0.2372805445478361,0.018992754565081427,0.023189572462720465,0.003378943250346378,0.10427922055600972,0.008344577089489658,0.0061155949256183895,86.05448894169058,0.008123046441297133,1.7573747906451942e-05,0.0003713033840637703,0.00015979484156303236,0.0001316191140743328,0.0
reentry_balanced,兼顾恢复与不过早重开 level3 风险,12283.262492359907,0.22832624923599076,0.3176160893010338,0.1803238498801429,-0.1760107100198296,281.0,0.23522025470300156,0.01910911075219568,0.023223332345677195,0.0033837507432692426,0.08202798278923899,0.0066823534156219,0.004966179168138712,68.63704485704693,0.006062756596462604,0.0001339299350207046,0.0004050632670205001,0.00016460233448589712,2.231994846790819e-05,0.0
reentry_mild,温和恢复，同步兼顾 2025/2026,12252.479543843601,0.22524795438436018,0.3143352173428118,0.1779790106457565,-0.17612000918543602,281.0,0.2372805445478361,0.018992754565081427,0.023189572462720465,-0.0005528116804442984,0.03704349398953996,0.0034014814573998797,0.002621339933752298,37.85409634074131,0.008123046441297133,1.7573747906451942e-05,0.0003713033840637703,-0.003771960089227644,0.0001316191140743328,0.0
baseline_semantic_fix,只保留 reduce-only 语义修正,12214.62544750286,0.22146254475028604,0.3109337358854119,0.1753576707120042,-0.1759883900713617,281.0,0.22915749810653896,0.018975180817174975,0.022818269078656694,0.0032191484087833455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reentry_conservative,更晚恢复，且 level3 仅极小幅放开,11727.432097093082,0.17274320970930823,0.25847598843917374,0.13914095152358189,-0.17612000918543602,281.0,0.2372805445478361,0.018992754565081427,0.023189572462720465,-0.04338146464912751,-0.6989508105720303,-0.05245774744623816,-0.036216719188422314,-487.19335040977785,0.008123046441297133,1.7573747906451942e-05,0.0003713033840637703,-0.046600613057910856,0.0001316191140743328,0.0
