run,drawdown_control,final_equity,total_return,cagr,annualized_volatility,sharpe,sortino,calmar,max_drawdown,fees_paid,funding_paid,max_leverage_observed,max_participation_observed,liquidation_count
v72_no_drawdown_control,False,73913.13460744216,6.391313460744216,0.3551538107414476,0.24121050240718123,1.3823270330992379,2.5502509390937345,,-0.2694392846050544,12789.04509016452,3557.1609767501623,5.594135638579941,0.019999758835034586,0.0
v72_drawdown_control,True,34406.91206348095,2.440691206348095,0.20652097289087012,0.1901162685119603,1.0836744343115043,1.982146273992454,,-0.16544776797665806,4666.837713673452,1918.234067675172,5.593221837864966,0.019999628883742276,0.0
