timestamp,reason,side,quantity,price,notional,fee,slippage_bps,participation,realized_pnl,position_after,liquidity,limit_price,trigger_price
2020-01-23 16:00:00+00:00,signal,sell,0.293,8366.9083245,2451.5041390785,0.049030082781570006,-0.5,0.0024199739280177336,0.0,-0.293,maker,8366.9083245,
2020-01-23 20:00:00+00:00,signal,buy,0.293,8380.350271194437,2455.44262945997,0.982177051783988,1.4324498241912775,0.0029220757881729194,-3.938490381469868,0.0,taker,,
2020-01-24 04:00:00+00:00,signal,sell,0.303,8330.416500000001,2524.1161995,0.05048232399000001,-0.5,0.0015954391612586214,0.0,-0.303,maker,8330.416500000001,
2020-01-24 08:00:00+00:00,signal,buy,0.303,8347.035857173938,2529.151864723703,1.0116607458894813,1.6246215694063273,0.0060961266401191126,-5.035665223702852,0.0,taker,,
2020-01-27 16:00:00+00:00,signal,buy,3.027,8779.8709845,26576.6694700815,0.53153338940163,-0.5,0.011708487994766509,0.0,3.027,maker,8779.8709845,
2020-01-28 01:02:00+00:00,take_profit,sell,3.027,9129.559321924075,27635.176067464174,11.05407042698567,1.0,,1058.5065973826754,0.0,taker,,9130.47236916099
2020-01-28 04:00:00+00:00,signal,buy,1.454,9124.0737735,13266.403266669,0.26532806533338005,-0.5,0.01998635455043694,0.0,1.454,maker,9124.0737735,
2020-01-28 04:01:00+00:00,signal,buy,2.215,9129.5435,20221.9388525,0.40443877705000003,-0.5,0.019993932558777107,0.0,3.6689999999999996,maker,9129.5435,
2020-01-28 04:03:00+00:00,signal,buy,0.241,9132.1933675,2200.8586015675,0.044017172031350006,-0.5,0.0017264171189462793,0.0,3.9099999999999997,maker,9132.1933675,
2020-01-28 04:10:00+00:00,take_profit,sell,3.9099999999999997,9129.559321924075,35696.57694872313,14.278630779489253,1.0,,7.376227986626545,0.0,taker,,9130.47236916099
2020-01-28 08:00:00+00:00,signal,buy,1.546,9047.567599,13987.539508054,0.27975079016108,-0.5,0.019989094337607625,0.0,1.546,maker,9047.567599,
