entry_time,side,equity_before,exit_time,pnl,exit_reason,equity_at_trigger
2020-01-23 16:00:00+00:00,short,10000.0,2020-01-23 20:00:00+00:00,-4.969697516036831,signal,
2020-01-24 04:00:00+00:00,short,9995.030302483963,2020-01-24 08:00:00+00:00,-5.033770529402318,signal,
2020-01-27 16:00:00+00:00,long,9989.99653195456,2020-01-28 01:02:00+00:00,1044.2244626337124,take_profit,11048.038859001404
2020-01-28 04:00:00+00:00,long,11034.220994588273,2020-01-28 04:10:00+00:00,-7.6161868072777,take_profit,11044.453453256827
2020-01-28 08:00:00+00:00,long,11026.604807780996,2020-01-28 14:12:00+00:00,151.52544398643113,take_profit,11182.731641700839
2020-01-28 16:00:00+00:00,long,11178.130251767427,2020-01-28 17:32:00+00:00,-331.0738491414395,stop_loss,10859.411259182178
2020-01-28 20:00:00+00:00,long,10847.056402625987,2020-01-28 22:45:00+00:00,100.9693020454597,take_profit,10952.302988766294
2020-01-29 16:01:00+00:00,long,10948.025704671447,2020-01-31 12:41:00+00:00,-102.27440764106723,stop_loss,10849.720512870734
2020-02-01 12:00:00+00:00,long,10845.75129703038,2020-02-02 04:08:00+00:00,-118.67133855467364,stop_loss,10728.1806106093
2020-02-02 08:02:00+00:00,long,10727.079958475706,2020-02-03 00:00:00+00:00,-14.032360850262194,signal,
2020-02-03 04:00:00+00:00,long,10713.047597625444,2020-02-03 20:00:00+00:00,2.7039783992968296,signal,
2020-02-04 00:01:00+00:00,long,10715.75157602474,2020-02-04 12:00:00+00:00,-37.07973249283168,signal,
2020-02-06 00:00:00+00:00,long,10678.671843531909,2020-02-09 04:00:00+00:00,152.29923650508863,signal,
2020-02-09 20:00:00+00:00,long,10830.971080036998,2020-02-10 05:58:00+00:00,-176.52306809013498,stop_loss,10659.63896156445
2020-02-10 08:01:00+00:00,long,10654.448011946863,2020-02-10 08:11:00+00:00,-7.60724105740519,stop_loss,10647.99652934558
2020-02-12 00:00:00+00:00,long,10646.840770889457,2020-02-13 09:25:00+00:00,-104.4823311390046,stop_loss,10546.709039149464
2020-02-14 04:00:00+00:00,long,10542.358439750453,2020-02-15 15:52:00+00:00,-167.98261686296064,stop_loss,10375.184486616128
2020-02-26 04:01:00+00:00,short,10374.375822887492,2020-02-26 16:45:00+00:00,103.60916100809118,take_profit,10478.831864275558
2020-02-29 04:00:00+00:00,short,10477.984983895583,2020-03-01 12:00:00+00:00,-0.5755912618606089,signal,
2020-03-01 16:00:00+00:00,short,10477.409392633723,2020-03-02 13:22:00+00:00,-49.41794329455661,stop_loss,10428.855512050039
2020-03-08 20:00:00+00:00,short,10427.991449339166,2020-03-09 04:34:00+00:00,34.58514079067754,take_profit,10462.86582438436
2020-03-10 04:00:00+00:00,short,10462.576590129844,2020-03-11 12:00:00+00:00,6.368866194445218,signal,
2020-03-11 20:00:00+00:00,short,10468.945456324289,2020-03-12 10:19:00+00:00,26.402256628098257,take_profit,10495.510757449521
2020-03-13 04:01:00+00:00,short,10495.347712952387,2020-03-15 21:57:00+00:00,-74.21051460498893,stop_loss,10421.394723352416
2020-03-17 08:00:00+00:00,short,10421.137198347398,2020-03-17 20:00:00+00:00,-0.13108864170499146,signal,
