window,total_return,sharpe,max_drawdown
recent_2024_2026_08,-0.022759903445141227,-0.3230206744579005,-0.04512431665908356
recent_2025_2026_08,-0.011810743256052803,-0.28937324759256394,-0.03751104257329596
recent_2026_ytd,0.005940635186204801,0.48234563878040576,-0.013356858785001813
