window,total_return,sharpe,max_drawdown
recent_2024_2026_08,-0.07271080176974343,-0.7187459247075664,-0.09199117482406083
recent_2025_2026_08,0.0027376738176077,0.07388265301312306,-0.025206135496619764
recent_2026_ytd,0.0030595736131173723,0.2213624280945184,-0.016769371970796976
