entry_time,side,equity_before,exit_time,pnl,exit_reason,equity_at_trigger
2020-01-23 16:00:00+00:00,short,10000.0,2020-01-24 20:00:00+00:00,-52.556775733308314,signal,
2020-01-27 16:00:00+00:00,long,9947.443224266692,2020-01-31 20:00:00+00:00,753.5408641552167,signal,
2020-02-01 08:00:00+00:00,long,10700.984088421908,2020-02-04 12:00:00+00:00,-184.55051616662058,signal,
2020-02-06 00:00:00+00:00,long,10516.433572255288,2020-02-10 05:58:00+00:00,-144.67851945404072,stop_loss,10375.83995567583
2020-02-10 08:00:00+00:00,long,10371.755052801247,2020-02-10 09:27:00+00:00,-44.31509674220615,stop_loss,10328.334460338147
2020-02-12 00:00:00+00:00,long,10327.439956059041,2020-02-15 15:53:00+00:00,-229.6610025355949,stop_loss,10098.5668536516
2020-02-26 04:00:00+00:00,short,10097.778953523446,2020-03-02 20:00:00+00:00,104.7448948223373,signal,
2020-03-08 20:00:00+00:00,short,10202.523848345783,2020-03-12 10:42:00+00:00,214.19916531724266,take_profit,10417.02283765782
2020-03-12 16:00:00+00:00,short,10416.723013663026,2020-03-13 13:34:00+00:00,29.20140229995377,stop_loss,10446.300505280204
2020-03-18 08:00:00+00:00,short,10445.92441596298,2020-03-19 16:00:00+00:00,-27.109187033596754,signal,
2020-03-29 04:00:00+00:00,short,10418.815228929383,2020-03-30 12:00:00+00:00,-43.90962175362256,signal,
2020-04-04 12:00:00+00:00,long,10374.90560717576,2020-04-05 08:00:00+00:00,6.723483758276416,signal,
2020-04-05 20:00:00+00:00,long,10381.629090934037,2020-04-09 04:00:00+00:00,51.09659466847552,signal,
2020-04-09 16:00:00+00:00,long,10432.725685602512,2020-04-10 08:00:00+00:00,-42.305412198731574,signal,
2020-04-23 20:00:00+00:00,long,10390.42027340378,2020-04-30 03:55:00+00:00,5792.202109732645,take_profit,16189.650656307433
2020-04-30 08:00:00+00:00,long,16182.622383136426,2020-04-30 09:58:00+00:00,-2094.5700400326386,stop_loss,14101.901226674318
2020-05-01 00:00:00+00:00,long,14088.052343103787,2020-05-04 08:00:00+00:00,272.6808986711949,signal,
2020-05-04 20:00:00+00:00,long,14360.733241774982,2020-05-10 00:00:00+00:00,1594.6638129698513,signal,
2020-05-14 12:00:00+00:00,long,15955.397054744833,2020-05-20 16:00:00+00:00,-711.7584933129983,signal,
2020-05-26 16:00:00+00:00,short,15243.638561431835,2020-05-27 12:00:00+00:00,-193.6113540268998,signal,
2020-05-29 08:00:00+00:00,long,15050.027207404935,2020-06-01 20:01:00+00:00,-147.10373175602035,signal,
2020-06-02 08:00:00+00:00,long,14902.923475648915,2020-06-02 14:48:00+00:00,-674.512764702733,stop_loss,14233.748177425286
2020-06-15 12:00:00+00:00,short,14228.410710946182,2020-06-15 20:00:00+00:00,-151.9823741004584,signal,
2020-06-20 00:00:00+00:00,short,14076.428336845724,2020-06-20 04:00:00+00:00,-3.6653754575636412,signal,
2020-06-24 00:00:00+00:00,long,14072.76296138816,2020-06-24 10:38:00+00:00,-763.5225681444026,stop_loss,13313.411409088114
2020-06-26 04:00:00+00:00,short,13309.240393243757,2020-06-27 12:00:00+00:00,44.04759916535477,signal,
2020-06-28 00:00:00+00:00,short,13353.287992409112,2020-07-01 04:00:00+00:00,-71.88126921639378,signal,
2020-07-04 16:00:00+00:00,short,13281.406723192718,2020-07-06 08:00:00+00:00,-85.15312470671233,signal,
2020-07-22 08:00:00+00:00,long,13196.253598486006,2020-07-26 10:05:00+00:00,4967.603515936296,take_profit,18190.369140620198
2020-07-26 20:00:00+00:00,long,18163.857114422302,2020-07-27 00:52:00+00:00,794.2430922282947,take_profit,18988.502543102593
2020-07-27 08:00:00+00:00,long,18958.100206650597,2020-08-01 06:16:00+00:00,3407.272268199904,take_profit,22373.041221305648
2020-08-01 08:00:00+00:00,long,22365.3724748505,2020-08-01 08:01:00+00:00,49.27812535554767,take_profit,22435.920603402425
2020-08-01 12:00:00+00:00,long,22414.65060020605,2020-08-01 12:06:00+00:00,12.560770644442528,take_profit,22434.738021250876
2020-08-01 16:00:00+00:00,long,22427.21137085049,2020-08-01 16:35:00+00:00,165.8775932474855,take_profit,22614.665361912423
2020-08-02 00:00:00+00:00,long,22593.088964097977,2020-08-02 04:39:00+00:00,-168.56167163742066,stop_loss,22431.981011040785
2020-09-04 04:00:00+00:00,short,22424.527292460556,2020-09-09 20:00:00+00:00,0.15033319276335533,signal,
2020-09-10 08:00:00+00:00,short,22424.67762565332,2020-09-11 20:00:00+00:00,-7.535749070750171,signal,
2020-09-22 12:00:00+00:00,short,22417.14187658257,2020-09-24 16:00:00+00:00,-18.419585573570657,signal,
2020-10-09 20:00:00+00:00,long,22398.722291009,2020-10-14 04:00:00+00:00,2613.770091400187,signal,
2020-10-14 16:00:00+00:00,long,25012.492382409186,2020-10-17 16:00:00+00:00,-141.16359774331795,signal,
2020-10-19 20:00:00+00:00,long,24871.328784665868,2020-10-21 22:53:00+00:00,12259.848825547491,take_profit,37175.84282647757
2020-10-22 00:00:00+00:00,long,37131.17761021336,2020-10-22 20:18:00+00:00,2955.9223637263203,take_profit,40130.30100264902
