,V1,V2,V3,V4.1,V5,V6,BTC
2020-01-20 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.05424661599663061
2020-01-20 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.05918487143733142
2020-01-20 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.05291876427958875
2020-01-20 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.053117341939820095
2020-01-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.0562105708780406
2020-01-21 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.0530464213468802
2020-01-21 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.057306021267449325
2020-01-21 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.054793250105289903
2020-01-21 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.056125466166512816
2020-01-21 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.06859330640532968
2020-01-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.0461256625620009
2020-01-22 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.04827728424319011
2020-01-22 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.04584525344837753
2020-01-22 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.05497437038879771
2020-01-22 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.05540534937666264
2020-01-22 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.053847278504077445
2020-01-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.05243868641968852
2020-01-23 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.0616518169855913
2020-01-23 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.06341173877654338
2020-01-23 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.07979876008981823
2020-01-23 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.0871057633347081
2020-01-23 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.08574190577817342
2020-01-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.0824402794053144
2020-01-24 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.09112532432532694
2020-01-24 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.08948433091330443
2020-01-24 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.08168088351783609
2020-01-24 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.07157197130880144
2020-01-24 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.07214042713836488
2020-01-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.07890952496295767
2020-01-25 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.09443677047259313
2020-01-25 08:00:00+00:00,0.0,0.0,0.0,0.0,-0.000327631075487389,0.0,-0.09230697051230852
2020-01-25 12:00:00+00:00,0.0,0.0,0.0,0.0,-0.0003139372933051998,0.0,-0.09232442788903206
2020-01-25 16:00:00+00:00,0.0,0.0,0.0,0.0,-0.0005544347757622248,0.0,-0.09042375599824559
2020-01-25 20:00:00+00:00,0.0,0.0,0.0,0.0,-0.0006118463614939174,0.0,-0.08725742429499472
2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.0,-0.0006118463614939174,0.0,-0.08952797435511362
2020-01-26 04:00:00+00:00,0.0,0.0,0.0,0.0,-0.0006118463614939174,0.0,-0.08659949940972256
2020-01-26 08:00:00+00:00,0.0,0.0,0.0,0.0,-0.0006118463614939174,0.0,-0.0849748722883783
2020-01-26 12:00:00+00:00,0.0,0.0,0.0,0.0,-0.0006118463614939174,0.0,-0.07456482033086087
2020-01-26 16:00:00+00:00,0.0,0.0,0.0,0.0,-0.0006118463614939174,0.0,-0.0768615564560653
2020-01-26 20:00:00+00:00,0.0,0.0,0.0,0.0,-0.0006118463614939174,0.0,-0.06548043791829516
2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.06044289364747901
2020-01-27 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.054345904826746394
2020-01-27 08:00:00+00:00,-0.0026156268650489034,-0.0027464082083014096,-0.0009841296079746709,-0.000843539663978321,-0.0007029497199819712,0.0,-0.05555591925090397
2020-01-27 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.046646110605574664
2020-01-27 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.041995901880814035
2020-01-27 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.025219362849392968
2020-01-28 00:00:00+00:00,-0.00467453077781077,-0.004908257316701303,-0.005187060329636339,-0.005187060329636339,-0.005187060329636228,-0.0018347299043118825,-0.02744845163979326
2020-01-28 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.004435264773850589
2020-01-28 08:00:00+00:00,-0.017129368005933454,-0.017985836406230082,-0.0238400791345732,-0.02384007913457331,-0.0238400791345732,-0.0004011637384806477,-0.012777708675661748
2020-01-28 12:00:00+00:00,-0.009214271317276035,-0.009682226916300052,-0.016266287535823154,-0.016266287535823043,-0.016266287535822932,0.0,-0.00821042249033832
2020-01-28 16:00:00+00:00,-0.02274113102990938,-0.016827109613329116,-0.02346793232617672,-0.02099277635290142,-0.02161146316001994,-0.005278738322002541,-0.014834405870916001
2020-01-28 20:00:00+00:00,-0.025898621960959933,-0.020211924616320043,-0.026909899078147115,-0.02464223429720369,-0.025208954457799027,-0.006393833118988557,-0.01585566240924885
2020-01-29 00:00:00+00:00,0.0,0.0,0.0,-0.0016142130680479871,0.0,0.0,0.0
2020-01-29 04:00:00+00:00,-0.00985176692323586,-0.008963994766671646,-0.012313169625977616,-0.014097729812198478,-0.012456067692022343,-0.008055132192637426,-0.0041962000131926525
2020-01-29 08:00:00+00:00,-0.007046958275552351,-0.008198241598791456,-0.01127816000823123,-0.01395267718095039,-0.012088411385995923,-0.007665479013919341,-0.0028162630413086642
2020-01-29 12:00:00+00:00,-0.022029083226596136,-0.014643987594693542,-0.019994968095032317,-0.019168614523402017,-0.01818517668787567,-0.019937296882319044,-0.009097795718258639
2020-01-29 16:00:00+00:00,-0.026427272628837706,-0.016552718775657893,-0.022570191710911902,-0.020715051571076448,-0.01999116221444941,-0.02176944563703731,-0.011277819508074272
2020-01-29 20:00:00+00:00,-0.004585418298299948,-0.007049388996030137,-0.009757353597337426,-0.013012757613062087,-0.010998510120813432,-0.015042219051487282,0.0
2020-01-30 00:00:00+00:00,-0.023842493066984605,-0.015323428211891588,-0.020950871469584853,-0.019706789249130052,-0.018824151770363562,-0.0208830906481956,-0.009463870059021495
2020-01-30 04:00:00+00:00,-0.029362543890566806,-0.017721821455862763,-0.024185812108725613,-0.02165022002496364,-0.02109352914189766,-0.022580284516763638,-0.011970263703249717
2020-01-30 08:00:00+00:00,-0.005744859117768786,-0.007427010384400412,-0.010312311536512686,-0.013304490027961191,-0.01135130387352079,-0.015290157491537393,-0.00020957535989507559
2020-01-30 12:00:00+00:00,-0.01658563226044507,-0.017449413686529525,-0.023866519669214492,-0.02705034236824788,-0.02506609546766303,-0.018581282778241226,-0.005293639547402251
2020-01-30 16:00:00+00:00,-0.00748909247245888,-0.013818882015205869,-0.018974567894964434,-0.024602565564882606,-0.022005135898550354,-0.015798574140123867,-0.0007925565640704013
2020-01-30 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-0.007945998105655105,0.0
2020-01-31 00:00:00+00:00,0.0,0.0,0.0,-0.00012108947864597486,0.0,-0.008256809257363606,0.0
2020-01-31 04:00:00+00:00,-0.016223706591569242,-0.014621043801826716,-0.019831043134331816,-0.02018442323911729,-0.020007083418568272,-0.013583554577423773,-0.007401054204061119
2020-01-31 08:00:00+00:00,-0.03206051244533925,-0.02195942630794978,-0.027593520040158914,-0.02531426637023837,-0.025795336878370545,-0.02635859761618231,-0.015217827197457123
2020-01-31 12:00:00+00:00,-0.04247763820764916,-0.03152709766862816,-0.037332467288359594,-0.03525179414295887,-0.03568404324809238,-0.03448386663716352,-0.01964271279605534
2020-01-31 16:00:00+00:00,-0.0406562339907367,-0.031158316662779573,-0.036957177617413794,-0.03537681671859971,-0.03568379618759243,-0.033059715885001006,-0.018730441008348864
2020-01-31 20:00:00+00:00,-0.047813733141091275,-0.03429392772772921,-0.0401482314937468,-0.03729459097121002,-0.03792048745621257,-0.03865375781507996,-0.02192076777801444
2020-02-01 00:00:00+00:00,-0.03785892719849193,-0.02991429015901348,-0.035691499229400625,-0.03461260169020508,-0.03479353425200582,-0.030860308165708505,-0.016918494972007148
2020-02-01 04:00:00+00:00,-0.023151401278758366,-0.02348159012192763,-0.02914486082840273,-0.03068022390328473,-0.030206620006247964,-0.019372788586714096,-0.008829825093668031
2020-02-01 08:00:00+00:00,-0.024627639592454176,-0.024121755194652095,-0.029796466925291365,-0.03107056927024343,-0.030662245441537728,-0.020521926546615665,-0.009562581949616122
2020-02-01 12:00:00+00:00,-0.04066677335434876,-0.031083024358248057,-0.03688203715628968,-0.03531632841022081,-0.03561771854830009,-0.03301140200670882,-0.01687965255987256
2020-02-01 16:00:00+00:00,-0.04571340796612855,-0.03329408811422818,-0.039132196889816284,-0.03666861905610952,-0.037194898066091664,-0.036955909129076314,-0.019409658323246592
2020-02-01 20:00:00+00:00,-0.039636554495062204,-0.030623686127325245,-0.036414724912281926,-0.035033955458690036,-0.03528883241054115,-0.031823867123338845,-0.015873949024058254
2020-02-02 00:00:00+00:00,-0.035808456015329004,-0.02894750012419034,-0.03470888164417241,-0.03400898286502818,-0.03409334689886523,-0.028548677094084374,-0.013954923905615035
2020-02-02 04:00:00+00:00,-0.06120428972030534,-0.04004242056211882,-0.046000571915824295,-0.04078890935348389,-0.04200257032951926,-0.05026342792965699,-0.026381346403979822
2020-02-02 08:00:00+00:00,-0.039514847510857876,-0.03042161020084022,-0.042397003928100974,-0.03896265387560505,-0.04028011791529862,-0.031136290632647556,-0.01537739602568633
2020-02-02 12:00:00+00:00,-0.040496546196768346,-0.030851495710613408,-0.04256870749448538,-0.03905127526307928,-0.0403661594832343,-0.032000585728303,-0.00869230195881221
2020-02-02 16:00:00+00:00,-0.040496546196768346,-0.030851495710613408,-0.04256870749448538,-0.03905127526307928,-0.0403661594832343,-0.032000585728303,-0.007119709164814636
2020-02-02 20:00:00+00:00,-0.04412252823753826,-0.03469691101704897,-0.046458012130096815,-0.04295486851197283,-0.04426441137203996,-0.03337070996513003,-0.007943798179025685
2020-02-03 00:00:00+00:00,-0.06566463857722382,-0.04689037742699853,-0.05878956125174151,-0.050771442624488516,-0.053208612133569866,-0.04152634935745214,-0.01968050541326738
2020-02-03 04:00:00+00:00,-0.06655455416683231,-0.04737983973446669,-0.05928442119321853,-0.051070887999728365,-0.053557068098411764,-0.04186812275185248,-0.013606391991324629
2020-02-03 08:00:00+00:00,-0.0714603743047566,-0.050009225738838925,-0.060215075333798884,-0.051553721672183195,-0.05402526077705572,-0.04375420655345452,-0.016028268877674834
2020-02-03 12:00:00+00:00,-0.07492149586091357,-0.051868292992811926,-0.060874084411765006,-0.05189576421032349,-0.054356935570038734,-0.04508864329844442,-0.017736285216682912
2020-02-03 16:00:00+00:00,-0.08786468383761148,-0.058832804219876134,-0.06334599642022087,-0.05317918694941903,-0.05560146860223247,-0.05009057516737725,-0.025458576667047983
2020-02-03 20:00:00+00:00,-0.07964214003268733,-0.050068863053602475,-0.06021958177320752,-0.05052474885206559,-0.05338369142968136,-0.04688474016908062,-0.020424810013363714
2020-02-04 00:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.02362353514241
2020-02-04 04:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.024320598970990925
2020-02-04 08:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.02537039389355289
2020-02-04 12:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.03484374327475115
2020-02-04 16:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.03329109658428231
2020-02-04 20:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.035553404642403086
2020-02-05 00:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.03436188740529522
2020-02-05 04:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.029779532568312783
2020-02-05 08:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.026105250339346076
2020-02-05 12:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.0107782444699428
2020-02-05 16:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.0026664791033069735
2020-02-05 20:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,0.0
2020-02-06 00:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.005300930038465879
2020-02-06 04:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.0038476158209831413
2020-02-06 08:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,-0.004164721339652067
2020-02-06 12:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,0.0
2020-02-06 16:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.04720226087655377,0.0
2020-02-06 20:00:00+00:00,-0.0804611162908141,-0.05098955986651532,-0.060545972730199016,-0.05080739858888683,-0.05361852364372521,-0.057086210525681635,-0.004578510693225346
2020-02-07 00:00:00+00:00,-0.07713452522029074,-0.0491860541857887,-0.058718148470430886,-0.0497660575777068,-0.052329352150920716,-0.053015265076459483,-0.00224588857494723
2020-02-07 04:00:00+00:00,-0.07592213964217442,-0.04853027563288825,-0.05805348698081325,-0.04938782074177073,-0.05186093121152868,-0.05184881206859149,-0.0012234531582744346
2020-02-07 08:00:00+00:00,-0.07286304396212817,-0.04687664399599434,-0.05637742834990256,-0.04843432493058186,-0.05067997703492988,-0.04890585453539609,0.0
2020-02-07 12:00:00+00:00,-0.07052998410151268,-0.04561745649348592,-0.05510111068939594,-0.04770880110828901,-0.04978116032258184,-0.04666183101825028,0.0
2020-02-07 16:00:00+00:00,-0.07224495892968241,-0.046541950619756856,-0.05603821119630381,-0.048241182731615706,-0.050440823908269206,-0.04831109909686471,-0.0009389843489031602
2020-02-07 20:00:00+00:00,-0.07774495988590091,-0.05321472068913935,-0.06280173279268064,-0.055278412479283556,-0.057393895099456804,-0.05360098558434678,-0.003607247900015653
2020-02-08 00:00:00+00:00,-0.07073955168011359,-0.04972744006447305,-0.05926762455974832,-0.05355497861172698,-0.055215656862782625,-0.046860695387448525,0.0
2020-02-08 04:00:00+00:00,-0.08916784817526269,-0.07140569403159469,-0.08123892327255489,-0.0758659383838437,-0.07743599941094659,-0.06583652993832445,-0.009693000676066599
