code,strategy,final_equity,total_return,cagr,sharpe,max_drawdown
V1,基础趋势跟随与 ATR 仓位,627973.0318928583,61.797303189285834,0.86401804528211,1.4626439347427092,-0.3528911260769326
V2,资金费率拥挤过滤趋势,699256.9947512284,68.92569947512284,0.8944109612875679,1.547140623303546,-0.3250139495128699
V3,波动率与下行风险自适应,1123983.9136347948,111.39839136347948,1.0346030913694078,1.69619802342738,-0.31853121697313047
V4.1,稳健长多趋势-反弹混合,1081865.3117266654,107.18653117266653,1.0229477387821762,1.7021980819729536,-0.3071868664278208
V5,谨慎对称趋势与空头确认,981136.9998717083,97.11369998717083,0.9934264446024281,1.6692653796952066,-0.3040197849237535
V6,置信度驱动多周期动态风险,69275.76893310044,5.927576893310044,0.33795663370523976,1.0070023973856919,-0.3221745571835244
BTC,BTCUSDT 价格基准,110309.27835051547,10.030927835051546,0.43493399136711774,0.90551895393471,-0.7708301064203099
