,V4,V4.1.2,V4.2.2,V7.1,V7.1.2,V7.1.3,BTC
2024-08-03 20:00:00+00:00,273875.1701850069,226467.89296679306,124907.64815323922,521240.48071115365,641922.7279833634,270010.72612076526,83383.57577561915
2024-08-04 00:00:00+00:00,273875.6328175296,226467.89296679306,124908.31879725638,521028.13238322054,641630.3442289981,269918.4185592518,84031.48864871601
2024-08-04 04:00:00+00:00,273875.6530150266,226467.89296679306,124908.31879725638,521018.86173211137,641617.579410913,269914.38861841895,84060.15245823325
2024-08-04 08:00:00+00:00,273875.29023839027,226467.89296679306,124908.98944489761,521008.67640750547,641603.0415381578,269910.30250262434,83562.62073071944
2024-08-04 12:00:00+00:00,273875.8190246272,226467.89296679306,124908.98944489761,521008.67640750547,641603.0415381578,269910.30250262434,84302.2024052675
2024-08-04 16:00:00+00:00,273873.99232462724,226467.89296679306,124909.66009613962,521008.67640750547,641603.0415381578,269910.30250262434,81795.7115063732
2024-08-04 20:00:00+00:00,273874.1722183972,226467.89296679306,124909.66009613962,521008.67640750547,641603.0415381578,269910.30250262434,82022.806422355
2024-08-05 00:00:00+00:00,273873.0758183972,226467.89296679306,124910.33075098244,521008.67640750547,641603.0415381578,269910.30250262434,80514.1484286832
2024-08-05 04:00:00+00:00,273868.7736044883,226467.89296679306,124910.33075098244,521008.67640750547,641603.0415381578,269910.30250262434,74586.9711215581
2024-08-05 08:00:00+00:00,273867.5889044883,226467.89296679306,124911.00140942608,521008.67640750547,641603.0415381578,269910.30250262434,72899.68359031524
2024-08-05 12:00:00+00:00,273866.2570714572,226467.89296679306,124911.00140942608,521008.67640750547,641603.0415381578,269910.30250262434,71059.66088082363
2024-08-05 16:00:00+00:00,273869.21937217686,226467.89296679306,124911.67207147057,521008.67640750547,641603.0415381578,269910.30250262434,75176.44859554258
2024-08-05 20:00:00+00:00,273868.38343242405,226467.89296679306,124911.67207147057,521008.67640750547,641603.0415381578,269910.30250262434,74014.11034874302
2024-08-06 00:00:00+00:00,273868.89343242405,226467.89296679306,124912.34273711592,521008.67640750547,641603.0415381578,269910.30250262434,74779.44791010364
2024-08-06 04:00:00+00:00,273870.5611074161,226467.89296679306,124912.34273711592,521008.67640750547,641603.0415381578,269910.30250262434,77043.47344443445
2024-08-06 08:00:00+00:00,273870.8985911585,226467.89296679306,124913.01340636217,521008.67640750547,641603.0415381578,269910.30250262434,77515.6647026649
2024-08-06 12:00:00+00:00,273870.1099228065,226467.89296679306,124913.01340636217,521008.67640750547,641603.0415381578,269910.30250262434,76420.20867807219
2024-08-06 16:00:00+00:00,273871.301448208,226467.89296679306,124913.6840792093,521008.67640750547,641603.0415381578,269910.30250262434,78056.95374325813
2024-08-06 20:00:00+00:00,273871.6627713528,226467.89296679306,124913.6840792093,521008.67640750547,641603.0415381578,269910.30250262434,78565.14785402229
2024-08-07 00:00:00+00:00,273870.92746781494,226467.89296679306,124914.35475565738,521008.67640750547,641603.0415381578,269910.30250262434,77532.41987634405
2024-08-07 04:00:00+00:00,273871.7516635503,226467.89296679306,124914.35475565738,521008.67640750547,641603.0415381578,269910.30250262434,78689.49616777331
2024-08-07 08:00:00+00:00,273871.8167129443,226467.89296679306,124915.02543572965,521001.4295022925,641595.3272780664,269907.9143526017,78789.05790227995
2024-08-07 12:00:00+00:00,273871.86098286853,226467.89296679306,124915.02543572965,520997.97644820076,641590.5461262472,269906.434222597,78843.47759860974
2024-08-07 16:00:00+00:00,273870.9950828685,226467.89296679306,124915.69611935632,521065.51664820075,641684.0633262472,269935.38490622095,77638.07440127949
2024-08-07 20:00:00+00:00,273869.6689758073,226467.89296679306,124915.69611935632,521168.9529989769,641827.2828888604,269979.7222500035,75799.71336190483
2024-08-08 00:00:00+00:00,273870.02396561793,226467.89296679306,124916.36680663053,521141.2637937494,641788.9439893146,269967.85344564193,76302.3685722792
2024-08-08 04:00:00+00:00,273871.95184173627,226467.89296679306,124916.36680663053,520990.88945651834,641580.7333685332,269903.39642800885,78973.2263402408
2024-08-08 08:00:00+00:00,273872.08081255446,226467.89296679306,124917.03749745918,520980.82973270025,641566.8045201697,269899.0843904134,79159.74881086733
2024-08-08 12:00:00+00:00,273872.21164602245,226467.89296679306,124917.03749745918,520970.62472219125,641552.6745056189,269894.7100765881,79334.0857006363
2024-08-08 16:00:00+00:00,273874.3028013103,226467.89296679306,124917.70819191216,520807.5146097366,641326.8297345279,269824.7939486888,82240.6236801839
2024-08-08 20:00:00+00:00,273874.2999672321,226467.89296679306,124917.70819191216,520805.2077043142,641323.625268026,269823.8117707716,82237.5772849695
2024-08-09 00:00:00+00:00,273876.5835032624,226467.89296679306,124918.37888996616,520805.2077043142,641323.625268026,269823.8117707716,85381.87256374929
2024-08-09 04:00:00+00:00,273876.24771736044,226467.89296679306,124918.37888996616,520805.2077043142,641323.625268026,269823.8117707716,84921.03605131792
2024-08-09 08:00:00+00:00,273875.75635648926,226467.89296679306,124919.04959162122,520805.2077043142,641323.625268026,269823.8117707716,84252.21382924955
2024-08-09 12:00:00+00:00,273875.5469765102,226467.89296679306,124919.04959162122,520805.2077043142,641323.625268026,269823.8117707716,83960.72919623632
2024-08-09 16:00:00+00:00,273874.70025494957,226467.89296679306,124919.72029687735,520805.2077043142,641323.625268026,269823.8117707716,82787.72856618642
2024-08-09 20:00:00+00:00,273875.5535332158,226467.89296679306,124919.72029687735,520805.2077043142,641323.625268026,269823.8117707716,83982.88479779552
2024-08-10 00:00:00+00:00,273875.7090617461,226467.89296679306,124920.3910057346,520805.2077043142,641323.625268026,269823.8117707716,84203.19456079982
2024-08-10 04:00:00+00:00,273875.322458825,226467.89296679306,124920.3910057346,520805.2077043142,641323.625268026,269823.8117707716,83651.24313695624
2024-08-10 08:00:00+00:00,273875.7236018736,226467.89296679306,124921.06171819294,520805.2077043142,641323.625268026,269823.8117707716,84204.44081338753
2024-08-10 12:00:00+00:00,273875.8055974143,226467.89296679306,124921.06171819294,520805.2077043142,641323.625268026,269823.8117707716,84319.23452396614
2024-08-10 16:00:00+00:00,273875.3974974143,226467.89296679306,124921.73243425244,520805.2077043142,641323.625268026,269823.8117707716,83748.86625632647
2024-08-10 20:00:00+00:00,273875.9035761812,226467.89296679306,124921.73243425244,520805.2077043142,641323.625268026,269823.8117707716,84453.13744088955
2024-08-11 00:00:00+00:00,273875.80992258404,226467.89296679306,124922.40315391308,520805.2077043142,641323.625268026,269823.8117707716,84315.77271122251
2024-08-11 04:00:00+00:00,273875.9668105246,226467.89296679306,124922.40315391308,520805.2077043142,641323.625268026,269823.8117707716,84544.11387979203
2024-08-11 08:00:00+00:00,273876.1353105246,226467.89296679306,124923.0738771749,520805.2077043142,641323.625268026,269823.8117707716,84779.65561886827
2024-08-11 12:00:00+00:00,273875.55633542105,226467.89296679306,124923.0738771749,520805.2077043142,641323.625268026,269823.8117707716,83966.40656913587
2024-08-11 16:00:00+00:00,273875.01213642105,226467.89296679306,124923.74460406118,520805.2077043142,641323.625268026,269823.8117707716,83221.97835674674
2024-08-11 20:00:00+00:00,273874.51592423726,226467.89296679306,124923.74460406118,520805.2077043142,641323.625268026,269823.8117707716,82526.84635782681
2024-08-12 00:00:00+00:00,273873.6056242373,226467.89296679306,124924.4153345021,520805.2077043142,641323.625268026,269823.8117707716,81273.80861714428
2024-08-12 04:00:00+00:00,273873.396906338,226467.89296679306,124924.4153345021,520805.2077043142,641323.625268026,269823.8117707716,80990.63233471576
