window,total_return,sharpe,max_drawdown
recent_2024_2026_08,0.09211529342830094,0.3065846401276629,-0.17882068087123004
recent_2025_2026_08,0.023915319538415414,0.20797790171527883,-0.06649686454052828
recent_2026_ytd,0.012040967184196782,0.22817527819437428,-0.06649686454052828
