timestamp,reason,side,quantity,price,notional,fee,slippage_bps,participation,realized_pnl,position_after
2020-01-26 20:00:00+00:00,signal,buy,0.552,8567.155559231143,4729.069868695591,1.3241395632347654,2.131335548243225,0.019998751917481235,0.0,0.552
2020-01-26 20:01:00+00:00,signal,buy,0.16,8565.02427878046,1370.4038846048736,0.3837130876893646,2.1303703994526635,0.01996464437435584,0.0,0.7120000000000001
2020-01-26 20:02:00+00:00,signal,buy,0.057,8564.428021020447,488.17239719816547,0.13668827121548632,1.177124350373646,0.0004902036796138455,0.0,0.7690000000000001
2020-01-27 12:00:00+00:00,signal,buy,1.86,8738.598773849717,16253.793719360474,4.551062241420932,1.5551522559946513,0.004815531677124236,0.0,2.6290000000000004
2020-01-28 04:00:00+00:00,signal,buy,0.792,9126.204089364957,7227.953638777047,2.023827018857573,1.8347129824285497,0.010886652547418196,0.0,3.4210000000000003
2020-01-28 08:00:00+00:00,signal,sell,0.9510000000000001,9046.312549106411,8603.043234200197,2.408852105576055,1.887098938319451,0.01229600822449214,244.08584550888676,2.47
2020-01-29 00:00:00+00:00,signal,buy,0.506,9400.878051964399,4756.8442942939855,1.3319164024023158,1.2320068729705307,0.0008410498297744373,0.0,2.976
2020-01-31 04:00:00+00:00,signal,sell,0.715,9453.67590793788,6759.378274175584,1.8926259167691633,1.5801852976931223,0.005259609057175888,400.4718574481801,2.261
2020-02-02 04:00:00+00:00,signal,sell,1.171,9271.863429010726,10857.35207537156,3.0400585811040366,2.131340404055297,0.01999892359137504,442.97527259143277,1.09
2020-02-02 04:01:00+00:00,signal,sell,0.343,9266.378810339313,3178.3679319463845,0.8899430209449876,1.738445618398714,0.00852034267706655,127.8715669988321,0.7470000000000001
2020-02-02 08:00:00+00:00,signal,sell,0.747,9377.770150300414,7005.194302274409,1.9614544046368343,1.7376907900129825,0.008502932838593411,361.693472490673,0.0
2020-02-02 16:00:00+00:00,signal,buy,2.456,9459.566466546143,23232.695241837326,6.505154667714451,1.8360094716676345,0.010920497448718711,0.0,2.456
2020-02-03 00:00:00+00:00,signal,sell,2.456,9338.627752452781,22935.66976002403,6.421987532806727,1.9937364605260683,0.015429877390294973,-297.02548181329547,0.0
2020-02-03 04:00:00+00:00,signal,buy,0.673,9398.281034118376,6325.043135961668,1.7710120780692669,1.703829563606969,0.007740250853237132,0.0,0.673
2020-02-03 20:00:00+00:00,signal,sell,0.673,9330.550300306999,6279.460352106611,1.758248898589851,1.7248950864549628,0.00821051384947731,-45.58278385505667,0.0
2020-02-06 20:00:00+00:00,signal,buy,1.94,9756.188947892926,18927.006558912275,5.299561836495436,2.131355800709217,0.019999467934349893,0.0,1.94
2020-02-06 20:01:00+00:00,signal,buy,0.233,9762.278888037166,2274.6109809126597,0.6368910746555446,2.1299645879842797,0.019950312032788794,0.0,2.173
2020-02-06 20:02:00+00:00,signal,buy,0.14400000000000002,9762.269258850372,1405.7667732744537,0.393614696516847,2.13034669445026,0.019963807025853576,0.0,2.317
2020-02-06 20:03:00+00:00,signal,buy,0.054,9760.79849760079,527.0831188704427,0.14758327328372395,1.166534080890582,0.0004333375015323574,0.0,2.371
