,V4,V4.1,V4.2,BTC
2020-01-06 00:00:00+00:00,10000.0,10000.0,10000.805398135739,10183.766867682592
2020-01-06 04:00:00+00:00,10000.0,10000.0,10000.805398135739,10438.95785589166
2020-01-06 08:00:00+00:00,10000.0,10000.0,10000.8590936511,10392.846510146574
2020-01-06 12:00:00+00:00,10000.0,10000.0,10000.8590936511,10440.827234773218
2020-01-06 16:00:00+00:00,10000.0,10000.0,10000.912789454758,10407.48305442662
2020-01-06 20:00:00+00:00,10000.0,10000.0,10000.912789454758,10437.905464817599
2020-01-07 00:00:00+00:00,10000.0,10000.0,10000.966485546716,10741.852623707879
2020-01-07 04:00:00+00:00,10000.0,10000.0,10000.966485546716,10937.375807467824
2020-01-07 08:00:00+00:00,10000.0,10000.0,10001.020181928838,10920.856037055244
2020-01-07 12:00:00+00:00,10000.0,10000.0,10001.020181928838,10939.134408341584
2020-01-07 16:00:00+00:00,10000.0,10000.0,10001.073878595533,10758.081601849994
2020-01-07 20:00:00+00:00,10000.0,10000.0,10001.073878595533,11185.407766923072
2020-01-08 00:00:00+00:00,10000.0,10000.0,10001.127575552395,11288.957509710384
2020-01-08 04:00:00+00:00,10000.0,10000.0,10001.127575552395,11496.84628859056
2020-01-08 08:00:00+00:00,10000.0,10000.0,10001.181272797567,11495.25385472849
2020-01-08 12:00:00+00:00,10000.0,10000.0,10001.181272797567,11542.071410273278
2020-01-08 16:00:00+00:00,10000.0,10000.0,10001.234970332906,11502.066702207945
2020-01-08 20:00:00+00:00,10000.0,10000.0,10001.234970332906,11029.404637444351
2020-01-09 00:00:00+00:00,10000.0,10000.0,10001.288668152825,11160.66272943164
2020-01-09 04:00:00+00:00,10000.0,10000.0,10001.288668152825,11018.783795946909
2020-01-09 08:00:00+00:00,10000.0,10000.0,10001.34236626292,11013.771091094142
2020-01-09 12:00:00+00:00,10000.0,10000.0,10001.34236626292,10913.752397305325
2020-01-09 16:00:00+00:00,10000.0,10000.0,10001.396064661325,10952.330838520284
2020-01-09 20:00:00+00:00,10000.0,10000.0,10001.396064661325,10968.87830343481
2020-01-10 00:00:00+00:00,10000.0,10000.0,10001.449763348044,10826.59779967182
2020-01-10 04:00:00+00:00,10000.0,10000.0,10001.449763348044,10826.514716165973
2020-01-10 08:00:00+00:00,10000.0,10000.0,10001.503462323079,10734.90130371868
2020-01-10 12:00:00+00:00,10000.0,10000.0,10001.503462323079,10857.657183607625
2020-01-10 16:00:00+00:00,10000.0,10000.0,10001.557161586428,11170.134249098199
2020-01-10 20:00:00+00:00,10000.0,10000.0,10001.557161586428,11166.893992370166
2020-01-11 00:00:00+00:00,10000.0,10000.0,10001.610861138095,11364.563500031158
2020-01-11 04:00:00+00:00,10000.0,10000.0,10001.610861138095,11307.457437012317
2020-01-11 08:00:00+00:00,10000.0,10000.0,10001.664560978083,11187.927966600431
2020-01-11 12:00:00+00:00,10000.0,10000.0,10001.664560978083,11146.773936704218
2020-01-11 16:00:00+00:00,10000.0,10000.0,10001.71826110639,11218.613474759924
2020-01-11 20:00:00+00:00,10000.0,10000.0,10001.71826110639,11290.909972097788
2020-01-12 00:00:00+00:00,10000.0,10000.0,10001.771961523023,11106.270727603804
2020-01-12 04:00:00+00:00,10000.0,10000.0,10001.771961523023,11205.33396107538
2020-01-12 08:00:00+00:00,10000.0,10000.0,10001.825662227977,11212.88071285648
2020-01-12 12:00:00+00:00,10000.0,10000.0,10001.825662227977,11240.824465323023
2020-01-12 16:00:00+00:00,10000.0,10000.0,10001.879363221258,11291.630029148466
2020-01-12 20:00:00+00:00,10000.0,10000.0,10001.879363221258,11260.584492463635
2020-01-13 00:00:00+00:00,10000.0,10000.0,10001.933064504728,11336.32895529415
2020-01-13 04:00:00+00:00,10000.0,10000.0,10001.933064504728,11227.669576897246
2020-01-13 08:00:00+00:00,10000.0,10000.0,10001.9867660728,11180.727396093691
2020-01-13 12:00:00+00:00,10000.0,10000.0,10001.9867660728,11188.578787396233
2020-01-13 16:00:00+00:00,10000.0,10000.0,10002.040467931063,11196.69327646729
2020-01-13 20:00:00+00:00,10000.0,10000.0,10002.040467931063,11232.626892746119
2020-01-14 00:00:00+00:00,10000.0,10000.0,10002.09417007766,11234.274715612082
2020-01-14 04:00:00+00:00,10000.0,10000.0,10002.09417007766,11728.400019386152
2020-01-14 08:00:00+00:00,10000.0,10000.0,10002.14787251259,11791.668109088645
2020-01-14 12:00:00+00:00,10000.0,10000.0,10002.14787251259,11812.037415272134
2020-01-14 16:00:00+00:00,10000.0,10000.0,10002.20157523772,12027.72219645095
2020-01-14 20:00:00+00:00,10000.0,10000.0,10002.20157523772,12153.205984781873
2020-01-15 00:00:00+00:00,10000.0,10000.0,10002.255278247456,12220.198984996505
2020-01-15 04:00:00+00:00,10000.0,10000.0,10002.255278247456,12089.217838028706
2020-01-15 08:00:00+00:00,10000.0,10000.0,10002.308981547396,11952.379303898695
2020-01-15 12:00:00+00:00,10000.0,10000.0,10002.308981547396,12099.810985024198
2020-01-15 16:00:00+00:00,10000.0,10000.0,10002.362685135675,12141.505057708418
2020-01-15 20:00:00+00:00,10000.0,10000.0,10002.362685135675,12139.192566795678
2020-01-16 00:00:00+00:00,10000.0,10000.0,10002.416389012295,12220.614402525738
2020-01-16 04:00:00+00:00,10000.0,10000.0,10002.416389012295,11972.942471595828
2020-01-16 08:00:00+00:00,10000.0,10000.0,10002.470093177257,12031.377870708218
2020-01-16 12:00:00+00:00,10000.0,10000.0,10002.470093177257,12089.134754522858
2020-01-16 16:00:00+00:00,10000.0,10000.0,10002.523797630563,12069.028546107886
2020-01-16 20:00:00+00:00,10000.0,10000.0,10002.523797630563,12060.401708750773
2020-01-17 00:00:00+00:00,10000.0,10000.0,10002.577502372214,12081.837253259298
2020-01-17 04:00:00+00:00,10000.0,10000.0,10002.577502372214,12169.94731121004
2020-01-17 08:00:00+00:00,10000.0,10000.0,10002.631207402213,12385.673634141784
2020-01-17 12:00:00+00:00,10000.0,10000.0,10002.631207402213,12344.145728469255
2020-01-17 16:00:00+00:00,10000.0,10000.0,10002.68491272056,12264.662507875626
2020-01-17 20:00:00+00:00,10000.0,10000.0,10002.68491272056,12301.620820726564
2020-01-18 00:00:00+00:00,10000.0,10000.0,10002.738618329124,12349.97542112952
2020-01-18 04:00:00+00:00,10000.0,10000.0,10002.738618329124,12367.118317835952
2020-01-18 08:00:00+00:00,10000.0,10000.0,10002.792324224172,12258.694342705614
2020-01-18 12:00:00+00:00,10000.0,10000.0,10002.792324224172,12304.653368689982
2020-01-18 16:00:00+00:00,10000.0,10000.0,10002.84603040571,12337.900618279757
2020-01-18 20:00:00+00:00,10000.0,10000.0,10002.84603040571,12343.619532932224
2020-01-19 00:00:00+00:00,10000.0,10000.0,10002.899736877469,12358.671494741506
2020-01-19 04:00:00+00:00,10000.0,10000.0,10002.899736877469,12691.254768647055
2020-01-19 08:00:00+00:00,10000.0,10000.0,10002.953443637583,12590.211378286125
2020-01-19 12:00:00+00:00,10000.0,10000.0,10002.953443637583,12053.81041728691
2020-01-19 16:00:00+00:00,10000.0,10000.0,10003.007150686057,11962.6401168708
2020-01-19 20:00:00+00:00,10000.0,10000.0,10003.007150686057,11984.809565680975
2020-01-20 00:00:00+00:00,10000.0,10000.0,10003.060858022887,12055.208989635334
2020-01-20 04:00:00+00:00,10000.0,10000.0,10003.060858022887,12007.726766043772
2020-01-20 08:00:00+00:00,10000.0,10000.0,10003.114565648082,12002.797144696851
2020-01-20 12:00:00+00:00,10000.0,10000.0,10003.114565648082,11940.12448678626
2020-01-20 16:00:00+00:00,10000.0,10000.0,10003.168273561638,12019.649249132815
2020-01-20 20:00:00+00:00,10000.0,10000.0,10003.168273561638,12017.129049455458
2020-01-21 00:00:00+00:00,10000.0,10000.0,10002.249466550642,11977.872092942749
2020-01-21 04:00:00+00:00,10000.0,10000.0,10002.249466550642,12018.0291207688
2020-01-21 08:00:00+00:00,10000.0,10000.0,10002.434608188269,11963.96945296435
2020-01-21 12:00:00+00:00,10000.0,10000.0,10002.434608188269,11995.859671958624
2020-01-21 16:00:00+00:00,10000.0,10000.0,10002.62353417315,11978.95217851876
2020-01-21 20:00:00+00:00,10000.0,10000.0,10002.62353417315,11820.719641633146
2020-01-22 00:00:00+00:00,10000.0,10000.0,10002.743565655559,12105.862233700056
2020-01-22 04:00:00+00:00,10000.0,10000.0,10002.743565655559,12078.55545477834
2020-01-22 08:00:00+00:00,10000.0,10000.0,10003.000340083985,12109.420977200502
2020-01-22 12:00:00+00:00,10000.0,10000.0,10003.000340083985,11993.561028296857
2020-01-22 16:00:00+00:00,10000.0,10000.0,10003.120376088065,11988.09136416193
2020-01-22 20:00:00+00:00,10000.0,10000.0,10003.120376088065,12007.865238553517
2020-01-23 00:00:00+00:00,10000.0,10000.0,10003.24041353258,12025.742039561595
2020-01-23 04:00:00+00:00,10000.0,10000.0,10003.24041353258,11908.815852332915
2020-01-23 08:00:00+00:00,10000.0,10000.0,10003.36045241754,11886.480236511048
2020-01-23 12:00:00+00:00,10000.0,10000.0,10003.36045241754,11678.508374125027
2020-01-23 16:00:00+00:00,10000.0,10000.0,10003.988311335663,11585.7733343488
2020-01-23 20:00:00+00:00,10000.0,10000.0,10003.988311335663,11603.082398066925
2020-01-24 00:00:00+00:00,10000.0,10000.0,10004.645201219353,11644.984179515763
2020-01-24 04:00:00+00:00,10000.0,10000.0,10004.645201219353,11534.76006175874
2020-01-24 08:00:00+00:00,10000.0,10000.0,10005.150924028701,11555.58632722439
2020-01-24 12:00:00+00:00,10000.0,10000.0,10005.150924028701,11654.621866194013
2020-01-24 16:00:00+00:00,10000.0,10000.0,10005.36641096724,11782.916646472759
2020-01-24 20:00:00+00:00,10000.0,10000.0,10005.36641096724,11775.702228715047
2020-01-25 00:00:00+00:00,10000.0,10000.0,10005.486475364172,11689.793883669245
2020-01-25 04:00:00+00:00,10000.0,10000.0,10005.486475364172,11492.73365505113
2020-01-25 08:00:00+00:00,10000.0,10000.0,10005.606541201874,11519.763488953357
2020-01-25 12:00:00+00:00,10000.0,10000.0,10005.606541201874,11519.541932937766
2020-01-25 16:00:00+00:00,10000.0,10000.0,10005.726608480367,11543.663844135343
2020-01-25 20:00:00+00:00,10000.0,10000.0,10005.726608480367,11583.848566463344
2020-01-26 00:00:00+00:00,10000.0,10000.0,10005.846677199668,11555.032437185408
2020-01-26 04:00:00+00:00,10000.0,10000.0,10005.846677199668,11592.198458800965
2020-01-26 08:00:00+00:00,10000.0,10000.0,10005.966747359793,11612.817015502
2020-01-26 12:00:00+00:00,10000.0,10000.0,10005.966747359793,11744.933637049706
2020-01-26 16:00:00+00:00,10000.0,10000.0,10006.086818960759,11715.785173748382
2020-01-26 20:00:00+00:00,10000.0,10000.0,10006.086818960759,11860.225848663395
2020-01-27 00:00:00+00:00,10028.143955692309,10034.006676875093,10031.84909368017,11924.15860641266
2020-01-27 04:00:00+00:00,10064.515272832463,10077.6409091384,10064.60927353116,12001.53704485817
2020-01-27 08:00:00+00:00,10056.861701686272,10068.45901177269,10057.836364836297,11986.18044352745
2020-01-27 12:00:00+00:00,10105.882169006425,10127.26827755927,10101.990350347454,12099.257094985218
2020-01-27 16:00:00+00:00,10208.691910607118,10230.96575730934,10180.789641863497,12158.27407863854
2020-01-27 20:00:00+00:00,10605.256408445135,10628.437379427582,10478.064340195364,12371.189409622457
2020-01-28 00:00:00+00:00,10545.043268846985,10568.08650485513,10433.052796632868,12342.899475881552
2020-01-28 04:00:00+00:00,11070.747967334599,11094.993730293154,10827.138979245188,12634.965693435712
2020-01-28 08:00:00+00:00,10819.512891221168,10843.25513786708,10645.097092703543,12529.08961248468
2020-01-28 12:00:00+00:00,10909.352281922305,10933.316546072747,10712.082360292434,12587.054205063941
2020-01-28 16:00:00+00:00,10768.993529234307,10792.616010707747,10609.144725597886,12502.987544397747
2020-01-28 20:00:00+00:00,10724.143300458942,10747.656568712964,10576.026431521488,12490.026517485618
2020-01-29 00:00:00+00:00,11620.71874682246,11646.415234507562,11238.866403946102,13015.00349643087
2020-01-29 04:00:00+00:00,11500.901584373885,11526.319275135664,11152.805267233827,12960.389938587445
2020-01-29 08:00:00+00:00,11557.280725281862,11582.83134092958,11195.17300382044,12978.34982310137
2020-01-29 12:00:00+00:00,11358.07894617433,11383.159904545606,11050.57446432326,12896.59565334792
2020-01-29 16:00:00+00:00,11288.934279743371,11313.852215997767,11001.095075725274,12868.222636101167
2020-01-29 20:00:00+00:00,11601.893208559839,11627.549006889585,11228.283474040187,13016.360527026372
2020-01-30 00:00:00+00:00,11325.369447454468,11350.373286765107,11027.86268918663,12893.175382357218
2020-01-30 04:00:00+00:00,11254.842408502145,11279.67996648147,10976.663041017311,12860.551259061296
2020-01-30 08:00:00+00:00,11579.764937048445,11605.368563636672,11212.870737708015,13013.632618584397
2020-01-30 12:00:00+00:00,11426.212074239553,11451.453669827553,11101.394594290594,12947.45660617726
2020-01-30 16:00:00+00:00,11561.924763420475,11587.486328299237,11200.383434468049,13006.04432505037
2020-01-30 20:00:00+00:00,11901.913254355182,11928.276408805024,11447.218148147482,13176.185497774053
2020-01-31 00:00:00+00:00,11931.445748341073,11957.878531439586,11469.394617361972,13190.434319026816
2020-01-31 04:00:00+00:00,11717.718335494617,11743.647214285309,11314.216633559567,13092.81119965659
2020-01-31 08:00:00+00:00,11554.4698859161,11580.037831395728,11197.574684986192,12989.704568900457
2020-01-31 12:00:00+00:00,11445.245743908106,11470.571614604914,11118.504968541445,12931.33840604294
2020-01-31 16:00:00+00:00,11453.976326246988,11479.321546638696,11125.357019386622,12943.371667139783
2020-01-31 20:00:00+00:00,11372.933242034624,11398.098845661678,11066.685375085415,12901.289871428276
2020-02-01 00:00:00+00:00,11477.755359725026,11503.153281875331,11143.567880565464,12967.27202232177
2020-02-01 04:00:00+00:00,11649.185656675809,11674.963521860134,11267.687001385148,13073.965091080292
2020-02-01 08:00:00+00:00,11621.774754242046,11647.491868312823,11248.728832908877,13064.299709900093
2020-02-01 12:00:00+00:00,11454.683328729561,11480.030116059397,11127.741595856553,12967.784370607824
2020-02-01 16:00:00+00:00,11416.14632330636,11441.407700606447,11100.492800887609,12934.41249575928
2020-02-01 20:00:00+00:00,11475.974864606524,11501.368840624033,11143.815892019127,12981.050037041396
2020-02-02 00:00:00+00:00,11516.236224837243,11541.71943259285,11173.347929561996,13006.362811822783
2020-02-02 04:00:00+00:00,11246.973837206202,11271.860275485677,10978.362838722316,12842.452902037625
2020-02-02 08:00:00+00:00,11307.885288771478,11346.38031353396,11035.442497581556,12987.599786752337
2020-02-02 12:00:00+00:00,11308.094555175458,11346.586450521341,11036.077386651492,13075.779080957955
2020-02-02 16:00:00+00:00,11308.094555175458,11346.586450521341,11036.945140173113,13096.522262917755
2020-02-02 20:00:00+00:00,11256.643234957866,11294.963822534219,11000.907760267366,13085.652170902773
2020-02-03 00:00:00+00:00,10986.47254908091,11023.910225919102,10803.920621618514,12930.83990500786
2020-02-03 04:00:00+00:00,10985.296593443558,11022.72671250733,10804.706599553681,13010.960099146316
2020-02-03 08:00:00+00:00,10968.587765236198,11002.570902604684,10790.787153850859,12979.014491148144
2020-02-03 12:00:00+00:00,10955.825799222868,10987.20631740438,10779.487978847466,12956.485013812633
2020-02-03 16:00:00+00:00,10910.003533066058,10932.03925993831,10739.047266632124,12854.62463564421
2020-02-03 20:00:00+00:00,10935.181014340129,10962.35132594448,10761.339144974168,12921.02220406694
2020-02-04 00:00:00+00:00,10942.173318505875,10970.729273736102,10769.218345977079,12878.829630347635
2020-02-04 04:00:00+00:00,10942.173318505875,10970.729273736102,10769.218345977079,12869.635055700568
2020-02-04 08:00:00+00:00,10942.173318505875,10970.729273736102,10769.922006703802,12855.787804726067
2020-02-04 12:00:00+00:00,10942.173318505875,10970.729273736102,10769.922006703802,12730.830211932178
2020-02-04 16:00:00+00:00,10942.173318505875,10970.729273736102,10770.415596537337,12751.310296123462
2020-02-04 20:00:00+00:00,10942.173318505875,10970.729273736102,10770.415596537337,12721.469470273414
2020-02-05 00:00:00+00:00,10942.173318505875,10970.729273736102,10770.544841524494,12737.186100129475
2020-02-05 04:00:00+00:00,10942.173318505875,10970.729273736102,10770.544841524494,12797.629350633166
2020-02-05 08:00:00+00:00,10942.173318505875,10970.729273736102,10770.674088062591,12846.094729043918
2020-02-05 12:00:00+00:00,10942.173318505875,10970.729273736102,10770.674088062591,13048.26459327162
2020-02-05 16:00:00+00:00,10942.173318505875,10970.729273736102,10771.354333680105,13155.262301551587
2020-02-05 20:00:00+00:00,10942.173318505875,10970.729273736102,10771.354333680105,13405.966780444913
2020-02-06 00:00:00+00:00,10942.173318505875,10970.729273736102,10773.474407651103,13334.902688443777
2020-02-06 04:00:00+00:00,10942.173318505875,10970.729273736102,10773.474407651103,13354.385770564899
2020-02-06 08:00:00+00:00,10942.173318505875,10970.729273736102,10774.486670378275,13350.134664515726
2020-02-06 12:00:00+00:00,10942.173318505875,10970.729273736102,10774.486670378275,13443.465136083858
2020-02-06 16:00:00+00:00,10942.173318505875,10970.729273736102,10775.206423327038,13570.48596927295
2020-02-06 20:00:00+00:00,10942.173318505875,10970.729273736102,10775.206423327038,13508.35335415037
2020-02-07 00:00:00+00:00,10972.183080128776,11000.793441898748,10801.26081790588,13540.008169878078
2020-02-07 04:00:00+00:00,10983.540273767134,11012.179448713354,10809.66249912206,13553.883115354523
2020-02-07 08:00:00+00:00,11030.348638725982,11059.106566395141,10844.54567762928,13576.717232211475
2020-02-07 12:00:00+00:00,11047.013965302704,11075.814172870156,10856.874433262166,13596.781898873529
2020-02-07 16:00:00+00:00,11032.156863390852,11060.919378522163,10846.33436066716,13584.014733475036
2020-02-07 20:00:00+00:00,10963.841265787234,10992.430464391855,10795.79341707481,13547.734935921846
2020-02-08 00:00:00+00:00,11052.105921548384,11080.919047398065,10861.610081648949,13600.105239107408
2020-02-08 04:00:00+00:00,10807.312063267938,10835.504147616697,10680.49914865984,13468.279409830164
2020-02-08 08:00:00+00:00,10933.792078064787,10962.305041943684,10774.881115140935,13542.611453061281
2020-02-08 12:00:00+00:00,11022.4174261189,11051.15523231844,10840.455553126385,13605.76876475598
2020-02-08 16:00:00+00:00,11068.9183384526,11097.77411736842,10876.153806860277,13623.590176760159
2020-02-08 20:00:00+00:00,11123.433700061623,11152.427784334594,10916.49484888574,13667.762907368815
2020-02-09 00:00:00+00:00,11189.737243852176,11218.899540075565,10966.11972030248,13717.682247131888
2020-02-09 04:00:00+00:00,11549.074965017677,11579.148900279964,11232.041083284297,13928.658962979376
2020-02-09 08:00:00+00:00,11729.948182698325,11760.480992931472,11366.991777109692,14036.55674257268
2020-02-09 12:00:00+00:00,11678.393701184114,11708.795717806654,11328.836129966303,14027.957599717518
2020-02-09 16:00:00+00:00,11647.60642160611,11677.93033096545,11307.599519051257,13995.41655992744
2020-02-09 20:00:00+00:00,11574.881325919758,11605.020731865097,11253.768053344329,13974.396432948148
2020-02-10 00:00:00+00:00,11749.122216638707,11779.703671355424,11384.183377036887,14079.026261311474
2020-02-10 04:00:00+00:00,11480.023736767043,11509.880751296168,11189.683824598427,13995.430407178415
2020-02-10 08:00:00+00:00,11137.623632019913,11166.608786132138,10941.602944399625,13827.407863853829
2020-02-10 12:00:00+00:00,11139.031372341435,11168.016353018915,10944.629008862872,13608.192033676516
2020-02-10 16:00:00+00:00,11139.031372341435,11168.016353018915,10945.915020282819,13671.25241461439
2020-02-10 20:00:00+00:00,11139.031372341435,11168.016353018915,10945.915020282819,13627.287392770351
2020-02-11 00:00:00+00:00,11139.031372341435,11168.016353018915,10946.492820109812,13661.088532399106
2020-02-11 04:00:00+00:00,11139.031372341435,11168.016353018915,10946.492820109812,13500.017309063718
2020-02-11 08:00:00+00:00,11139.031372341435,11168.016353018915,10947.34397998413,13500.529657349776
2020-02-11 12:00:00+00:00,11139.031372341435,11168.016353018915,10947.34397998413,13587.296531955995
2020-02-11 16:00:00+00:00,11139.031372341435,11168.016353018915,10948.002397040462,14130.274937168098
2020-02-11 20:00:00+00:00,11222.206881598368,11251.414500661958,11010.822597826484,14245.304051013272
2020-02-12 00:00:00+00:00,11163.181940146686,11192.230605148916,10971.280733672837,14164.436105322191
2020-02-12 04:00:00+00:00,11222.082193225127,11251.289476503152,11014.710280367297,14234.08777772393
2020-02-12 08:00:00+00:00,11425.932908449684,11455.689161337828,11166.445918136527,14362.631808520215
2020-02-12 12:00:00+00:00,11352.831367977622,11382.390758548518,11112.538290973285,14349.906184874648
2020-02-12 16:00:00+00:00,11284.950914680941,11314.327503312976,11063.86617362074,14302.728600804527
2020-02-12 20:00:00+00:00,11264.924807266063,11294.247465626786,11049.096373793678,14300.720749413224
2020-02-13 00:00:00+00:00,11288.943343226427,11318.330683461369,11068.051109781882,14318.043660382322
2020-02-13 04:00:00+00:00,11395.882373237859,11425.55770008863,11146.93039806239,14394.99283404762
2020-02-13 08:00:00+00:00,11290.108680256455,11319.499158741928,11070.03967516315,14328.67834913074
2020-02-13 12:00:00+00:00,10864.755482404711,10893.000485492019,10756.262940084718,14075.772157332467
2020-02-13 16:00:00+00:00,11081.71532015999,11110.544595700858,10917.219859075696,14213.455373771922
2020-02-13 20:00:00+00:00,11068.680469842493,11097.474642554858,10907.603443063523,14212.693774968326
2020-02-14 00:00:00+00:00,11009.480699169175,11038.1154470054,10864.75781909878,14179.072649602238
2020-02-14 04:00:00+00:00,11065.570665471623,11094.3564634864,10906.14115579123,14216.903339264574
2020-02-14 08:00:00+00:00,10760.585233704023,10788.5497064986,10682.096430579144,14035.47665699667
2020-02-14 12:00:00+00:00,10828.472976936,10870.269215604567,10743.939039284327,14234.83552927655
2020-02-14 16:00:00+00:00,10772.786851183959,10815.757469083557,10705.267648374032,14208.373432664283
2020-02-14 20:00:00+00:00,10941.210254322888,10984.867964127185,10830.591160292837,14334.798834061468
2020-02-15 00:00:00+00:00,10938.394726256709,10982.040949969965,10829.264406064272,14341.348583772406
2020-02-15 04:00:00+00:00,10797.39397302535,10840.464976939602,10724.338588311528,14248.225820968892
2020-02-15 08:00:00+00:00,10692.535352061379,10735.17857985747,10647.554477095615,14174.226111761162
2020-02-15 12:00:00+00:00,10690.512095665019,10733.598756846615,10647.336959617474,14189.31961532337
2020-02-15 16:00:00+00:00,10561.081502202618,10577.468335656215,10532.415915820851,13822.575173263729
2020-02-15 20:00:00+00:00,10555.425188602498,10570.634325357812,10527.73160092558,13715.868257254231
2020-02-16 00:00:00+00:00,10555.425188602498,10570.634325357812,10528.378450021695,13729.535493966061
2020-02-16 04:00:00+00:00,10555.425188602498,10570.634325357812,10528.378450021695,13862.35832531347
2020-02-16 08:00:00+00:00,10555.425188602498,10570.634325357812,10528.845568905414,13804.629136000774
2020-02-16 12:00:00+00:00,10555.425188602498,10570.634325357812,10528.845568905414,13755.969896076382
2020-02-16 16:00:00+00:00,10555.425188602498,10570.634325357812,10529.614347305012,13668.33064465877
2020-02-16 20:00:00+00:00,10555.425188602498,10570.634325357812,10529.614347305012,13508.782618930578
2020-02-17 00:00:00+00:00,10555.425188602498,10570.634325357812,10530.159937166494,13739.048555385545
2020-02-17 04:00:00+00:00,10555.425188602498,10570.634325357812,10530.159937166494,13599.385182056734
2020-02-17 08:00:00+00:00,10555.425188602498,10570.634325357812,10530.930239426218,13518.544930867602
2020-02-17 12:00:00+00:00,10555.425188602498,10570.634325357812,10530.930239426218,13341.189340386201
2020-02-17 16:00:00+00:00,10555.425188602498,10570.634325357812,10532.0811774292,13346.963644042566
2020-02-17 20:00:00+00:00,10555.425188602498,10570.634325357812,10532.0811774292,13397.118387072207
2020-02-18 00:00:00+00:00,10555.425188602498,10570.634325357812,10532.421999788934,13453.98904682448
2020-02-18 04:00:00+00:00,10555.425188602498,10570.634325357812,10532.421999788934,13474.026018984581
2020-02-18 08:00:00+00:00,10555.425188602498,10570.634325357812,10532.598337811023,13567.24571254492
2020-02-18 12:00:00+00:00,10555.425188602498,10570.634325357812,10532.598337811023,13449.22559248925
2020-02-18 16:00:00+00:00,10555.425188602498,10570.634325357812,10532.9732393293,13622.911661462409
2020-02-18 20:00:00+00:00,10555.425188602498,10570.634325357812,10532.9732393293,13920.641404665139
2020-02-19 00:00:00+00:00,10555.425188602498,10570.634325357812,10533.559664720995,14088.636253487777
2020-02-19 04:00:00+00:00,10543.840839969425,10559.04997672474,10525.178638595422,14067.311486987046
2020-02-19 08:00:00+00:00,10503.491944365545,10518.70108112086,10495.465884138648,13941.052252601554
2020-02-19 12:00:00+00:00,10565.076229652139,10580.285366407454,10541.560353943214,14142.211267508117
2020-02-19 16:00:00+00:00,10404.240475957715,10419.16359965797,10422.583541010159,14018.721483317524
2020-02-19 20:00:00+00:00,10430.576217466856,10445.544669465751,10442.295912664458,14055.804421427238
2020-02-20 00:00:00+00:00,9492.742474710176,9506.096755034789,9740.450201827962,13284.567931151467
2020-02-20 04:00:00+00:00,9466.247513741004,9479.555124041643,9721.796977323138,13257.510402747297
2020-02-20 08:00:00+00:00,9466.247513741004,9479.555124041643,9721.855308105001,13303.580206739456
2020-02-20 12:00:00+00:00,9466.247513741004,9479.555124041643,9721.855308105001,13255.917968885227
