timestamp,reason,side,quantity,price,notional,fee,slippage_bps,participation,realized_pnl,position_after,liquidity,limit_price,trigger_price
2020-01-23 16:00:00+00:00,signal,sell,0.293,8366.9083245,2451.5041390785,0.049030082781570006,-0.5,0.0024199739280177336,0.0,-0.293,maker,8366.9083245,
2020-01-24 20:00:00+00:00,signal,buy,0.293,8505.237283303635,2492.034524007965,0.9968138096031861,1.4549427371067518,0.0032339514694716106,-40.530384929465065,0.0,taker,,
2020-01-27 16:00:00+00:00,signal,buy,3.0180000000000002,8779.8709845,26497.650631221,0.5299530126244201,-0.5,0.011673675840173547,0.0,3.0180000000000002,maker,8779.8709845,
2020-01-28 01:02:00+00:00,take_profit,sell,3.0180000000000002,9129.559321924075,27553.010033566858,11.021204013426743,1.0,,1055.3594023458588,0.0,taker,,9130.47236916099
2020-01-28 04:00:00+00:00,signal,buy,1.454,9124.0737735,13266.403266669,0.26532806533338005,-0.5,0.01998635455043694,0.0,1.454,maker,9124.0737735,
2020-01-28 04:01:00+00:00,signal,buy,2.215,9129.5435,20221.9388525,0.40443877705000003,-0.5,0.019993932558777107,0.0,3.6689999999999996,maker,9129.5435,
2020-01-28 04:03:00+00:00,signal,buy,0.23,9132.1933675,2100.4044745250003,0.04200808949050001,-0.5,0.0016476179973346236,0.0,3.8989999999999996,maker,9132.1933675,
2020-01-28 04:10:00+00:00,take_profit,sell,3.8989999999999996,9129.559321924075,35596.15179618196,14.238460718472785,1.0,,7.405202487965001,0.0,taker,,9130.47236916099
2020-01-28 08:00:00+00:00,signal,buy,1.546,9047.567599,13987.539508054,0.27975079016108,-0.5,0.019989094337607625,0.0,1.546,maker,9047.567599,
2020-01-28 08:01:00+00:00,signal,buy,1.35,9044.5577495,12210.152961825,0.24420305923650004,-0.5,0.014079909375696536,0.0,2.896,maker,9044.5577495,
2020-01-28 12:00:00+00:00,signal,sell,1.891,9087.594564957382,17184.64132233441,6.873856528933764,1.9863082740530051,0.015200062679147155,78.3442019817856,1.005,taker,,
2020-01-28 14:12:00+00:00,take_profit,sell,1.005,9129.559321924075,9175.207118533694,3.6700828474134775,1.0,,83.81176900731337,0.0,taker,,9130.47236916099
2020-01-28 16:00:00+00:00,signal,buy,2.7640000000000002,9029.5485,24957.672054000006,0.49915344108000015,-0.5,0.016443578803956423,0.0,2.7640000000000002,maker,9029.5485,
2020-01-28 17:32:00+00:00,stop_loss,sell,2.7640000000000002,8913.859624306939,24637.90800158438,9.855163200633752,1.0,,-319.7640524156236,0.0,taker,,8914.75109941688
2020-01-28 20:00:00+00:00,signal,buy,0.934,9017.969079,8422.783119786001,0.16845566239572005,-0.5,0.0015388776312520124,0.0,0.934,maker,9017.969079,
2020-01-28 22:45:00+00:00,take_profit,sell,0.934,9129.559321924075,8527.008406677087,3.4108033626708347,1.0,,104.22528689108523,0.0,taker,,9130.47236916099
2020-01-29 16:01:00+00:00,signal,buy,1.133,9301.8848825,10539.0355718725,0.21078071143745003,-0.5,0.007724913542440234,0.0,1.133,maker,9301.8848825,
2020-01-30 08:00:00+00:00,signal,buy,2.156,9397.5001015,20261.010218834002,0.4052202043766801,-0.5,0.019992162165415807,0.0,3.289,maker,9397.5001015,
2020-01-30 08:01:00+00:00,signal,buy,0.026000000000000002,9392.4803525,244.20448916500004,0.0048840897833000016,-0.5,0.0002487096321580527,0.0,3.315,maker,9392.4803525,
2020-01-30 12:00:00+00:00,signal,sell,2.152,9348.578546699826,20118.141032498028,8.04725641299921,1.7341375587408219,0.008421218049280213,-34.868500619161715,1.1629999999999998,taker,,
2020-01-30 16:00:00+00:00,signal,buy,1.984,9391.9403795,18633.609712928,0.37267219425856,-0.5,0.019990146275982144,0.0,3.147,maker,9391.9403795,
2020-01-30 16:01:00+00:00,signal,buy,0.217,9393.5203005,2038.3939052085,0.04076787810417,-0.5,0.00043591485093211896,0.0,3.364,maker,9393.5203005,
2020-01-30 20:00:00+00:00,signal,sell,2.218,9513.402170840125,21100.7260149234,8.44029040596936,1.7002898153392427,0.007662591022935479,290.00187659764475,1.146,taker,,
2020-01-31 00:00:00+00:00,signal,buy,2.17,9525.1937165,20669.670364805,0.4133934072961,-0.5,0.019181531351721157,0.0,3.316,maker,9525.1937165,
2020-01-31 04:00:00+00:00,signal,sell,2.457,9453.207565740746,23226.53098902501,9.290612395610005,2.075514516664631,0.018073929305568052,-55.83399378447117,0.859,taker,,
2020-01-31 08:00:00+00:00,signal,buy,1.597,9380.170968,14980.133035896,0.29960266071792,-0.5,0.012017019576730147,0.0,2.456,maker,9380.170968,
2020-01-31 12:00:00+00:00,signal,sell,1.602,9336.252639838973,14956.676729022036,5.982670691608814,1.7106294929008827,0.00789053556532134,-124.01290795656472,0.8539999999999999,taker,,
2020-01-31 12:41:00+00:00,stop_loss,sell,0.8539999999999999,9273.683293659231,7919.725532784982,3.167890213113993,1.0,,-119.54347469299655,0.0,taker,,9274.610754734704
2020-02-01 12:00:00+00:00,signal,buy,0.912,9364.411756,8540.343521472,0.17080687042944,-0.5,0.004780376389869759,0.0,0.912,maker,9364.411756,
2020-02-02 04:00:00+00:00,signal,sell,0.673,9272.117222603742,6240.134890812318,2.4960539563249275,1.8576742711315166,0.011493830552515287,-62.11422097568162,0.239,taker,,
2020-02-02 04:08:00+00:00,stop_loss,sell,0.239,9171.917656590922,2192.0883199252303,0.8768353279700921,1.0,,-46.00608975876953,0.0,taker,,9172.834940084931
2020-02-02 08:02:00+00:00,signal,buy,1.8980000000000001,9384.240764499998,17811.288971020997,0.35622577942041994,-0.5,0.019997678396682712,0.0,1.8980000000000001,maker,9384.240764499998,
2020-02-02 08:03:00+00:00,signal,buy,0.305,9386.9606285,2863.0229916925,0.05726045983385,-0.5,0.001790871106436852,0.0,2.2030000000000003,maker,9386.9606285,
2020-02-02 12:00:00+00:00,signal,sell,1.2650000000000001,9441.30081265949,11943.245528014257,4.777298211205703,1.651181252829777,0.006625578500577468,71.70461433628472,0.9380000000000002,taker,,
2020-02-02 16:00:00+00:00,signal,buy,1.5090000000000001,9457.3571085,14271.151876726502,0.2854230375345301,-0.5,0.0067097030334350724,0.0,2.447,maker,9457.3571085,
2020-02-02 20:00:00+00:00,signal,sell,1.477,9448.415586945302,13955.309821918212,5.5821239287672855,1.6766275711083551,0.007153513593499881,27.976695089233516,0.97,taker,,
2020-02-03 00:00:00+00:00,signal,sell,0.731,9339.049560684272,6826.845228860203,2.7307380915440813,1.5421453432610952,0.0045925245815576655,-66.10027940789651,0.239,taker,,
2020-02-03 16:00:00+00:00,signal,buy,0.419,9283.465803500001,3889.7721716665005,0.07779544343333002,-0.5,0.0006326688941365453,0.0,0.6579999999999999,maker,9283.465803500001,
2020-02-03 20:00:00+00:00,signal,sell,0.658,9330.557881611296,6139.507086100233,2.4558028344400933,1.7167712391382985,0.00802751576962269,-3.9093762312151408,0.0,taker,,
2020-02-04 00:01:00+00:00,signal,buy,0.678,9306.0446745,6309.498289311001,0.12618996578622002,-0.5,0.010128434131594878,0.0,0.678,maker,9306.0446745,
2020-02-04 04:00:00+00:00,signal,sell,0.438,9292.393708924346,4070.0684445088636,1.6280273778035455,1.5131497080335437,0.004114415982107987,-5.979122922136663,0.24000000000000005,taker,,
2020-02-04 12:00:00+00:00,signal,sell,0.24,9192.57051060424,2206.2169225450175,0.882486769018007,1.2829252435188279,0.0012507295846904394,-27.233799334982468,0.0,taker,,
2020-02-06 00:00:00+00:00,signal,buy,2.672,9629.5185,25730.073432,0.5146014686400001,-0.5,0.007924343205572478,0.0,2.672,maker,9629.5185,
2020-02-06 04:00:00+00:00,signal,sell,1.726,9642.496609802574,16642.949148519245,6.657179659407698,1.6625607339474122,0.006859167596389589,22.400217519243036,0.9460000000000002,taker,,
2020-02-07 16:01:00+00:00,signal,buy,1.7810000000000001,9827.008625,17501.902361125,0.35003804722250004,-0.5,0.019990039533929017,0.0,2.7270000000000003,maker,9827.008625,
2020-02-07 16:02:00+00:00,signal,buy,0.057,9825.1787165,560.0351868405,0.011200703736810001,-0.5,0.0006214632561068189,0.0,2.7840000000000003,maker,9825.1787165,
2020-02-07 20:00:00+00:00,signal,sell,1.117,9781.65484321076,10926.108459866418,4.370443383946568,2.131247139887103,0.01999562642973047,24.340101858348316,1.6670000000000003,taker,,
2020-02-07 20:01:00+00:00,signal,sell,0.681,9784.213098572907,6663.04912012815,2.66521964805126,1.7544591337703572,0.008893884133273714,16.581571512665928,0.9860000000000002,taker,,
