year,start_equity,end_equity,total_return,annualized_volatility,sharpe,max_drawdown
2020,10000.0,10907.339835774133,0.09073398357741325,0.2775515460955337,0.4488039205144538,-0.17548268882199003
2021,10907.339835774133,10638.261202345808,-0.024669501223918533,0.036300431800991115,-0.6794575213354256,-0.049602216380296715
2022,10638.261202345808,10335.796165578107,-0.028431811460034928,0.030907494700508506,-0.9229263193138288,-0.03923946350446106
2023,10335.796165578107,10442.051067761475,0.010280282281227127,0.027649179623544753,0.38473373748801337,-0.018454161998275542
2024,10442.051067761475,10445.836820847653,0.00036254880019370717,0.029341422213612172,0.0269797371386724,-0.02484277387096656
2025,10445.836820847653,10649.323258061795,0.0194801470388688,0.027186786880196406,0.7232089218411055,-0.01741754889201519
2026,10649.323258061795,10796.979484149117,0.013865315429836489,0.023807584892564418,1.012422087061529,-0.012566259862367812
