window,total_return,sharpe,max_drawdown
recent_2024_2026_08,0.019329414279062096,0.27684431096350165,-0.029530708435358433
recent_2025_2026_08,0.03571441266736497,0.8357042668461481,-0.025184879394182236
recent_2026_ytd,0.008272324442132328,0.6252886471846285,-0.012613513411309896
