year,start_equity,end_equity,total_return,annualized_volatility,sharpe,max_drawdown
2020,10000.0,12207.445997884955,0.2207445997884956,0.29652260263721164,0.8163066396035872,-0.13554421282867457
2021,12207.445997884955,11985.190985937157,-0.018206511991640695,0.03742827680233704,-0.4789661092042955,-0.049966844678797306
2022,11985.190985937157,11643.539951553696,-0.028506098466377194,0.03095271374385902,-0.9240167867458868,-0.03947075071569517
2023,11643.539951553696,11854.48199348971,0.018116658921058404,0.028360398877765924,0.6489796798041776,-0.019213097470914042
2024,11854.48199348971,11666.944129787242,-0.015819996504736422,0.030007837064841676,-0.5149657915685959,-0.029530708435358433
2025,11666.944129787242,11984.482658185932,0.0272169408601155,0.029031675830334787,0.9394530703581745,-0.019472573198157872
2026,11984.482658185932,12083.622187005554,0.008272324442132328,0.0232217657871626,0.6252886471846285,-0.012613513411309896
