code,strategy,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,trade_count,win_rate,final_equity,max_leverage_observed,average_leverage,turnover_multiple,rebalance_events,exposure_time,long_exposure_time,short_exposure_time
V1,基础趋势跟随与 ATR 仓位,-0.19239900771347362,-0.7933548596291843,0.2625105523092621,-5.868654848953499,-7.240142458589555,-0.19239900771347362,6.0,0.16666666666666666,8076.009922865263,3.5842477660527305,0.44238772248110164,32.17713274819915,12.0,0.18120805369127516,0.18120805369127516,0.0
V2,资金费率拥挤过滤趋势,-0.20117854347532138,-0.8093673925270163,0.2756338453697835,-5.868567104081507,-7.240061178766943,-0.20117854347532138,6.0,0.16666666666666666,7988.214565246786,3.763460154355367,0.46450710860515687,33.78598938560911,12.0,0.18120805369127516,0.18120805369127516,0.0
V3,波动率与下行风险自适应,-0.13720233704427243,-0.6634219333900254,0.25372188597521805,-4.161021850951283,-5.439985518429591,-0.13973863035307255,6.0,0.16666666666666666,8627.976629557275,3.032835891298667,0.43393766578857357,25.492507511771343,16.0,0.18120805369127516,0.18120805369127516,0.0
V4,稳健长多趋势-反弹混合,-0.1203506376283453,-0.6117850157873188,0.26753589614817996,-3.3998778046684097,-4.550703404441423,-0.12322721133918735,7.0,0.14285714285714285,8796.493623716548,3.3403810249316725,0.4443569462868003,30.09555067161431,19.0,0.1912751677852349,0.1912751677852349,0.0
V5,谨慎对称趋势与空头确认,-0.1378982868209423,-0.6654200584989838,0.26942207525180284,-3.9254331474089086,-5.282306482246446,-0.14032577932225598,18.0,0.2222222222222222,8621.017131790577,3.3403810249316725,0.4982014298634693,34.943296588358905,45.0,0.4563758389261745,0.1912751677852349,0.2651006711409396
