v71_market_state,side,trade_count,win_rate,total_pnl,avg_pnl
range,long,12,0.3333333333333333,-14.277973728689204,-1.1898311440574336
range,short,4,0.75,9.003512301898809,2.250878075474702
trend_down,short,119,0.40336134453781514,1004.1382652012744,8.43813668236365
trend_up,long,166,0.4397590361445783,1310.8280521454124,7.89655453099646
