timestamp,year,state,previous_state,daily_bias,tradability_state,direction_context,close,atr,breakout_buffer_atr,return_3,same_state_after_3,state_after_3,max_abs_return_3,false_breakout_3,return_6,same_state_after_6,state_after_6,max_abs_return_6,false_breakout_6,return_12,same_state_after_12,state_after_12,max_abs_return_12,false_breakout_12
2020-01-20T20:00:00+00:00,2020,range,warmup,neutral,tradable_strong,range_wait,8650.0,153.8278682635543,9205.3,0.001501734104046193,True,range,0.0033526011560693902,,0.010685549132948058,True,range,0.013120231213872846,,0.003996531791907509,True,range,0.013120231213872846,
2020-01-23T12:00:00+00:00,2020,trend_down,range,neutral,tradable_strong,short_release,8366.84,135.7727908671368,8820.0,-0.004403096031476705,True,trend_down,0.005110651094081042,True,0.01701598213901523,True,trend_down,0.01701598213901523,True,-0.003634586056384448,False,range,0.01701598213901523,True
2020-01-24T16:00:00+00:00,2020,range,trend_down,neutral,tradable_strong,neutral_wait,8504.0,128.04210564678962,8820.0,-0.021734477892756288,True,range,0.02402986829727194,,-0.0162923330197553,True,range,0.02402986829727194,,0.007177798682972858,True,range,0.02402986829727194,
2020-01-27T12:00:00+00:00,2020,trend_up,range,neutral,tradable_strong,long_continuation,8780.28,109.43511536280914,8764.0,0.03920717790321038,True,trend_up,0.03920717790321038,False,0.028352171001380322,True,trend_up,0.03920717790321038,False,0.05839221528242833,True,trend_up,0.07046472322067165,False
2020-01-31T16:00:00+00:00,2020,range,trend_up,neutral,tradable_strong,long_probe,9316.86,144.9837978540765,9599.0,0.012635158197074947,True,range,0.013384337641651589,,0.006182340402238307,False,trend_up,0.013384337641651589,,0.014290222242257622,False,trend_up,0.015132780786659916,
2020-02-01T08:00:00+00:00,2020,trend_up,range,bias_up,tradable_weak,long_probe,9364.88,137.55318425088186,9599.0,0.0029749446869582474,True,trend_up,0.0029749446869582474,True,0.00832792304866703,True,trend_up,0.009664832864916373,True,-0.0008713405831147769,True,trend_up,0.009927516423061666,True
2020-02-04T08:00:00+00:00,2020,range,trend_up,bias_up,tradable_strong,long_continuation,9193.76,130.81476745291025,9647.61,0.0004992516663475666,True,range,0.0016086998137865294,,0.02493430326656343,True,range,0.02493430326656343,,0.055977097509615215,False,trend_up,0.055977097509615215,
2020-02-05T20:00:00+00:00,2020,trend_up,range,bias_up,tradable_strong,long_continuation,9630.0,132.26403698631307,9799.08,0.008141225337487068,True,trend_up,0.008141225337487068,True,0.015381100726895136,True,trend_up,0.017666666666666497,True,0.01988785046728969,True,trend_up,0.01988785046728969,True
2020-02-10T08:00:00+00:00,2020,range,trend_up,bias_up,tradable_strong,long_probe,9827.36,137.57914579389484,10213.56,0.003887107015515756,True,range,0.0046340014001724494,,-0.0015355090278569294,True,range,0.007949235603458171,,0.0545049738688721,False,trend_up,0.05544011820061545,
2020-02-11T20:00:00+00:00,2020,trend_up,range,bias_up,tradable_strong,long_probe,10229.06,144.17939881102524,10409.96,0.013094067294550982,True,trend_up,0.013992488068307551,True,0.010844593735885866,True,trend_up,0.013992488068307551,True,0.001033330530860077,True,trend_up,0.016277155476651872,True
2020-02-15T12:00:00+00:00,2020,range,trend_up,bias_up,tradable_strong,long_continuation,9982.18,164.36378260688522,10540.0,0.002878128825567039,True,range,0.007719756606272332,,-0.011158885133307539,True,range,0.011158885133307539,,-0.03440831561843216,True,range,0.03482606003898947,
2020-02-26T00:00:00+00:00,2020,trend_down,range,neutral,tradable_strong,short_release,9178.92,168.11710789612525,10018.9,-0.019030561329655415,True,trend_down,0.019030561329655415,False,-0.04721906280913224,True,trend_down,0.04721906280913224,False,-0.03669385940829639,True,trend_down,0.04721906280913224,False
2020-03-02T16:00:00+00:00,2020,range,trend_down,bias_down,tradable_strong,short_probe,8885.64,161.33536810166825,8900.0,-0.014238704246401945,True,range,0.014238704246401945,,-0.018875398958319245,True,range,0.018875398958319245,,-0.01569836275158565,True,range,0.020001935707501084,
2020-03-08T16:00:00+00:00,2020,trend_down,range,bias_down,tradable_strong,short_release,8287.88,147.30103355083492,9204.0,-0.04657644657017235,True,trend_down,0.04657644657017235,False,-0.05314507449432171,True,trend_down,0.062330776990014214,False,-0.036665588787482384,True,trend_down,0.062330776990014214,False
2020-03-17T16:00:00+00:00,2020,range,trend_down,bias_down,tradable_weak,short_probe,5371.35,398.99007339724784,5954.47,-0.04217934038928772,False,trend_down,0.04217934038928772,,-0.009072207173243307,False,trend_down,0.04376925726307168,,0.15568153257560935,True,range,0.15568153257560935,
2020-03-18T04:00:00+00:00,2020,trend_down,range,bias_down,tradable_strong,short_probe,5144.79,377.05836167896535,5954.47,0.03456506485201527,True,trend_down,0.03570796864400694,True,0.050999166146723285,True,trend_down,0.050999166146723285,True,0.2268683464242467,False,range,0.2268683464242467,True
2020-03-19T12:00:00+00:00,2020,range,trend_down,bias_down,tradable_weak,short_probe,5887.53,335.2128692754942,5660.0,0.04488129996789847,True,range,0.054358958680465363,,0.12314502006783834,True,range,0.13064392028575655,,0.05440311981425161,True,range,0.13064392028575655,
2020-03-29T00:00:00+00:00,2020,trend_down,range,bias_down,tradable_strong,short_release,6197.51,210.9155625098385,6840.0,-0.011743425988824607,True,trend_down,0.011743425988824607,True,-0.031633672232880605,True,trend_down,0.051833720316707854,True,0.038070128164375605,False,range,0.051833720316707854,True
2020-03-30T08:00:00+00:00,2020,range,trend_down,bias_down,tradable_strong,short_probe,6351.23,200.3662950541632,6699.0,0.0062743751997644814,True,range,0.0062743751997644814,,0.005109246555391689,True,range,0.01410435458958359,,-0.009508394436983036,True,range,0.01725335092572644,
2020-04-04T12:00:00+00:00,2020,trend_up,range,neutral,tradable_weak,long_probe,6725.22,191.19717102571894,7290.0,0.010019003095809609,True,trend_up,0.018717603290301366,True,0.008115719634450569,False,range,0.018717603290301366,True,0.06154594199148877,True,trend_up,0.06154594199148877,True
2020-04-05T04:00:00+00:00,2020,range,trend_up,neutral,tradable_strong,long_probe,6769.3,183.78686953276693,7290.0,0.002817130279349378,True,range,0.002817130279349378,,0.03762870607005153,False,trend_up,0.03762870607005153,,0.08907715716543807,False,trend_up,0.08907715716543807,
2020-04-05T20:00:00+00:00,2020,trend_up,range,neutral,tradable_weak,long_probe,6768.9,169.80711958987325,7049.11,0.048229402118512565,True,trend_up,0.048229402118512565,True,0.08226299694189598,True,trend_up,0.08226299694189598,True,0.06263942442642079,True,trend_up,0.09028054779949479,True
2020-04-09T00:00:00+00:00,2020,range,trend_up,neutral,tradable_weak,long_probe,7281.38,160.61649243759533,7457.0,-0.0004779313811393848,True,range,0.013954772309644592,,-0.014892781313432413,False,trend_up,0.014892781313432413,,-0.051622082627194255,True,range,0.07069127006144449,
2020-04-09T16:00:00+00:00,2020,trend_up,range,neutral,tradable_weak,long_probe,7258.0,160.0283385059991,7457.0,-0.046627170019289066,False,range,0.046627170019289066,True,-0.049651419123725504,False,range,0.06769771286855886,True,-0.06292642601267573,False,range,0.06769771286855886,True
2020-04-10T04:00:00+00:00,2020,range,trend_up,bias_up,tradable_strong,long_probe,6919.58,162.67794172658097,7457.0,-0.0031721578477306167,True,range,0.022101052376011343,,-0.006731622439512197,True,range,0.022101052376011343,,-0.013599091274325903,True,range,0.022101052376011343,
2020-04-23T16:00:00+00:00,2020,trend_up,range,neutral,tradable_strong,long_continuation,7521.05,145.49110039479754,7802.38,0.006057664820736441,True,trend_up,0.006057664820736441,True,-0.00022071386309086005,True,trend_up,0.006057664820736441,True,0.0025036397843385405,True,trend_up,0.006057664820736441,True
2020-04-30T08:00:00+00:00,2020,range,trend_up,bias_up,tradable_strong,long_continuation,8845.18,220.63709933659536,9479.77,-0.024919786821749224,False,trend_up,0.024919786821749224,,0.01786170547122845,False,trend_up,0.024919786821749224,,-0.0005844991283388001,False,trend_up,0.024919786821749224,
2020-04-30T20:00:00+00:00,2020,trend_up,range,bias_up,tradable_strong,long_continuation,8624.76,237.2122930437134,9479.77,0.04387484405363162,True,trend_up,0.04387484405363162,True,0.023856895728113114,True,trend_up,0.04387484405363162,True,0.04062953635811306,True,trend_up,0.04387484405363162,True
2020-05-04T04:00:00+00:00,2020,range,trend_up,bias_up,tradable_weak,long_probe,8653.3,214.25481121432927,9200.0,0.020543607641015704,False,trend_up,0.022500086672136765,,0.04243698935666185,False,trend_up,0.04243698935666185,,0.042342227820600487,False,trend_up,0.042698161395074985,
2020-05-04T16:00:00+00:00,2020,trend_up,range,bias_up,tradable_strong,long_probe,8831.07,206.37702126488549,9200.0,0.0214526665511654,True,trend_up,0.0214526665511654,True,0.008464432962257185,True,trend_up,0.0214526665511654,True,0.046646669089929205,True,trend_up,0.05552781259802053,True
2020-05-09T20:00:00+00:00,2020,range,trend_up,bias_up,tradable_strong,long_probe,9550.67,213.86253090544486,10080.0,-0.08531862162549853,True,range,0.09727275678041436,,-0.08702426112513562,True,range,0.11004254151802961,,-0.10361367317685566,True,range,0.11004254151802961,
2020-05-14T08:00:00+00:00,2020,trend_up,range,bias_up,tradable_strong,long_continuation,9681.12,267.54882738275444,9544.53,0.010916092352950768,True,trend_up,0.010916092352950768,False,-0.009416265886591835,True,trend_up,0.021704100352025413,True,-0.028005024212074736,True,trend_up,0.038259003090551635,True
2020-05-20T12:00:00+00:00,2020,range,trend_up,neutral,tradable_weak,neutral_wait,9410.03,225.13430361090977,9958.67,0.007431432205848187,True,range,0.012232692138069545,,-0.034827731686296604,True,range,0.034827731686296604,,-0.02023904280857769,True,range,0.044478072864804985,
2020-05-26T12:00:00+00:00,2020,trend_down,range,neutral,tradable_strong,short_release,8720.48,178.7000633894107,9294.44,0.01198901895308535,True,trend_down,0.013367383446782677,True,0.048451461387446715,False,range,0.048679659835238365,True,0.08881391849989906,False,range,0.08881391849989906,True
2020-05-27T08:00:00+00:00,2020,range,trend_down,neutral,tradable_strong,neutral_wait,9144.99,170.94435452451762,9294.44,0.005722258854301554,True,range,0.005722258854301554,,0.012431943610654583,True,range,0.012431943610654583,,0.02744781568924637,False,trend_up,0.046429793799665164,
2020-05-29T04:00:00+00:00,2020,trend_up,range,neutral,tradable_strong,long_continuation,9516.52,160.13717936153006,9621.65,-0.012045369525835126,True,trend_up,0.012664293250053582,True,0.0007355629999201696,True,trend_up,0.012995296600017636,True,0.0048956971666114235,True,trend_up,0.018754754889392267,True
2020-06-01T16:00:00+00:00,2020,range,trend_up,neutral,tradable_weak,long_probe,9567.51,137.1320635006976,9753.0,0.05839972991927889,False,trend_up,0.06950293231990345,,-0.006371563761104038,True,range,0.06950293231990345,,0.0008884234246946399,True,range,0.06950293231990345,
2020-06-02T04:00:00+00:00,2020,trend_up,range,neutral,tradable_strong,long_continuation,10126.25,172.79138419391057,10497.25,-0.061197383039131026,False,range,0.06501419577829903,True,-0.06144920380199981,False,range,0.06501419577829903,True,-0.047543760029626014,False,range,0.06501419577829903,True
2020-06-02T12:00:00+00:00,2020,range,trend_up,neutral,tradable_strong,long_probe,9467.9,205.6987992350043,10497.25,0.001881092956199204,True,range,0.004964141995585036,,0.009112897263384712,True,range,0.015449043610515467,,0.03804539549424901,True,range,0.03804539549424901,
2020-06-15T08:00:00+00:00,2020,trend_down,range,neutral,tradable_strong,short_release,9110.93,137.2602328410338,9550.0,0.0341436055375246,False,range,0.0341436055375246,True,0.04349940126858609,False,range,0.049233173781381145,True,0.039961891925412774,False,range,0.049233173781381145,True
2020-06-15T16:00:00+00:00,2020,range,trend_down,neutral,tradable_strong,short_probe,9412.2,145.77656013903305,9497.85,0.009326193663542925,True,range,0.01564883874120815,,0.009858481545228504,True,range,0.01564883874120815,,-0.012599604768279482,True,range,0.01564883874120815,
2020-06-19T20:00:00+00:00,2020,trend_down,range,neutral,tradable_strong,short_probe,9307.0,123.27860316817126,9569.0,0.0013978725690340088,True,trend_down,0.0018201353819706778,True,0.005054260234232499,True,trend_down,0.005479746427420218,True,-0.0014494466530567962,False,range,0.006769098527989792,True
2020-06-21T04:00:00+00:00,2020,range,trend_down,bias_up,tradable_strong,short_blocked_daily_bias,9364.0,112.4311034467167,9483.85,-0.0017278940623665084,True,range,0.0017278940623665084,,0.005631140538231438,True,range,0.007527765912003437,,0.032478641606151104,True,range,0.03449273814609133,
2020-06-23T20:00:00+00:00,2020,trend_up,range,bias_up,tradable_strong,long_continuation,9631.66,99.78662257070857,9795.0,-0.030565862997655624,False,range,0.030565862997655624,True,-0.03460047385393594,False,range,0.039057649460217725,True,-0.03996299703270256,False,trend_down,0.055235546105240396,True
2020-06-24T08:00:00+00:00,2020,range,trend_up,bias_up,tradable_strong,long_probe,9337.26,108.97256552656127,9795.0,-0.004161820491236257,True,range,0.008759529026716728,,-0.009001570053741803,False,trend_down,0.025447508155497456,,-0.015985417563610715,False,trend_down,0.025447508155497456,
2020-06-25T08:00:00+00:00,2020,trend_down,range,bias_up,tradable_strong,short_blocked_daily_bias,9253.21,124.47137874433292,9795.0,-0.0006981361062808888,True,trend_down,0.002895211499577055,True,-0.007047284131668774,True,trend_down,0.011815359210479381,True,-0.010403957113261142,False,range,0.011815359210479381,True
2020-06-27T08:00:00+00:00,2020,range,trend_down,neutral,tradable_strong,short_probe,9156.94,118.50428334215381,9555.83,-0.016265258918372383,False,trend_down,0.024463412450010602,,-0.011883882607071738,False,trend_down,0.024463412450010602,,-0.00702636470261897,False,trend_down,0.024463412450010602,
2020-06-27T20:00:00+00:00,2020,trend_down,range,neutral,tradable_strong,short_release,9008.0,130.8322674304791,9350.9,0.004453818827708789,True,trend_down,0.004453818827708789,True,0.011767317939609168,True,trend_down,0.01619449378330362,True,0.020146536412078087,True,trend_down,0.020146536412078087,True
2020-07-01T00:00:00+00:00,2020,range,trend_down,bias_down,tradable_strong,neutral_wait,9138.76,98.77453270253059,9233.0,0.013676910215390192,True,range,0.013676910215390192,,0.010749817261860528,True,range,0.013676910215390192,,-0.004933929767277023,True,range,0.013676910215390192,
2020-07-04T12:00:00+00:00,2020,trend_down,range,bias_down,tradable_strong,short_probe,9066.49,77.86866363854281,9293.0,0.006784323371006984,True,trend_down,0.007796843100251749,True,-0.0041372129677527125,True,trend_down,0.007796843100251749,True,0.026085067098733816,False,range,0.026085067098733816,True
2020-07-06T04:00:00+00:00,2020,range,trend_down,bias_down,tradable_strong,short_release,9199.71,83.97981852789187,9194.0,0.00952964821717206,True,range,0.011226440833461027,,0.006661079534028946,True,range,0.015205914099466256,,0.009037241391304907,True,range,0.015205914099466256,
2020-07-22T04:00:00+00:00,2020,trend_up,range,neutral,tradable_strong,long_continuation,9301.44,60.53238106474186,9439.6,0.007611724636185313,True,trend_up,0.007611724636185313,True,0.02082795782158464,True,trend_up,0.023309294044792983,True,0.02288570371899401,True,trend_up,0.03257237589018458,True
2020-08-02T04:00:00+00:00,2020,range,trend_up,bias_up,tradable_strong,long_probe,11327.7,294.6504388762563,12037.99,-0.010152987808646041,True,range,0.020638788103498618,,-0.010646468391641739,True,range,0.021891469583410705,,-0.002563627214703823,True,range,0.021891469583410705,
