side,trade_count,win_rate,total_pnl,avg_pnl,median_pnl
long,178,0.43258426966292135,1296.5500784167232,7.283989204588332,-8.111054792063442
short,123,0.4146341463414634,1013.1417775031732,8.236925020351002,-2.911051682958714
