code,strategy,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,trade_count,win_rate,final_equity,max_leverage_observed,average_leverage,turnover_multiple,rebalance_events,exposure_time,long_exposure_time,short_exposure_time
V1,基础趋势跟随与 ATR 仓位,-0.046483510995459665,-0.2888626533356642,0.3643908180683205,-0.7563390387352694,-1.3096630650067718,-0.197296489534717,7.0,0.2857142857142857,9535.164890045404,3.5842477660527305,0.5086773322806518,34.88073271606491,13.0,0.20521172638436483,0.20521172638436483,0.0
V2,资金费率拥挤过滤趋势,-0.0491909999577963,-0.30319821543499337,0.38260869992115626,-0.7562414345239575,-1.3095040746457205,-0.20626472864676026,7.0,0.2857142857142857,9508.090000422037,3.763460154355367,0.5341111988946845,36.62476935186815,13.0,0.20521172638436483,0.20521172638436483,0.0
V3,波动率与下行风险自适应,0.0903869590966111,0.8584195429320143,0.440877304166427,1.616330250415431,3.6914019994106058,-0.14465163561467453,7.0,0.2857142857142857,10903.869590966111,3.8509402042287872,0.5341103786418697,29.34344771600013,17.0,0.20521172638436483,0.20521172638436483,0.0
V4,稳健长多趋势-反弹混合,0.1116838101089277,1.1345538458804025,0.4484767807915128,1.9052439279375417,4.300004774708337,-0.1279454318876646,8.0,0.25,11116.838101089277,3.8509402042287872,0.5442242079202787,33.9464908758431,20.0,0.21498371335504887,0.21498371335504887,0.0
V5,谨慎对称趋势与空头确认,0.08950743126146699,0.8477104264233004,0.4498297577462203,1.5801575311293155,3.5715525377798407,-0.14534157663877234,19.0,0.2631578947368421,10895.07431261467,3.8509402042287872,0.5964901887210846,38.7942367925877,46.0,0.4723127035830619,0.21498371335504887,0.25732899022801303
