candidate,note,score,final_equity,total_return,cagr,annualized_volatility,sharpe,sortino,calmar,max_drawdown,fees_paid,funding_paid,maker_fill_ratio,liquidation_count,governor_max_drawdown_observed,sharpe_progress_to_x_ref,calmar_progress_to_x_ref,sharpe_stretch_to_main,calmar_stretch_to_main,baseline_drawdown_advantage,x_ref_drawdown_margin,drawdown_penalty
ref_plus_live,用 xuyujian_ref 的骨架叠加 live protection 与 governor,0.7505009724725005,24009.59802564544,1.400959802564544,0.2770851735553814,0.2464927156524864,1.113103286888851,2.062076366469116,1.8223088889480978,-0.1520517049748492,1235.7915299245658,784.1539713415908,0.7938926806950861,0.0,0.16888941891195175,0.6749695059441385,1.099167966102544,0.0,0.0,-0.00840601037813332,0.24661228654937095,0.0210150259453333
faster_trend_capture,略放宽突破与趋势确认，尝试提高 Sharpe,0.6596471863354965,22108.646301000284,1.2108646301000285,0.2480058182579823,0.2256696791859297,1.0931385841235333,1.9704579340357313,1.6428068156657873,-0.15096468793104678,1055.2588193104332,632.9429220266609,0.8045414031699287,0.0,0.16641271216796272,0.6326681764598872,0.8454449914961542,0.0,0.0,-0.0011969197563928085,0.25199825236440493,0.0029922993909820214
quicker_exit,更快退出弱趋势，减少利润回吐,0.4809529984866183,20145.3546295426,1.0145354629542598,0.21601449725348698,0.21540536823770481,1.014839460580592,1.7381420533803216,1.4410874804711784,-0.14989686620749687,962.377888666482,574.2868326923794,0.7943282013732589,0.0,0.16536220030794158,0.46676753359773254,0.5603183139858318,0.0,0.0,0.005884867614674029,0.2572891089635549,0.0
balanced_recovery,在保回撤的前提下，稍微向 xuyujian_ref 靠拢,0.4028074747939731,19152.970008205408,0.9152970008205408,0.1989815409424851,0.21103968742182608,0.9645359766265981,1.6569480572427544,1.3795177853609533,-0.14423992430834898,900.9894915102379,551.2367847117788,0.8091878588845285,0.0,0.1598025674697926,0.3601842163324143,0.47329064960668,0.0,0.0,0.04340167291721375,0.2853181963271398,0.0
lighter_short,进一步压低做空预算，先守回撤,0.05516058957113147,16915.624424569858,0.6915624424569857,0.1581048028424119,0.2122180804382582,0.7970762721259991,1.3071317497738868,1.048543987045532,-0.15078509322999567,848.9259031782973,529.1663652781225,0.795415536122433,0.0,0.1662315097569731,0.005369610841720453,0.005465097011017369,0.0,0.0,-5.8487585242810935e-06,0.25288811046362936,1.4621896310702734e-05
baseline,当前 wzy V7.1-live 基线,0.050578496023020975,16885.10145343109,0.6885101453431088,0.1575208850251466,0.21227497389259947,0.7945420093563079,1.3028595705775705,1.0446775802067803,-0.15078421132955433,851.3772682295144,528.0416066051539,0.7951343801240517,0.0,0.16623372648503798,0.0,0.0,0.0,0.0,0.0,0.25289248011510485,0.0
tighter_breakout_filter,更保守地确认突破，优先守假突破回撤,0.050578496023020975,16885.10145343109,0.6885101453431088,0.1575208850251466,0.21227497389259947,0.7945420093563079,1.3028595705775705,1.0446775802067803,-0.15078421132955433,851.3772682295144,528.0416066051539,0.7951343801240517,0.0,0.16623372648503798,0.0,0.0,0.0,0.0,0.0,0.25289248011510485,0.0
rapid_lock_profit,快速趋势一旦减速，更积极地缩仓,0.04969543829301276,16876.12241143299,0.687612241143299,0.1573489672072228,0.2122357646000053,0.7939489267956498,1.3019162526571957,1.0440223609901342,-0.15071417345697036,852.4978541407653,527.6563326279695,0.794588521526247,0.0,0.16616210347357452,-0.0012566268130646352,-0.00092614066025431,0.0,0.0,0.0004644907577949085,0.2532395046531704,0.0
tighter_governor,账户级 governor 更早介入,0.04439860892209377,16496.683015327082,0.6496683015327083,0.1500229649934508,0.20529375463762417,0.7830303311148633,1.2688550212164795,1.0429398916211539,-0.14384622373611,783.3113838340619,486.6606846464943,0.7945508667774197,0.0,0.1594159742268032,-0.02439101147320706,-0.002456191779976217,0.0,0.0,0.04601269278970227,0.28726890890844486,0.0
