,baseline,lighter_short,faster_trend_capture,tighter_breakout_filter,quicker_exit,rapid_lock_profit,tighter_governor,balanced_recovery,ref_plus_live
2023-01-04 04:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-04 08:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-04 12:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-04 16:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-04 20:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-05 00:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-05 04:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-05 08:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-05 12:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-05 16:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-05 20:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-06 00:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-06 04:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-06 08:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-06 12:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-06 16:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-06 20:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-07 00:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-07 04:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-07 08:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-07 12:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-07 16:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9961.59583627687
2023-01-07 20:00:00+00:00,9997.979596377258,10000.0,9997.979596377258,9997.979596377258,9971.457055488685,9997.979596377258,9997.979596377258,10000.0,9974.748322104657
2023-01-08 00:00:00+00:00,9979.786580386872,9981.80383445496,9979.786580386872,9979.786580386872,9953.28923593549,9979.786580386872,9979.786580386872,9981.80383445496,9974.54948547113
2023-01-08 04:00:00+00:00,9983.330186743622,9985.348533168788,9983.330186743622,9983.330186743622,9956.824103435627,9983.330186743622,9983.330186743622,9985.348533168788,9978.403321237656
2023-01-08 08:00:00+00:00,10003.14237321142,10005.166826969036,10003.14237321142,10003.14237321142,9976.587431243825,10003.14237321142,10003.14237321142,10005.166826969036,9999.949990121255
2023-01-08 12:00:00+00:00,9910.381653011416,9912.37751221903,9910.381653011416,9910.381653011416,9884.055467443819,9910.381653011416,9910.381653011416,9912.37751221903,9899.068417721248
2023-01-08 16:00:00+00:00,10148.185975710185,10150.25514081259,10148.185975710185,10148.185975710185,10121.273342984268,10148.185975710185,10148.185975710185,10150.25514081259,10157.691614540377
2023-01-08 20:00:00+00:00,9912.112966156585,9914.109359061224,9912.112966156585,9912.112966156585,9885.782511012798,9912.112966156585,9912.112966156585,9914.109359061224,9900.951300821172
2023-01-09 00:00:00+00:00,10571.405298639625,10573.604925925425,10571.405298639625,10571.405298639625,10543.448968446559,10571.405298639625,10571.405298639625,10573.604925925425,10617.962197553654
2023-01-09 04:00:00+00:00,10842.37789011666,10844.661047794405,10842.37789011666,10842.37789011666,10813.753316788016,10842.37789011666,10842.37789011666,10844.661047794405,10937.308596466028
2023-01-09 08:00:00+00:00,10842.37789011666,10844.661047794405,10842.37789011666,10842.37789011666,10813.753316788016,10842.37789011666,10842.37789011666,10844.661047794405,10937.308596466028
2023-01-09 12:00:00+00:00,10842.37789011666,10844.661047794405,10842.37789011666,10842.37789011666,10813.753316788016,10842.37789011666,10842.37789011666,10844.661047794405,10937.308596466028
2023-01-09 16:00:00+00:00,10842.37789011666,10844.661047794405,10842.37789011666,10842.37789011666,10813.753316788016,10842.37789011666,10842.37789011666,10844.661047794405,10937.308596466028
2023-01-09 20:00:00+00:00,10842.37789011666,10844.661047794405,10842.37789011666,10842.37789011666,10813.753316788016,10842.37789011666,10842.37789011666,10844.661047794405,10937.308596466028
2023-01-10 00:00:00+00:00,10842.37789011666,10844.661047794405,10842.37789011666,10842.37789011666,10813.753316788016,10842.37789011666,10842.37789011666,10844.661047794405,10937.308596466028
2023-01-10 04:00:00+00:00,10842.37789011666,10844.661047794405,10842.37789011666,10842.37789011666,10813.753316788016,10842.37789011666,10842.37789011666,10844.661047794405,10937.308596466028
2023-01-10 08:00:00+00:00,10827.609318249024,10829.887930399776,10827.609318249024,10827.609318249024,10799.025654663481,10827.609318249024,10827.609318249024,10829.887930399776,10920.953635672018
2023-01-10 12:00:00+00:00,10994.01230491653,10996.338913313797,10994.01230491653,10994.01230491653,10964.996675112352,10994.01230491653,10994.01230491653,10996.338913313797,11104.107312373259
2023-01-10 16:00:00+00:00,11246.527184893699,11248.926627118475,11246.527184893699,11246.527184893699,11216.85605064193,11246.527184893699,11246.527184893699,11248.926627118475,11382.041198151417
2023-01-10 20:00:00+00:00,11616.05334584822,11618.559371909441,11616.05334584822,11616.05334584822,11585.422957068446,11616.05334584822,11616.05334584822,11618.559371909441,11788.765118025212
2023-01-11 00:00:00+00:00,11633.176660847848,11635.687625851959,11633.176660847848,11633.176660847848,11602.501821582064,11633.176660847848,11633.176660847848,11635.687625851959,11806.7918987442
2023-01-11 04:00:00+00:00,11555.239439564473,11557.72792483934,11555.239439564473,11555.239439564473,11524.76691786187,11555.239439564473,11555.239439564473,11557.72792483934,11722.268116792804
2023-01-11 08:00:00+00:00,11658.115104320263,11660.633262414502,11658.115104320263,11658.115104320263,11627.37552724333,11658.115104320263,11658.115104320263,11660.633262414502,11833.837917624003
2023-01-11 12:00:00+00:00,11628.280930092227,11630.79048300209,11628.280930092227,11628.280930092227,11597.618799674668,11628.280930092227,11628.280930092227,11630.79048300209,11801.4824243741
2023-01-11 16:00:00+00:00,11269.050757365088,11271.456696149562,11269.050757365088,11269.050757365088,11239.32115407604,11269.050757365088,11269.050757365088,11271.456696149562,11411.893312907692
2023-01-11 20:00:00+00:00,11906.85888526515,11909.44878947446,11906.85888526515,11906.85888526515,11875.473593152597,11906.85888526515,11906.85888526515,11909.44878947446,12103.603310284167
2023-01-12 00:00:00+00:00,11906.85888526515,11909.44878947446,11906.85888526515,11906.85888526515,11875.473593152597,11906.85888526515,11906.85888526515,11909.44878947446,12103.603310284167
2023-01-12 04:00:00+00:00,11906.85888526515,11909.44878947446,11906.85888526515,11906.85888526515,11875.473593152597,11906.85888526515,11906.85888526515,11909.44878947446,12103.603310284167
2023-01-12 08:00:00+00:00,11906.85888526515,11909.44878947446,11906.85888526515,11906.85888526515,11875.473593152597,11906.85888526515,11906.85888526515,11909.44878947446,12103.603310284167
2023-01-12 12:00:00+00:00,11906.85888526515,11909.44878947446,11906.85888526515,11906.85888526515,11875.473593152597,11906.85888526515,11906.85888526515,11909.44878947446,12103.603310284167
2023-01-12 16:00:00+00:00,11059.416198240062,11061.744465312286,11059.416198240062,11059.416198240062,11078.24432490738,11059.416198240062,11059.416198240062,11061.744465312286,11160.924705359379
2023-01-12 20:00:00+00:00,12318.190101181288,12321.103300364543,12318.190101181288,12318.190101181288,12339.357956292735,12318.190101181288,12239.809198302975,12242.1374653752,12551.308333282843
2023-01-13 00:00:00+00:00,12318.190101181288,12321.103300364543,12318.190101181288,12318.190101181288,12339.357956292735,12318.190101181288,12239.809198302975,12242.1374653752,12551.308333282843
2023-01-13 04:00:00+00:00,12318.190101181288,12321.103300364543,12318.190101181288,12318.190101181288,12339.357956292735,12318.190101181288,12239.809198302975,12242.1374653752,12551.308333282843
2023-01-13 08:00:00+00:00,12318.190101181288,12321.103300364543,12318.190101181288,12318.190101181288,12339.357956292735,12318.190101181288,12239.809198302975,12242.1374653752,12551.308333282843
2023-01-13 12:00:00+00:00,12318.190101181288,12321.103300364543,12318.190101181288,12318.190101181288,12339.357956292735,12318.190101181288,12239.809198302975,12242.1374653752,12551.308333282843
2023-01-13 16:00:00+00:00,13129.961706831313,13132.874906014567,13129.961706831313,13129.961706831313,13152.495031422406,13129.961706831313,13046.118926034413,13048.788560476547,13456.273230918761
2023-01-13 20:00:00+00:00,13362.838217228655,13365.75141641191,13362.838217228655,13362.838217228655,13385.76326008787,13362.838217228655,13277.428563359275,13280.196127368441,13715.884513115296
2023-01-14 00:00:00+00:00,13888.097979324531,13891.011178507786,13888.097979324531,13888.097979324531,13911.906554163723,13888.097979324531,13799.154197535247,13802.142644539408,14301.44533284455
2023-01-14 04:00:00+00:00,13888.097979324531,13891.011178507786,13888.097979324531,13888.097979324531,13911.906554163723,13888.097979324531,13799.154197535247,13802.142644539408,14301.44533284455
2023-01-14 08:00:00+00:00,13888.097979324531,13891.011178507786,13888.097979324531,13888.097979324531,13911.906554163723,13888.097979324531,13799.154197535247,13802.142644539408,14301.44533284455
2023-01-14 12:00:00+00:00,13888.097979324531,13891.011178507786,13888.097979324531,13888.097979324531,13911.906554163723,13888.097979324531,13799.154197535247,13802.142644539408,14301.44533284455
2023-01-14 16:00:00+00:00,13888.097979324531,13891.011178507786,13888.097979324531,13888.097979324531,13911.906554163723,13888.097979324531,13799.154197535247,13802.142644539408,14301.44533284455
2023-01-14 20:00:00+00:00,13834.197546245638,13837.110745428892,13834.197546245638,13834.197546245638,13857.939371322504,13834.197546245638,13745.620888149151,13748.575960272148,14240.736424008323
2023-01-15 00:00:00+00:00,14091.53564469494,14094.448843878195,14091.53564469494,14091.53564469494,14115.596154723446,14091.53564469494,14001.206219364432,14004.32063396325,14530.580387524906
2023-01-15 04:00:00+00:00,13722.804174642219,13725.717373825473,13722.804174642219,13722.804174642219,13746.408051271279,13722.804174642219,13634.986233008665,13637.87233090776,14115.272310728684
2023-01-15 08:00:00+00:00,13743.072162140117,13745.985361323372,13743.072162140117,13743.072162140117,13766.701138444098,13743.072162140117,13655.116172294503,13658.01482003106,14138.100465068423
2023-01-15 12:00:00+00:00,13720.19583927058,13723.109038453835,13720.19583927058,13720.19583927058,13743.796485762956,13720.19583927058,13632.395663388783,13635.280146219537,14112.334501415364
2023-01-15 16:00:00+00:00,14028.879062673328,14031.792261856583,14028.879062673328,14028.879062673328,14052.861979411406,14028.879062673328,13938.97640044018,13942.052018393784,14460.009289879512
2023-01-15 20:00:00+00:00,13939.30635341651,13942.219552599765,13939.30635341651,13939.30635341651,13963.17834419885,13939.30635341651,13850.01378393991,13853.033938915647,14359.12213313762
2023-01-16 00:00:00+00:00,13948.027353416512,13950.940552599766,13948.027353416512,13948.027353416512,13971.910144198853,13948.027353416512,13858.675383939912,13861.700938915648,14368.944733137623
2023-01-16 04:00:00+00:00,14268.40835021336,14271.321549396615,14268.40835021336,14268.40835021336,14292.68789764808,14268.40835021336,14176.874219148669,14180.098152450597,14729.794908477232
2023-01-16 08:00:00+00:00,14321.43429736651,14324.347496549764,14321.43429736651,14321.43429736651,14345.779511608851,14321.43429736651,14229.53899885991,14232.795765565646,14789.518870007621
2023-01-16 12:00:00+00:00,13842.89106336651,13845.804262549764,13842.89106336651,13842.89106336651,13866.64365440885,13842.89106336651,13754.255192459908,13757.215647565647,14250.52806960762
2023-01-16 16:00:00+00:00,14134.80417904681,14137.717378230065,14134.80417904681,14134.80417904681,14158.918272399591,14134.80417904681,14044.180045432791,14047.32125169375,14579.314420952802
2023-01-16 20:00:00+00:00,14638.76296646651,14641.676165649764,14638.76296646651,14638.76296646651,14663.501157388851,14638.76296646651,14544.70629621991,14548.15955126565,15146.931160467624
2023-01-17 00:00:00+00:00,14428.895647328209,14431.808846511463,14428.895647328209,14428.895647328209,14453.37394064171,14428.895647328209,14336.26841393023,14339.59172017155,14910.554285227641
2023-01-17 04:00:00+00:00,14332.223984107477,14335.137183290732,14332.223984107477,14332.223984107477,14356.582560190984,14332.223984107477,14240.255195474469,14243.518643100791,14801.671464547451
2023-01-17 08:00:00+00:00,14341.572903601078,14344.486102784333,14341.572903601078,14341.572903601078,14365.943057293864,14341.572903601078,14249.540438117028,14252.80967454799,14812.201300187611
2023-01-17 12:00:00+00:00,14476.713697702076,14479.626896885331,14476.713697702076,14476.713697702076,14501.251208415422,14476.713697702076,14383.760768604956,14387.113683546198,14964.412510385579
2023-01-17 16:00:00+00:00,14408.074969155423,14410.988168338677,14408.074969155423,14408.074969155423,14432.527478347349,14408.074969155423,14315.589548426115,14318.899962606645,14887.103626654085
2023-01-17 20:00:00+00:00,14661.777485500274,14664.690684683528,14661.777485500274,14661.777485500274,14686.54417737498,14661.777485500274,14567.564060015675,14571.031565537596,15172.852776642496
2023-01-18 00:00:00+00:00,14325.313703921376,14328.22690310463,14325.313703921376,14325.313703921376,14349.663722382364,14325.313703921376,14233.391982212237,14236.6511510273,14793.888306864159
2023-01-18 04:00:00+00:00,14480.077604368531,14482.990803551786,14480.077604368531,14480.077604368531,14504.680208127656,14480.077604368531,14387.179380135667,14390.42727000977,14957.765290971503
2023-01-18 08:00:00+00:00,14540.45253088056,14543.365730063815,14540.45253088056,14540.45253088056,14565.151196575267,14540.45253088056,14447.170058905378,14450.41794877948,15022.126787810103
2023-01-18 12:00:00+00:00,14408.722113152038,14411.635312335293,14408.722113152038,14408.722113152038,14433.211183910023,14408.722113152038,14316.278020923737,14319.52591079784,14881.6981802077
2023-01-18 16:00:00+00:00,14199.76714210056,14202.680341283814,14199.76714210056,14199.76714210056,14223.923746715265,14199.76714210056,14108.652914445378,14111.90080431948,14658.945864210102
2023-01-18 20:00:00+00:00,13835.895640068296,13838.808839251551,13835.895640068296,13835.895640068296,13902.235203168546,13835.895640068296,13747.097221495258,13750.34511136936,14271.047842950566
2023-01-19 00:00:00+00:00,13835.895640068296,13838.808839251551,13835.895640068296,13835.895640068296,13902.235203168546,13835.895640068296,13747.097221495258,13750.34511136936,14271.047842950566
2023-01-19 04:00:00+00:00,13835.895640068296,13838.808839251551,13835.895640068296,13835.895640068296,13902.235203168546,13835.895640068296,13747.097221495258,13750.34511136936,14271.047842950566
2023-01-19 08:00:00+00:00,13835.895640068296,13838.808839251551,13835.895640068296,13835.895640068296,13902.235203168546,13835.895640068296,13747.097221495258,13750.34511136936,14271.047842950566
2023-01-19 12:00:00+00:00,13835.895640068296,13838.808839251551,13835.895640068296,13835.895640068296,13902.235203168546,13835.895640068296,13747.097221495258,13750.34511136936,14271.047842950566
2023-01-19 16:00:00+00:00,13835.895640068296,13838.808839251551,13835.895640068296,13835.895640068296,13902.235203168546,13835.895640068296,13747.097221495258,13750.34511136936,14271.047842950566
2023-01-19 20:00:00+00:00,14099.00200298192,14102.129458161033,14099.00200298192,14099.00200298192,14166.627102057319,14099.00200298192,13943.14145770533,13946.60360357529,14495.159614618035
2023-01-20 00:00:00+00:00,14072.532347193799,14075.63824727862,14072.532347193799,14072.532347193799,14140.028115703457,14072.532347193799,13923.418546429977,13926.859137205649,14472.612985990692
2023-01-20 04:00:00+00:00,14089.747138310278,14092.867056954641,14089.747138310278,14089.747138310278,14157.327018177182,14089.747138310278,13936.24552841009,13939.700137745303,14487.276399270691
2023-01-20 08:00:00+00:00,13929.310693478397,13932.299963552052,13929.310693478397,13929.310693478397,13996.106681921043,13929.310693478397,13816.70208621044,13820.026046974943,14350.617994308031
2023-01-20 12:00:00+00:00,13930.133840634662,13933.12378102359,13930.133840634662,13930.133840634662,13996.93385096895,13930.133840634662,13817.315424685996,13820.640055765773,14351.319144084458
2023-01-20 16:00:00+00:00,14153.855908508742,14157.02803299203,14153.855908508742,14153.855908508742,14221.74902340919,14153.855908508742,13984.013871025396,13987.520686199532,14541.883706785018
2023-01-20 20:00:00+00:00,14584.250844567836,14587.773453526741,14584.250844567836,14584.250844567836,14654.246866321992,14584.250844567836,14304.707166216007,14308.56446586576,14908.490468281607
2023-01-21 00:00:00+00:00,15165.594026923427,15169.590042382624,15165.594026923427,15165.594026923427,15238.430487679321,15165.594026923427,14737.874113980963,14742.204820131008,15403.673667584497
2023-01-21 04:00:00+00:00,15165.594026923427,15169.590042382624,15165.594026923427,15165.594026923427,15238.430487679321,15165.594026923427,14737.874113980963,14742.204820131008,15403.673667584497
2023-01-21 08:00:00+00:00,15165.594026923427,15169.590042382624,15165.594026923427,15165.594026923427,15238.430487679321,15165.594026923427,14737.874113980963,14742.204820131008,15403.673667584497
2023-01-21 12:00:00+00:00,15165.594026923427,15169.590042382624,15165.594026923427,15165.594026923427,15238.430487679321,15165.594026923427,14737.874113980963,14742.204820131008,15403.673667584497
2023-01-21 16:00:00+00:00,15165.594026923427,15169.590042382624,15165.594026923427,15165.594026923427,15238.430487679321,15165.594026923427,14737.874113980963,14742.204820131008,15403.673667584497
2023-01-21 20:00:00+00:00,15615.587434305851,15619.583449765048,15615.587434305851,15615.587434305851,15690.36711150325,15615.587434305851,15175.097813319222,15179.428519469267,15903.635497748437
2023-01-22 00:00:00+00:00,14816.048027960764,14820.04404341996,14816.048027960764,14816.048027960764,14887.375036531132,14816.048027960764,14398.247372237474,14402.57807838752,15015.31318385115
2023-01-22 04:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-22 08:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-22 12:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-22 16:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-22 20:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-23 00:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-23 04:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-23 08:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-23 12:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-23 16:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-23 20:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14715.184167383084,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-24 00:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14862.471532090341,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-24 04:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,15056.027849744913,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-24 08:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,15025.10084712034,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-24 12:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14856.801450062068,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-24 16:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14868.46479552241,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-24 20:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14975.90064893531,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-25 00:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14355.762848028911,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-25 04:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14322.710798820806,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-25 08:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14338.838783790537,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-25 12:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14334.803813435907,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-25 16:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14334.803813435907,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-25 20:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14334.803813435907,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-26 00:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14334.803813435907,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-26 04:00:00+00:00,14598.61054556018,14602.606561019376,14598.61054556018,14598.61054556018,14334.803813435907,14598.61054556018,14186.997615410777,14191.163133513972,14786.547669501258
2023-01-26 08:00:00+00:00,14598.61054556018,14602.606561019376,14387.433414292364,14598.61054556018,14334.803813435907,14598.61054556018,14186.997615410777,13985.876094504652,14565.84244781529
2023-01-26 12:00:00+00:00,14630.206458710583,14634.20247416978,14412.658259369202,14630.206458710583,14359.629173768368,14630.206458710583,14217.695917392135,14010.397375403792,14592.205411414874
2023-01-26 16:00:00+00:00,14584.594306623543,14588.59032208274,14367.527404341521,14584.594306623543,14323.791054271407,14584.594306623543,14173.379565080293,13966.525297300592,14545.038299597592
2023-01-26 20:00:00+00:00,14724.390277828192,14728.386293287389,14505.848255720148,14724.390277828192,14433.630745932202,14724.390277828192,14309.204059830265,14100.988142980388,14689.600042547852
2023-01-27 00:00:00+00:00,14647.333399320352,14651.32941477955,14429.604477391367,14647.333399320352,14373.086055676042,14647.333399320352,14234.336297189126,14026.870934350689,14609.916224999974
2023-01-27 04:00:00+00:00,14348.629961506442,14352.625976965639,14134.052942736209,14348.629961506442,14138.390497393684,14348.629961506442,13944.11875249493,13739.562838726108,14301.029715442408
2023-01-27 08:00:00+00:00,14412.752729318967,14416.748744778164,14197.389166400313,14412.752729318967,14204.982982446967,14412.752729318967,14001.684016871439,13796.328380644754,14367.153362833851
