bonus,threshold,total_return,sharpe,calmar,max_drawdown,train_sharpe,train_calmar,val_sharpe,val_calmar,hold_sharpe,hold_calmar,score
0.7,0.84,2.1639810152663275,0.9765152878372282,1.1149034734056606,-0.17153891657959264,0.6166031626954003,0.6253838517405681,1.4066021136937166,2.3594021311203197,0.9082904001299724,1.9749379788022279,1.8547814549593613
0.5,0.84,1.924353297938942,0.929602585658618,1.032721413797829,-0.17146908787822157,0.5436841908010089,0.5093356384511665,1.353091412587804,2.203048941965477,0.9105244366845621,1.982320546379419,1.752932185355676
0.3,0.84,2.018404499738649,0.9478628271348709,1.0648187809948264,-0.1716297478202662,0.6183738340242457,0.622403240821804,1.4115792384810635,2.3615382173340422,0.74769918561143,1.3858079465889894,1.742527779096032
0.3,0.8,1.4021404482343618,0.8167806430598364,0.8249628676381102,-0.17263853334063828,0.6335226090327644,0.6313799985575106,1.353266190220012,2.1953480350682226,-0.2370051411134106,-0.22958845964337132,1.3330077527211073
0.7,0.8,1.2271489570071883,0.7685107235215205,0.7340622255565219,-0.1762341632738722,0.5715675651448439,0.5609161769057834,1.2389980092745385,1.890748375433414,-0.2603102108678763,-0.2236834233095899,1.227487006997791
0.5,0.8,1.199029085505725,0.7700589835114156,0.718291091169503,-0.1770712080583765,0.5695670449113597,0.5249677608959956,1.240788753356308,1.8945063062984082,-0.257353218714927,-0.22191111851510056,1.2209268262269288
