window,total_return,sharpe,max_drawdown
recent_2024_2026_08,-0.009339666260928747,-0.1000803961061474,-0.036021224874920654
recent_2025_2026_08,0.010121602598321067,0.22588007403522922,-0.030550086855680836
recent_2026_ytd,0.011178310245751666,0.7137443311936489,-0.019226887256824754
