year,start_equity,end_equity,total_return,annualized_volatility,sharpe,max_drawdown
2020,10000.0,12291.57498106539,0.22915749810653896,0.29705624905977474,0.8384336625613161,-0.14369555891542318
2021,12291.57498106539,12045.36804313164,-0.02003054436172913,0.031407245423915424,-0.6374726431382794,-0.037765447178080835
2022,12045.36804313164,11727.755988128414,-0.026367982602601425,0.031759380730927426,-0.8301517822780349,-0.033885104379575925
2023,11727.755988128414,11950.292278582858,0.018975180817174975,0.03066490920401391,0.6299899416008606,-0.017139275863267134
2024,11950.292278582858,11903.80666486426,-0.0038899143748901688,0.032329182218255134,-0.10407433005048419,-0.031829029066394066
2025,11903.80666486426,12175.430928403439,0.022818269078656694,0.05801631861584038,0.4180189300944513,-0.06035928229273069
2026,12175.430928403439,12214.62544750286,0.0032191484087833455,0.03677098930928533,0.16960497605514246,-0.02485715432696667
