strategy,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,trade_count,win_rate,final_equity,fill_count,liquidation_count,fees_paid,funding_paid,realized_pnl,order_notional,max_leverage_observed,max_margin_ratio,minimum_margin_buffer,max_minute_participation_observed,maker_enabled,maker_order_count,maker_cancel_count,maker_fill_count,taker_fill_count,maker_filled_notional,taker_filled_notional,maker_fill_ratio,maker_fill_events_per_order,maker_fee_saved_vs_taker
V7.1_taker_no_rebate,71.80762167904898,0.9183528475031857,0.5049641516326749,1.5409766089676251,2.7341069090607184,-0.3829984779423704,259.0,0.38996138996138996,728076.2167904897,3266.0,0.0,151494.5321162911,82758.78366687018,952329.5325736526,378736330.2907284,6.7379199311894595,0.12483126144285633,9736.370884085261,0.019999998851032708,0.0,0.0,0.0,0.0,3266.0,0.0,378736330.2907284,0.0,0.0,0.0
V7.1.2_maker_rebate30,130.27998455394393,1.098103742935499,0.4908240454434899,1.7537187325665435,3.1899535316689724,-0.370510695767157,307.0,0.40716612377850164,1312799.8455394392,4473.0,0.0,89942.41721577196,108291.52308710918,1501033.7858423155,533407180.5197169,6.731304305685058,0.13277155133995067,9754.605283590747,0.019999998851032708,1.0,583.0,25.0,2684.0,1665.0,303005180.3798404,230402000.13987577,0.5680560581966904,4.60377358490566,80599.37798103753
V7.1.2_taker_rebate30,97.01460918158298,1.00699055335466,0.4895062446287959,1.6662622260920532,3.0133930504278945,-0.38609871546821595,308.0,0.39935064935064934,980146.0918158299,3723.0,0.0,136014.530567552,88683.04424075033,1194843.6666241263,424948925.29703164,6.736913172159315,0.12969728407991093,9740.532786359245,0.019999998851032708,0.0,0.0,0.0,0.0,3599.0,0.0,424948925.29703164,0.0,0.0,0.0
