entry_time,side,equity_before,exit_time,pnl,exit_reason,equity_at_trigger
2020-01-23 16:00:00+00:00,short,10000.0,2020-01-24 20:00:00+00:00,-51.21815695443911,signal,
2020-01-27 16:00:00+00:00,long,9948.78184304556,2020-01-31 20:00:00+00:00,824.4973426181805,signal,
2020-02-01 08:00:00+00:00,long,10773.279185663741,2020-02-04 12:00:00+00:00,-162.05588881095173,signal,
2020-02-06 00:00:00+00:00,long,10611.22329685279,2020-02-10 05:58:00+00:00,-106.72054784238753,stop_loss,10508.639831301267
2020-02-10 08:00:00+00:00,long,10504.502749010402,2020-02-10 09:27:00+00:00,-43.903584163424966,stop_loss,10461.504850429574
2020-02-12 00:00:00+00:00,long,10460.599164846977,2020-02-15 15:53:00+00:00,-226.1551226185329,stop_loss,10235.239518319368
2020-02-26 04:00:00+00:00,short,10234.444042228444,2020-03-02 20:00:00+00:00,107.23722253243614,signal,
2020-03-08 20:00:00+00:00,short,10341.68126476088,2020-03-12 10:42:00+00:00,216.3720316162162,take_profit,10558.355598256147
2020-03-12 16:00:00+00:00,short,10558.053296377097,2020-03-13 13:34:00+00:00,29.951834039309688,stop_loss,10588.38572379731
2020-03-18 08:00:00+00:00,short,10588.005130416406,2020-03-19 16:00:00+00:00,-27.79116350158256,signal,
2020-03-29 04:00:00+00:00,short,10560.213966914824,2020-03-30 12:00:00+00:00,-43.73889029714883,signal,
2020-04-04 12:00:00+00:00,long,10516.475076617675,2020-04-05 08:00:00+00:00,7.032153323354578,signal,
2020-04-05 20:00:00+00:00,long,10523.50722994103,2020-04-09 04:00:00+00:00,51.86481914245087,signal,
2020-04-09 16:00:00+00:00,long,10575.37204908348,2020-04-10 08:00:00+00:00,-42.59736950453771,signal,
2020-04-23 20:00:00+00:00,long,10532.774679578943,2020-04-30 03:55:00+00:00,5893.124784434356,take_profit,16433.033372552607
2020-04-30 08:00:00+00:00,long,16425.8994640133,2020-04-30 09:58:00+00:00,-2109.7619760485977,stop_loss,14330.194352385039
2020-05-01 00:00:00+00:00,long,14316.137487964701,2020-05-04 08:00:00+00:00,284.5326494546298,signal,
2020-05-04 20:00:00+00:00,long,14600.67013741933,2020-05-10 00:00:00+00:00,1640.454789311836,signal,
2020-05-14 12:00:00+00:00,long,16241.124926731167,2020-05-20 16:00:00+00:00,-715.6842647383855,signal,
2020-05-26 16:00:00+00:00,short,15525.440661992781,2020-05-27 12:00:00+00:00,-195.97765911567149,signal,
2020-05-29 08:00:00+00:00,long,15329.46300287711,2020-06-01 20:01:00+00:00,-123.54975030868445,signal,
2020-06-02 08:00:00+00:00,long,15205.913252568425,2020-06-02 14:48:00+00:00,-669.7142811060639,stop_loss,14541.650628045574
2020-06-15 12:00:00+00:00,short,14536.198971462361,2020-06-15 20:00:00+00:00,-152.44242237643812,signal,
2020-06-20 00:00:00+00:00,short,14383.756549085923,2020-06-20 04:00:00+00:00,-3.205063549467013,signal,
2020-06-24 00:00:00+00:00,long,14380.551485536456,2020-06-24 10:38:00+00:00,-757.8887347047967,stop_loss,13626.930020887808
2020-06-26 04:00:00+00:00,short,13622.66275083166,2020-06-27 12:00:00+00:00,49.66160354351268,signal,
2020-06-28 00:00:00+00:00,short,13672.324354375172,2020-07-01 04:00:00+00:00,-72.72910862192657,signal,
2020-07-04 16:00:00+00:00,short,13599.595245753246,2020-07-06 08:00:00+00:00,-84.61711114619538,signal,
2020-07-22 08:00:00+00:00,long,13514.97813460705,2020-07-26 10:05:00+00:00,5135.1245942878395,take_profit,18677.323469791376
2020-07-26 20:00:00+00:00,long,18650.10272889489,2020-07-27 00:52:00+00:00,853.3784043286287,take_profit,19534.756027019484
2020-07-27 08:00:00+00:00,long,19503.48113322352,2020-08-01 06:16:00+00:00,3540.8821699728105,take_profit,23052.262955740454
2020-08-01 08:00:00+00:00,long,23044.36330319633,2020-08-01 08:01:00+00:00,76.33502992856666,take_profit,23142.612209069386
2020-08-01 12:00:00+00:00,long,23120.698333124896,2020-08-01 12:06:00+00:00,22.366305835483217,take_profit,23150.83107645317
2020-08-01 16:00:00+00:00,long,23143.06463896038,2020-08-01 16:35:00+00:00,198.88702560213642,take_profit,23364.2207806439
2020-08-02 00:00:00+00:00,long,23341.951664562515,2020-08-02 04:39:00+00:00,-149.80175629354198,stop_loss,23199.862586382973
2020-09-04 04:00:00+00:00,short,23192.149908268973,2020-09-09 20:00:00+00:00,0.846868910073681,signal,
2020-09-10 08:00:00+00:00,short,23192.996777179047,2020-09-11 20:00:00+00:00,-7.247089035470708,signal,
2020-09-22 12:00:00+00:00,short,23185.749688143576,2020-09-24 16:00:00+00:00,-18.181714698308497,signal,
2020-10-09 20:00:00+00:00,long,23167.567973445268,2020-10-21 22:53:00+00:00,15479.962564632555,take_profit,38694.129681248975
2020-10-22 00:00:00+00:00,long,38647.53053807782,2020-10-22 20:18:00+00:00,3129.1618538422117,take_profit,41821.65744181322
2020-10-24 20:00:00+00:00,long,41776.692391920034,2020-10-25 01:37:00+00:00,217.5921781449797,take_profit,42047.31514457786
2020-10-25 08:00:00+00:00,long,41994.284570065014,2020-10-28 12:00:00+00:00,-1293.7042636486003,signal,
2020-11-01 00:00:00+00:00,long,40700.580306416414,2020-11-07 18:58:00+00:00,-223.41970338794636,stop_loss,40502.030750306774
2020-11-08 20:00:00+00:00,long,40477.16060302847,2020-11-09 16:00:00+00:00,-2765.2601894791514,signal,
