entry_time,exit_time,side,entry_price,exit_price,bars,pnl
2020-01-26 16:00:00+00:00,2020-02-02 04:00:00+00:00,long,8565.04,9379.19,39,1765.0758411028874
2020-02-02 12:00:00+00:00,2020-02-02 20:00:00+00:00,long,9457.85,9338.2,2,-308.0400519795494
2020-02-03 00:00:00+00:00,2020-02-03 16:00:00+00:00,long,9396.06,9331.11,4,-160.19304261737125
2020-02-06 16:00:00+00:00,2020-02-10 04:00:00+00:00,long,9755.26,9985.67,21,361.95699672015144
2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,long,10204.39,9982.18,24,-745.5030222775968
2020-02-18 20:00:00+00:00,2020-02-19 20:00:00+00:00,long,10174.32,9593.65,6,-973.4968975156753
2020-02-23 08:00:00+00:00,2020-02-24 00:00:00+00:00,long,9842.16,9759.23,4,-176.0266637824443
2020-04-04 04:00:00+00:00,2020-04-10 00:00:00+00:00,long,6725.67,7172.94,35,671.5062374529498
2020-04-12 12:00:00+00:00,2020-04-13 00:00:00+00:00,long,7014.12,6671.0,3,-705.4164848285
2020-04-23 20:00:00+00:00,2020-05-04 04:00:00+00:00,long,7483.35,8653.3,62,1971.0682732622936
2020-05-04 12:00:00+00:00,2020-05-10 00:00:00+00:00,long,8848.0,8621.65,33,-411.3533805252173
2020-05-13 20:00:00+00:00,2020-05-15 20:00:00+00:00,long,9305.91,9310.73,12,-4.866638918165336
2020-05-16 04:00:00+00:00,2020-05-16 08:00:00+00:00,long,9385.86,9410.0,1,19.958427554476657
2020-05-28 20:00:00+00:00,2020-06-02 12:00:00+00:00,long,9569.59,9467.9,28,-271.4865701796316
2020-06-03 20:00:00+00:00,2020-06-04 04:00:00+00:00,long,9663.59,9644.81,2,-39.52366557481582
2020-06-11 16:00:00+00:00,2020-06-13 12:00:00+00:00,long,9280.99,9433.97,11,141.4070969934437
2020-06-23 12:00:00+00:00,2020-06-24 08:00:00+00:00,long,9695.89,9337.26,5,-1021.5801421634569
2020-07-22 04:00:00+00:00,2020-08-02 04:00:00+00:00,long,9301.44,11327.7,66,8893.95518068689
2020-08-05 12:00:00+00:00,2020-08-06 20:00:00+00:00,long,11672.0,11770.56,8,164.57750537224638
2020-08-15 00:00:00+00:00,2020-08-15 12:00:00+00:00,long,11900.97,11858.01,3,-143.20695423621873
2020-08-15 20:00:00+00:00,2020-08-16 00:00:00+00:00,long,11859.04,11942.2,1,206.10982311189582
2020-08-24 08:00:00+00:00,2020-08-24 12:00:00+00:00,long,11799.0,11768.0,1,-143.3030337152013
2020-10-10 00:00:00+00:00,2020-10-16 04:00:00+00:00,long,11413.28,11309.01,37,-586.4081029117951
2020-10-19 16:00:00+00:00,2020-10-26 16:00:00+00:00,long,11687.69,12997.57,42,5375.285700400043
2020-10-26 20:00:00+00:00,2020-10-28 12:00:00+00:00,long,13047.24,13208.65,10,456.4679824055638
2020-10-29 12:00:00+00:00,2020-11-02 08:00:00+00:00,long,13429.04,13406.01,23,-68.97345435975512
2020-11-03 12:00:00+00:00,2020-11-07 16:00:00+00:00,long,13701.33,14654.74,25,2471.801346740085
2020-11-08 12:00:00+00:00,2020-11-10 20:00:00+00:00,long,15349.33,15294.68,14,-154.48361576440948
2020-11-12 20:00:00+00:00,2020-11-14 08:00:00+00:00,long,16289.02,15916.92,9,-718.1926185317352
2020-11-15 08:00:00+00:00,2020-11-15 12:00:00+00:00,long,15950.0,16022.0,1,148.05270429349184
2020-11-17 12:00:00+00:00,2020-11-22 08:00:00+00:00,long,17322.38,17925.2,29,1073.4600568135356
2020-11-22 16:00:00+00:00,2020-11-23 00:00:00+00:00,long,18607.72,18390.41,2,-422.8677660711328
2020-11-24 08:00:00+00:00,2020-11-25 04:00:00+00:00,long,19089.69,18991.05,5,-237.5150435462201
2020-11-26 16:00:00+00:00,2020-11-26 20:00:00+00:00,long,16536.91,17155.34,1,1170.1922706069563
2020-11-29 08:00:00+00:00,2020-12-01 12:00:00+00:00,long,18086.25,19276.01,13,1795.5029347727395
2020-12-02 08:00:00+00:00,2020-12-02 12:00:00+00:00,long,19130.01,18898.97,1,-335.74996832947363
2020-12-12 16:00:00+00:00,2020-12-21 08:00:00+00:00,long,18796.0,22663.0,52,9020.489882944683
2020-12-22 20:00:00+00:00,2020-12-23 08:00:00+00:00,long,23826.99,23080.0,3,-1211.042986761735
2020-12-23 12:00:00+00:00,2020-12-23 20:00:00+00:00,long,23471.08,23238.27,2,-360.15439226660965
2020-12-24 20:00:00+00:00,2020-12-25 00:00:00+00:00,long,23737.44,23492.62,1,-409.4548103487032
2020-12-26 16:00:00+00:00,2021-01-04 08:00:00+00:00,long,25944.43,30760.39,52,6663.467705393894
2021-01-05 16:00:00+00:00,2021-01-10 16:00:00+00:00,long,33747.0,37531.91,30,2488.173192722563
2021-01-14 00:00:00+00:00,2021-01-15 04:00:00+00:00,long,37103.0,38510.21,7,762.388410383639
2021-02-04 08:00:00+00:00,2021-02-15 00:00:00+00:00,long,37361.16,47165.18,64,8603.923509797845
2021-02-15 16:00:00+00:00,2021-02-15 20:00:00+00:00,long,48722.66,47981.58,1,-803.2656877911359
2021-02-17 20:00:00+00:00,2021-02-22 08:00:00+00:00,long,52194.62,54606.16,27,1449.7312254594872
2021-03-03 08:00:00+00:00,2021-03-05 00:00:00+00:00,long,51721.4,47300.23,10,-3845.2392103428647
2021-03-09 20:00:00+00:00,2021-03-15 08:00:00+00:00,long,54917.78,56182.03,33,511.5229835068021
2021-03-17 16:00:00+00:00,2021-03-21 04:00:00+00:00,long,57897.1,57011.46,21,-1030.7694104780821
2021-03-31 00:00:00+00:00,2021-04-02 16:00:00+00:00,long,58695.91,58944.81,16,-186.09871477639535
2021-04-13 16:00:00+00:00,2021-04-16 04:00:00+00:00,long,63085.22,61513.57,15,-2504.330322267073
2021-05-12 20:00:00+00:00,2021-05-13 00:00:00+00:00,long,49595.76,50477.14,1,330.1978830622029
2021-06-15 16:00:00+00:00,2021-06-17 16:00:00+00:00,long,39950.0,37682.27,12,-2590.4360291048943
2021-07-25 08:00:00+00:00,2021-08-02 12:00:00+00:00,long,34366.63,39678.0,49,10822.869632007336
2021-08-04 12:00:00+00:00,2021-08-05 04:00:00+00:00,long,39289.96,38889.08,4,-654.1497643693219
2021-08-05 16:00:00+00:00,2021-08-05 20:00:00+00:00,long,40694.19,40882.4,1,232.7573423102658
2021-08-21 04:00:00+00:00,2021-08-24 12:00:00+00:00,long,48985.51,48370.25,20,-1288.2070790361322
2021-08-25 20:00:00+00:00,2021-08-26 00:00:00+00:00,long,48992.65,47945.44,1,-1759.2931272863716
2021-08-27 20:00:00+00:00,2021-08-28 12:00:00+00:00,long,49083.98,48840.0,4,-432.25285349164915
2021-09-18 12:00:00+00:00,2021-09-19 08:00:00+00:00,long,48420.21,47344.16,5,-1890.2430628853836
2021-09-20 08:00:00+00:00,2021-09-20 12:00:00+00:00,long,43731.44,43836.9,1,61.6939351115725
2021-10-02 12:00:00+00:00,2021-10-12 16:00:00+00:00,long,47812.24,55369.15,61,9686.63750954606
2021-10-13 20:00:00+00:00,2021-10-18 12:00:00+00:00,long,57393.65,62021.07,28,5535.022204063505
2021-10-19 00:00:00+00:00,2021-10-21 20:00:00+00:00,long,62634.99,62260.33,17,-828.0378590472028
2021-10-22 00:00:00+00:00,2021-10-22 08:00:00+00:00,long,63279.94,63420.67,2,111.13266954485152
2021-11-07 16:00:00+00:00,2021-11-10 20:00:00+00:00,long,62304.66,64920.13,19,3964.846755588107
2021-11-14 00:00:00+00:00,2021-11-14 08:00:00+00:00,long,64688.44,64479.06,2,-385.1279299504822
2021-12-04 00:00:00+00:00,2021-12-04 04:00:00+00:00,long,52003.89,47241.93,1,-3248.7461347446806
2021-12-27 00:00:00+00:00,2021-12-28 00:00:00+00:00,long,51007.02,49826.48,6,-2634.3528577574907
2022-01-06 00:00:00+00:00,2022-01-06 20:00:00+00:00,long,42817.38,43080.01,5,205.96073418151354
2022-02-06 00:00:00+00:00,2022-02-11 00:00:00+00:00,long,41429.06,43310.87,30,3777.020038056675
2022-02-11 12:00:00+00:00,2022-02-11 16:00:00+00:00,long,43648.87,42725.35,1,-1671.105847380888
2022-02-15 00:00:00+00:00,2022-02-17 04:00:00+00:00,long,43535.1,43902.4,13,647.57039974488
2022-03-01 16:00:00+00:00,2022-03-04 16:00:00+00:00,long,43693.7,39785.4,18,-5974.484969648605
2022-03-19 12:00:00+00:00,2022-03-21 00:00:00+00:00,long,41909.0,40811.3,9,-2330.6394440926233
2022-03-21 08:00:00+00:00,2022-03-21 12:00:00+00:00,long,41218.7,41198.3,1,-92.54853189511778
2022-03-21 20:00:00+00:00,2022-03-31 16:00:00+00:00,long,40982.0,45578.1,59,10715.935020257246
2022-04-01 12:00:00+00:00,2022-04-02 16:00:00+00:00,long,46523.5,46099.0,7,-1088.7353287175938
2022-04-03 04:00:00+00:00,2022-04-04 16:00:00+00:00,long,46363.7,45905.6,9,-1239.7849218702104
2022-04-06 20:00:00+00:00,2022-04-07 00:00:00+00:00,long,43159.7,43292.0,1,273.89566144905257
2022-06-30 08:00:00+00:00,2022-06-30 16:00:00+00:00,long,19088.7,18921.3,2,-340.5154894970692
2022-07-19 12:00:00+00:00,2022-07-23 08:00:00+00:00,long,23116.2,22226.3,23,-2468.8253669123005
2022-07-28 00:00:00+00:00,2022-08-04 08:00:00+00:00,long,23126.7,22872.3,44,-974.0249318962378
2022-08-19 04:00:00+00:00,2022-08-19 20:00:00+00:00,long,21892.8,20824.9,4,-2160.4578471859422
2022-09-07 00:00:00+00:00,2022-09-09 00:00:00+00:00,long,18736.3,19936.0,12,2909.943315824392
2022-09-11 12:00:00+00:00,2022-09-13 12:00:00+00:00,long,21633.9,20823.9,12,-4157.569388280201
2022-10-25 20:00:00+00:00,2022-11-07 04:00:00+00:00,long,20068.3,20628.1,74,3670.5121723871125
2022-11-21 16:00:00+00:00,2022-11-21 20:00:00+00:00,long,15712.8,15773.0,1,164.82765324397042
2022-12-14 04:00:00+00:00,2022-12-16 08:00:00+00:00,long,17807.1,17018.6,13,-7645.93696156505
2023-01-07 04:00:00+00:00,2023-01-25 00:00:00+00:00,long,16939.8,22641.0,107,141101.0461067151
2023-01-25 20:00:00+00:00,2023-01-30 16:00:00+00:00,long,23060.6,22783.7,29,-4418.60284676883
2023-01-31 12:00:00+00:00,2023-01-31 20:00:00+00:00,long,23113.9,23119.4,2,-128.6827135939966
2023-02-09 20:00:00+00:00,2023-02-10 00:00:00+00:00,long,21793.4,21817.5,1,94.41884579276666
2023-02-16 00:00:00+00:00,2023-02-21 20:00:00+00:00,long,24741.0,24443.4,35,-6078.949589316675
2023-02-23 00:00:00+00:00,2023-02-23 08:00:00+00:00,long,24444.3,23767.6,2,-7760.852319595899
2023-02-27 12:00:00+00:00,2023-02-27 16:00:00+00:00,long,23546.5,23262.5,1,-4161.287737019942
2023-03-01 04:00:00+00:00,2023-03-01 16:00:00+00:00,long,23709.6,23342.9,3,-5085.734058880742
2023-03-14 16:00:00+00:00,2023-03-22 16:00:00+00:00,long,25065.5,26654.1,48,7175.6625048911665
2023-03-23 12:00:00+00:00,2023-03-24 08:00:00+00:00,long,28574.5,27558.4,5,-6995.810698769201
2023-04-11 00:00:00+00:00,2023-04-17 00:00:00+00:00,long,30105.8,29966.5,36,-2396.3984265062027
2023-04-18 08:00:00+00:00,2023-04-19 08:00:00+00:00,long,30369.7,29299.9,6,-14011.428643073217
2023-04-28 16:00:00+00:00,2023-04-29 20:00:00+00:00,long,29317.6,29212.7,7,-868.0216919497179
2023-05-08 16:00:00+00:00,2023-05-09 08:00:00+00:00,long,27329.1,27663.9,4,2250.029603773175
2023-05-30 04:00:00+00:00,2023-05-31 04:00:00+00:00,long,27721.0,27150.4,6,-8103.386827977491
2023-06-05 12:00:00+00:00,2023-06-06 16:00:00+00:00,long,25991.9,27073.2,7,7477.327839816571
2023-06-20 20:00:00+00:00,2023-06-28 16:00:00+00:00,long,28290.6,30080.4,47,19227.465388256067
