variant,note,final_equity,total_return,sharpe,calmar,max_drawdown,trade_count,governor_max_drawdown_observed,governor_min_scale_observed
baseline,当前 long participation 最优候选,12083.622187005554,0.20836221870055538,0.3004182882473409,0.16214162790816705,-0.17992555930572673,282.0,0.22089866003532954,0.0
no_governor,关闭账户级 governor,65798.064190771,5.5798064190771,0.9852155240772683,0.8617515784295872,-0.3845871615518186,510.0,0.4029933436229004,1.0
no_price_drawdown,关闭价格回撤刹车,12648.893343587612,0.26488933435876105,0.35331535358294563,0.1836879802692321,-0.1978746653460859,281.0,0.23794037085862496,0.0
no_governor_no_price_drawdown,同时关闭 governor 与价格回撤刹车,66339.72170542645,5.633972170542645,0.9839705199273553,0.8652733206519846,-0.3849397200909892,510.0,0.4104510547093565,1.0
