window,total_return,sharpe,max_drawdown
recent_2024_2026_08,0.02279726602729082,0.21736275855770776,-0.06575736183962733
recent_2025_2026_08,0.026646871962417995,0.3513064926701667,-0.06575736183962733
recent_2026_ytd,0.003378943250346378,0.17681313884543184,-0.024841510428104008
