candidate,note,final_equity,total_return,sharpe,calmar,max_drawdown,trade_count,return_2020,return_2022,return_2023,return_2024,long_2023_pnl,short_2023_pnl,score,sharpe_gain,calmar_gain,final_equity_gain,return_2023_gain,return_2020_gain,return_2022_gain,return_2024_gain,long_2023_pnl_gain,short_2023_pnl_gain,max_drawdown_change,drawdown_penalty
short_lighter_scale,保留 short 结构，但下调 short 名义暴露,13772.919917909678,0.37729199179096784,0.40279476763955474,0.29139851771743697,-0.17103477612509355,302.0,0.24263941532340394,-0.021859957439059774,0.01956881757175366,-0.0013630308176039163,293.005275084206,-60.195563022653005,0.6524327162847056,0.08351645466465318,0.10992525207981438,1472.2399814651271,0.0005760630066722339,0.005358870775567848,0.004553956143615312,0.0023866576490532143,3.3055824031180236,5.345006094183191,-0.005085233060342476,0.0
short_tighter_release,收紧 short release，减少 2023 错误做空,12248.800788030667,0.2248800788030667,0.3123790514514649,0.1981398193452394,-0.15796224885706778,285.0,0.23613982571206615,-0.008799064160077363,0.019106020810532698,0.0002382892183465657,296.15729659751923,-66.44458576822763,0.11530885730200763,-0.006899261523436673,0.0166665537076168,-51.87914841388374,0.00011326624545127117,-0.0011407188357699383,0.017614849422597723,0.003987977685003696,6.457603916431253,-0.9040166513914301,-0.018157760328368244,0.0
baseline_governor_reentry,当前推荐候选,12300.67993644455,0.23006799364445496,0.31927831297490156,0.1814732656376226,-0.17612000918543602,281.0,0.2372805445478361,-0.026413913582675086,0.018992754565081427,-0.0037496884666571306,289.699692681088,-65.5405691168362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diagnostic_no_short,诊断上界：关闭 short 看 2023 主要缺口有多大,11873.502727268731,0.1873502727268732,0.27948574923944025,0.13893494353642546,-0.1902626496984684,163.0,0.24355332724910284,-0.009542947467810925,0.017516591537977577,-0.016985946895611725,207.3454645548136,0.0,-0.2112588040260275,-0.039792563735461306,-0.042538322101197124,-427.17720917581937,-0.0014761630271038495,0.006272782701266744,0.01687096611486416,-0.013236258428954595,-82.35422812627439,65.5405691168362,0.014142640513032378,0.04971168615638854
long_looser_stops,略放 long stop 与 trailing，争取 2023 延续段,9646.717715794088,-0.035328228420591246,0.013247603073251978,-0.03202118063572124,-0.17019272315155443,297.0,-0.00602400479763221,-0.03750773820112785,0.020774750603374192,0.0003539827031813214,227.24160312189088,-27.14773912558485,-3.1931344318849755,-0.3060307099016496,-0.21349444627334382,-2653.9622206504628,0.0017819960382927658,-0.2433045493454683,-0.011093824618452763,0.004103671169838452,-62.458089559197106,38.39282999125135,-0.005927286033881596,0.0
balanced_2023_combo,短空更谨慎，同时略放 long 持有,9796.089118341457,-0.020391088165854332,0.01804399913679678,-0.016807160337357734,-0.18594660566944565,251.0,-0.010569698101085878,-0.028428393513837857,0.0021376718446932674,0.0058763095330551796,74.26989892144229,-53.72648452721842,-3.7667067665843152,-0.3012343138381048,-0.19828042597498033,-2504.5908181030936,-0.01685508272038816,-0.24785024264892197,-0.0020144799311627715,0.00962599799971231,-215.4297937596457,11.814084589617778,0.009826596484009631,0.0
