candidate,note,final_equity,total_return,sharpe,calmar,max_drawdown,trade_count,score,sharpe_gain,calmar_gain,final_equity_gain,annual_2021_gain,annual_2022_gain,annual_2024_gain,annual_2025_gain,max_drawdown_change,drawdown_penalty
short_slightly_freer,轻微放宽 short release，观察 2021/2022,10796.979484149117,0.07969794841491162,0.1596308558225244,0.05490474126619567,-0.2134360884730352,284.0,0.11344840380757598,0.030970051769779572,0.016434759498792757,242.77918543433407,0.0,0.0006210481950037483,0.003856227346725194,0.006828340841920966,-0.00046647782997422116,0.0
carry_balance,小幅照顾 2024/2025，long neutral 更宽、range 适中,10834.450818380228,0.0834450818380228,0.16398236592903134,0.06121741294170265,-0.20012839770200508,292.0,0.11273608541779576,0.03532156187628652,0.02274743117429974,280.2505196654456,0.0033235295767745088,0.0028794925073981625,-0.00651040117003121,0.0008925066182452479,-0.013774168601004333,0.0
balanced_mid,位于 dd_tighter 与 freer short 之间的中间解,10571.0591721385,0.057105917213850166,0.13084223565392059,0.039488299335787166,-0.21457883592663263,285.0,0.03254237155029933,0.0021814316011757595,0.001018317568384254,16.85887342371825,0.0073358121059741155,0.0004485567952476899,0.00010025061464713492,0.00014912390918953022,0.0006762696236232157,0.005410156988985726
baseline_balanced_relax_plus,当前窄口径基线,10554.200298714783,0.055420029871478205,0.12866080405274483,0.03846998176740291,-0.2139025663030094,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range_careful,保留 probe 放宽，但把 range 稍微收一点,10554.200298714783,0.055420029871478205,0.12866080405274483,0.03846998176740291,-0.2139025663030094,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dd_tighter,略收中性偏置与 short 放行，优先压回撤,10555.254299488766,0.05552542994887655,0.12894848496780756,0.038517979075591555,-0.21403316654430504,283.0,-0.0265607148079642,0.0002876809150627324,4.7997308188642285e-05,1.0540007739837165,-0.00016699692599742022,-0.004313015527195541,0.0007723694534050862,-0.0022906872561447855,0.00013060024129563086,0.0010448019303650469
