entry_time,side,equity_before,exit_time,pnl,exit_reason
2020-01-26 20:00:00+00:00,long,10000.0,2020-02-02 08:01:00+00:00,1812.1198129750173,signal
2020-02-02 16:00:00+00:00,long,11812.119812975017,2020-02-03 00:00:00+00:00,-335.0695597157519,signal
2020-02-03 04:00:00+00:00,long,11477.050253259265,2020-02-03 20:01:00+00:00,-185.51916838558282,signal
2020-02-06 20:00:00+00:00,long,11291.531084873683,2020-02-10 08:00:00+00:00,339.9182586347797,signal
2020-02-11 16:00:00+00:00,long,11631.449343508462,2020-02-15 16:00:00+00:00,-807.9986424680446,signal
2020-02-19 00:00:00+00:00,long,10823.450701040418,2020-02-20 00:00:00+00:00,-1095.2269864805294,signal
2020-02-23 12:00:00+00:00,long,9728.223714559888,2020-02-24 04:01:00+00:00,-193.46915917871593,signal
2020-04-04 08:00:00+00:00,long,9534.754555381172,2020-04-10 04:00:00+00:00,688.7888257651794,signal
2020-04-12 16:00:00+00:00,long,10223.543381146352,2020-04-13 04:00:00+00:00,-739.8187665608475,signal
2020-04-24 00:00:00+00:00,long,9483.724614585504,2020-05-04 08:00:00+00:00,1920.1757587004413,signal
2020-05-04 16:00:00+00:00,long,11403.900373285946,2020-05-10 04:00:00+00:00,-423.9231589128449,signal
2020-05-14 00:00:00+00:00,long,10979.9772143731,2020-05-16 00:00:00+00:00,-11.670723154917141,signal
2020-05-16 08:00:00+00:00,long,10968.306491218184,2020-05-16 12:00:00+00:00,15.442005582010097,signal
2020-05-29 00:00:00+00:00,long,10983.748496800194,2020-06-02 16:00:00+00:00,-246.00605170131166,signal
2020-06-04 00:00:00+00:00,long,10737.742445098882,2020-06-04 08:00:00+00:00,-51.06879419948018,signal
2020-06-11 20:00:00+00:00,long,10686.673650899402,2020-06-13 16:00:00+00:00,39.8322680614383,signal
2020-06-23 16:00:00+00:00,long,10726.50591896084,2020-06-24 12:00:00+00:00,-1076.9659777727666,signal
2020-07-22 08:00:00+00:00,long,9649.539941188073,2020-08-02 08:00:00+00:00,8238.256361230435,signal
2020-08-05 16:00:00+00:00,long,17887.79630241851,2020-08-07 00:01:00+00:00,142.6915399412901,signal
2020-08-15 04:00:00+00:00,long,18030.4878423598,2020-08-15 16:00:00+00:00,-167.34248552294957,signal
2020-08-16 00:00:00+00:00,long,17863.14535683685,2020-08-16 04:00:00+00:00,190.90408281933196,signal
2020-08-24 12:00:00+00:00,long,18054.04943965618,2020-08-24 16:02:00+00:00,-187.2480690627708,signal
2020-10-10 04:00:00+00:00,long,17866.80137059341,2020-10-16 08:00:00+00:00,-570.0274335048998,signal
2020-10-19 20:00:00+00:00,long,17296.77393708851,2020-10-26 20:00:00+00:00,5046.3793874052535,signal
2020-10-27 00:00:00+00:00,long,22343.153324493764,2020-10-28 16:00:00+00:00,452.85063054219427,signal
2020-10-29 16:00:00+00:00,long,22796.003955035958,2020-11-02 12:00:00+00:00,-72.3270320589836,signal
2020-11-03 16:00:00+00:00,long,22723.676922976974,2020-11-07 20:00:00+00:00,2463.4878869487984,signal
2020-11-08 16:00:00+00:00,long,25187.164809925773,2020-11-11 00:00:00+00:00,-165.20025353417805,signal
2020-11-13 00:00:00+00:00,long,25021.964556391595,2020-11-14 12:00:00+00:00,-736.6906797207885,signal
2020-11-15 12:00:00+00:00,long,24285.273876670806,2020-11-15 16:01:00+00:00,121.79412248218796,signal
2020-11-17 16:00:00+00:00,long,24407.067999152994,2020-11-22 12:00:00+00:00,1072.825156180308,signal
2020-11-22 20:00:00+00:00,long,25479.893155333302,2020-11-23 04:00:00+00:00,-442.5497649685967,signal
2020-11-24 12:00:00+00:00,long,25037.343390364706,2020-11-25 08:00:00+00:00,-265.71095377531674,signal
2020-11-26 20:00:00+00:00,long,24771.63243658939,2020-11-27 00:00:00+00:00,95.32011039695499,signal
2020-11-29 12:00:00+00:00,long,24866.952546986344,2020-12-01 16:00:00+00:00,1706.6159491899925,signal
2020-12-02 12:00:00+00:00,long,26573.568496176336,2020-12-02 16:00:00+00:00,-341.3466095795811,signal
2020-12-12 20:00:00+00:00,long,26232.221886596755,2020-12-21 12:00:00+00:00,8534.003555301748,signal
2020-12-23 00:00:00+00:00,long,34766.2254418985,2020-12-23 12:00:00+00:00,-1193.9306764237335,signal
2020-12-23 16:00:00+00:00,long,33572.29476547477,2020-12-24 00:00:00+00:00,-370.8953482420184,signal
2020-12-25 00:00:00+00:00,long,33201.39941723275,2020-12-25 04:01:00+00:00,-419.8328486592436,signal
2020-12-26 20:00:00+00:00,long,32781.56656857351,2021-01-04 12:00:00+00:00,6432.003911801636,signal
2021-01-05 20:00:00+00:00,long,39213.57048037514,2021-01-10 20:00:00+00:00,2368.6990627931664,signal
2021-01-14 04:00:00+00:00,long,41582.26954316831,2021-01-15 08:00:00+00:00,245.23243363160145,signal
2021-02-04 12:00:00+00:00,long,41827.50197679991,2021-02-15 04:00:00+00:00,8418.156858121707,signal
2021-02-15 20:00:00+00:00,long,50245.65883492162,2021-02-16 00:00:00+00:00,-865.2391375311345,signal
2021-02-18 00:00:00+00:00,long,49380.41969739048,2021-02-22 12:00:00+00:00,1435.0113092114116,signal
2021-03-03 12:00:00+00:00,long,50815.431006601895,2021-03-05 04:00:00+00:00,-3759.1058814719145,signal
2021-03-10 00:00:00+00:00,long,47056.32512512998,2021-03-15 12:00:00+00:00,478.6068324717198,signal
2021-03-17 20:00:00+00:00,long,47534.9319576017,2021-03-21 08:00:00+00:00,-1059.1115084105622,signal
2021-03-31 04:00:00+00:00,long,46475.82044919114,2021-04-02 20:00:00+00:00,-211.0643926306293,signal
2021-04-13 20:00:00+00:00,long,46264.75605656051,2021-04-16 08:00:00+00:00,-2567.662360470262,signal
2021-05-13 00:00:00+00:00,long,43697.09369609025,2021-05-13 04:00:00+00:00,77.16900548298872,signal
2021-06-15 20:00:00+00:00,long,43774.262701573236,2021-06-17 20:00:00+00:00,-2518.846926629718,signal
2021-07-30 04:00:00+00:00,long,41255.41577494352,2021-08-02 16:00:00+00:00,-350.35108203432173,signal
2021-08-04 16:00:00+00:00,long,40905.064692909196,2021-08-05 08:00:00+00:00,-532.935493671408,signal
2021-08-05 20:00:00+00:00,long,40372.12919923779,2021-08-06 00:00:00+00:00,149.9899945732468,signal
2021-08-21 08:00:00+00:00,long,40522.119193811035,2021-08-24 16:00:00+00:00,-1046.8749713041761,signal
2021-08-26 00:00:00+00:00,long,39475.24422250686,2021-08-26 04:00:00+00:00,-1380.8800931323494,signal
2021-08-28 00:00:00+00:00,long,38094.36412937451,2021-08-28 16:00:00+00:00,-369.24775231222884,signal
2021-09-18 16:00:00+00:00,long,37725.11637706228,2021-09-19 12:00:00+00:00,-1477.9276201043176,signal
2021-09-20 12:00:00+00:00,long,36247.18875695796,2021-09-20 16:00:00+00:00,8.114788092600065,signal
2021-10-02 16:00:00+00:00,long,36255.30354505056,2021-10-12 20:00:00+00:00,7335.857882709453,signal
2021-10-14 00:00:00+00:00,long,43591.16142776002,2021-10-18 16:00:00+00:00,4213.644929627029,signal
2021-10-19 04:00:00+00:00,long,47804.806357387046,2021-10-22 00:00:00+00:00,-668.0343226090117,signal
2021-10-22 04:00:00+00:00,long,47136.772034778034,2021-10-22 12:00:00+00:00,47.78339572477125,signal
2021-11-07 20:00:00+00:00,long,47184.555430502805,2021-11-11 00:00:00+00:00,3076.0658329205253,signal
2021-11-14 04:00:00+00:00,long,50260.62126342333,2021-11-14 12:00:00+00:00,-347.62308013498114,signal
2021-12-04 04:00:00+00:00,long,49912.99818328835,2021-12-04 08:00:00+00:00,-632.2591961516082,signal
2021-12-27 04:00:00+00:00,long,49280.73898713674,2021-12-28 04:00:00+00:00,-2168.15426078577,signal
2022-01-06 04:00:00+00:00,long,47112.58472635097,2022-01-07 00:00:00+00:00,35.13959766362677,signal
2022-02-06 04:00:00+00:00,long,47147.7243240146,2022-02-11 04:00:00+00:00,3018.2823878935305,signal
2022-02-11 16:00:00+00:00,long,50166.00671190813,2022-02-11 20:00:00+00:00,-1378.7425347803292,signal
2022-02-15 04:00:00+00:00,long,48787.2641771278,2022-02-17 08:00:00+00:00,476.75664370400045,signal
2022-03-01 20:00:00+00:00,long,49264.0208208318,2022-03-04 20:00:00+00:00,-4814.265816960848,signal
2022-03-19 16:00:00+00:00,long,44449.75500387095,2022-03-21 04:00:00+00:00,-1902.043342274199,signal
2022-03-21 12:00:00+00:00,long,42547.71166159675,2022-03-21 16:00:00+00:00,-119.10619432190288,signal
2022-03-22 00:00:00+00:00,long,42428.60546727485,2022-03-31 20:00:00+00:00,8507.561433285518,signal
2022-04-01 16:00:00+00:00,long,50936.16690056037,2022-04-02 20:00:00+00:00,-920.9547989696803,signal
2022-04-03 08:00:00+00:00,long,50015.21210159069,2022-04-04 20:00:00+00:00,-1037.430033960729,signal
2022-04-07 00:00:00+00:00,long,48977.78206762996,2022-04-07 04:01:00+00:00,166.8176042230407,signal
2022-06-30 12:00:00+00:00,long,49144.599671853,2022-06-30 20:00:00+00:00,-289.44779024970194,signal
2022-07-19 16:00:00+00:00,long,48855.1518816033,2022-07-23 12:00:00+00:00,-2001.9144098104007,signal
2022-07-28 04:00:00+00:00,long,46853.2374717929,2022-08-04 12:00:00+00:00,-2231.623958190001,signal
2022-08-19 08:00:00+00:00,long,44621.6135136029,2022-08-20 00:00:00+00:00,-419.2293871704096,signal
2022-09-07 04:00:00+00:00,long,44202.38412643249,2022-09-09 04:00:00+00:00,1529.2158595020155,signal
2022-09-11 16:00:00+00:00,long,45731.5999859345,2022-09-13 16:00:00+00:00,-3151.1000534270424,signal
2022-10-26 00:00:00+00:00,long,42580.49993250746,2022-11-07 08:00:00+00:00,2911.2075986042037,signal
2022-11-21 20:00:00+00:00,long,45491.707531111664,2022-11-22 00:00:00+00:00,109.10180969768408,signal
2022-12-14 08:00:00+00:00,long,45600.80934080935,2022-12-16 12:01:00+00:00,-6037.452799240607,signal
2023-01-07 08:00:00+00:00,long,39563.35654156874,2023-02-22 00:00:00+00:00,65017.83785252444,signal
