candidate,note,final_equity,total_return,sharpe,calmar,max_drawdown,trade_count,maker_fill_ratio,score,sharpe_gain,calmar_gain,final_equity_gain,max_drawdown_change,maker_fill_ratio_gain,drawdown_penalty
balanced_relax_plus,进一步放宽 neutral bias 和 short probe,10554.200298714783,0.055420029871478205,0.12866080405274483,0.03846998176740291,-0.2139025663030094,284.0,0.7249405018255836,0.2637594964286709,0.09684108448867063,0.04936292805889326,702.6660733295193,0.005507532755794853,0.018085529452836258,0.04406026204635882
probe_range_relax_only,只动 probe 和 range，不额外放宽 short 方向偏置,10105.034482839306,0.010503448283930572,0.06840914439087296,0.008247367589613322,-0.1926398825260529,289.0,0.7125116617250602,0.11422878395253165,0.036589424826798764,0.01914031388110367,253.5002574540431,-0.01575515102116165,0.005656689352312894,0.0
softer_short_block,降低 short_release 阻断强度,10037.630610882126,0.0037630610882126714,0.058449771026679934,0.002845515499122611,-0.2006061017139572,295.0,0.706633583962197,0.08284931819812642,0.026630051462605733,0.01373846179061296,186.09638549686315,-0.007788931833257351,-0.000221388410550305,0.0
baseline,当前结构化基线,9851.534225385263,-0.014846577461473665,0.0318197195640742,-0.010892946291490348,-0.20839503354721456,299.0,0.7068549723727473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freer_range_rebound,放宽 range permission，保留低波动反弹,9851.534225385263,-0.014846577461473665,0.0318197195640742,-0.010892946291490348,-0.20839503354721456,299.0,0.7068549723727473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balanced_relax,同时适度放宽 probe、short、range,9737.517024272882,-0.026248297572711854,-0.012658288638197172,-0.021715163428304072,-0.18572895834809922,282.0,0.678027695018898,-0.09102367363383276,-0.04447800820227137,-0.010822217136813724,-114.01720111238137,-0.022666075199115343,-0.028827277353849268,0.0
relax_probes,放宽 long/short probe 最低许可阈值,9508.280137487254,-0.04917198625127461,-0.057266039872961944,-0.04086909889249986,-0.18673210477758306,281.0,0.6777411948600035,-0.20989793196807988,-0.08908575943703614,-0.029976152601009512,-343.25408789800895,-0.021662928769631495,-0.0291137775127438,0.0
