entry_time,side,equity_before,entry_permission_reason,entry_trend_quality,entry_direction_context,entry_signal_mode,exit_time,holding_minutes,pnl,exit_reason,equity_at_trigger
2022-10-13 12:00:00+00:00,short,10902.75863303856,confirmed_breakout_short,0.9188887399421324,breakout_follow,breakout,2022-10-13 12:29:00+00:00,29.0,-74.24605717284612,stop_loss,10832.372172554567
2022-10-17 12:00:00+00:00,long,10828.512575865714,confirmed_breakout_long,0.6633638040484146,breakout_follow,breakout,2022-10-17 20:00:00+00:00,480.0,26.66508927216819,signal,
2022-10-23 20:01:00+00:00,long,10855.177665137882,confirmed_breakout_long,0.8921642177960393,breakout_follow,breakout,2022-10-24 01:16:00+00:00,315.0,-46.50735576653278,stop_loss,10814.564974902347
2022-10-25 16:00:00+00:00,long,10808.67030937135,confirmed_breakout_long,0.8337618651308365,breakout_follow,breakout,2022-10-25 17:08:00+00:00,68.0,169.60694050815437,take_profit,10983.279341431236
2022-10-26 12:00:00+00:00,long,10978.277249879504,confirmed_breakout_long,0.8909493528649258,breakout_follow,breakout,2022-10-26 13:31:00+00:00,91.0,-87.11775315676277,stop_loss,10894.74222982063
2022-10-26 16:01:00+00:00,long,10891.159496722741,confirmed_breakout_long,0.979136410397317,breakout_follow,breakout,2022-10-26 20:00:00+00:00,239.0,-34.921746989070016,signal,
2022-10-28 16:00:00+00:00,long,10856.237749733671,confirmed_breakout_long,0.9196773798802557,breakout_follow,breakout,2022-10-28 20:00:00+00:00,240.0,34.80235035998339,signal,
2022-11-04 20:00:00+00:00,long,10891.040100093654,confirmed_breakout_long,0.9162067708897748,breakout_follow,breakout,2022-11-05 00:00:00+00:00,240.0,9.233624207543471,signal,
2022-11-08 04:00:00+00:00,short,10900.273724301198,confirmed_breakout_short,0.9175492256027973,breakout_follow,breakout,2022-11-08 04:18:00+00:00,18.0,146.93457432067044,take_profit,11050.114508929064
2022-11-08 08:01:00+00:00,short,11047.208298621868,confirmed_breakout_short,0.9993586770923697,breakout_follow,breakout,2022-11-08 11:03:00+00:00,182.0,33.21949249408499,take_profit,11082.833269241843
2022-11-08 16:00:00+00:00,short,11080.427791115953,confirmed_breakout_short,0.854701843639269,breakout_follow,breakout,2022-11-08 16:05:00+00:00,5.0,-74.02830301865833,stop_loss,11008.7772298294
2022-11-11 16:00:00+00:00,short,11006.399488097295,confirmed_breakout_short,0.9011603895353797,breakout_follow,breakout,2022-11-11 20:00:00+00:00,240.0,1.4112504684562737,signal,
2022-11-14 16:00:00+00:00,short,11007.810738565751,confirmed_breakout_short,0.8663945884180211,breakout_follow,breakout,2022-11-14 20:00:00+00:00,240.0,56.05286974154842,signal,
2022-11-16 16:00:00+00:00,short,11063.8636083073,confirmed_breakout_short,0.6429621737255069,breakout_follow,breakout,2022-11-16 20:00:00+00:00,240.0,-30.41483372561015,signal,
